assembly_name,family,component_count,body_count,edge_count,face_count,vertex_count,mass,volume,surface_area,material,complexity_ratio,rotational_symmetry,geometric_complexity,source_file,json_found,properties_name,properties_vertex_count,properties_edge_count,properties_face_count,properties_loop_count,properties_shell_count,properties_body_count,properties_area,properties_volume,properties_density,properties_mass,properties_design_type,properties_likes_count,properties_comments_count,properties_views_count
22232_cb53774e,medium_rotor,13,18.0,358.0,192.0,268.0,13.996704806361784,4790.116887430174,0.0,"Titanium, Rubber, Natural, Rubber, Silicone",1.8645833333333333,0,818.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22232_cb53774e/assembly.json,True,Untitled,268,358,192,294,18,18,7710.767650502995,4790.116887430174,0.0029219965055739604,13.996704806361784,ParametricDesignType,0,0,508
23331_192866b6,medium_rotor,4,18.0,594.0,263.0,402.0,51.879555743167366,6608.86060422514,0.0,Steel,2.258555133079848,0,1259.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23331_192866b6/assembly.json,True,Untitled,402,594,263,354,18,18,7618.205090196996,6608.86060422514,0.007850000000000003,51.879555743167366,ParametricDesignType,0,0,191
23378_8d6426ae,high_complexity_rotor,2,55.0,4294.0,1596.0,2867.0,0.0094356111422484,1.201988680541204,0.0,Steel,2.6904761904761907,1,8757.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23378_8d6426ae/assembly.json,True,Untitled,2867,4294,1596,1761,55,55,28.05380259990146,1.2019886805412041,0.007849999999999998,0.009435611142248449,ParametricDesignType,0,0,435
23505_161e8ec5,medium_rotor,1,8.0,341.0,150.0,231.0,567.1280726853232,72245.61435481824,0.0,Steel,2.2733333333333334,0,722.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23505_161e8ec5/assembly.json,True,Untitled,231,341,150,192,8,8,49388.93241342612,72245.61435481824,0.00785,567.1280726853232,ParametricDesignType,1,0,559
23239_ba13cf5e,simple_rotor,1,6.0,67.0,41.0,50.0,3.5614106675337283,453.6828875839144,0.0,Steel,1.6341463414634143,0,158.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23239_ba13cf5e/assembly.json,True,Untitled,50,67,41,57,6,6,909.6184808636485,453.6828875839144,0.007850000000000001,3.5614106675337283,ParametricDesignType,0,0,405
23251_3eb3d2e6,high_complexity_rotor,1,111.0,2440.0,1058.0,1623.0,2.544169065859799,324.0979701732228,0.0,Steel,2.3062381852551983,0,5121.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23251_3eb3d2e6/assembly.json,True,Untitled,1623,2440,1058,1099,111,111,881.660869360321,324.0979701732228,0.007850000000000001,2.544169065859799,ParametricDesignType,0,0,551
21133_f9a1614e,symmetric_rotor,2,2.0,853.0,319.0,572.0,0.2921011827093041,37.21034174640817,0.0,Steel,2.6739811912225706,1,1744.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21133_f9a1614e/assembly.json,True,Untitled,572,853,319,355,2,2,198.80346490896642,37.21034174640817,0.00785,0.2921011827093041,ParametricDesignType,0,0,545
22081_ab3124af,high_complexity_rotor,3,54.0,1533.0,799.0,1132.0,2.8568991968154016,363.93620341597466,0.0,Steel,1.918648310387985,0,3464.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22081_ab3124af/assembly.json,True,Untitled,1132,1533,799,1109,54,54,1135.7672162666847,363.93620341597466,0.007850000000000001,2.8568991968154016,ParametricDesignType,5,0,802
21275_c8049742,medium_rotor,2,2.0,328.0,145.0,193.0,1.1931947422967597,151.9993302288866,0.0,Steel,2.2620689655172415,0,666.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21275_c8049742/assembly.json,True,Untitled,193,328,145,151,2,2,379.7610162764894,151.9993302288866,0.007849999999999998,1.1931947422967595,ParametricDesignType,0,0,439
21961_1a090a8b,symmetric_rotor,1,3.0,406.0,145.0,268.0,3.40066530698487,433.2057715904293,0.0,Steel,2.8,1,819.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21961_1a090a8b/assembly.json,True,Untitled,268,406,145,156,3,3,789.7974213192849,433.2057715904293,0.00785,3.40066530698487,ParametricDesignType,0,0,315
22056_79373464,complex_assembly,25,46.0,1953.0,890.0,1337.0,68.21351881826338,8689.620231625913,0.0,Steel,2.19438202247191,0,4180.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22056_79373464/assembly.json,True,Untitled,1337,1953,890,1090,46,46,12363.954440766658,8689.620231625913,0.007849999999999996,68.21351881826338,ParametricDesignType,4,0,962
22843_cb38a007,simple_rotor,1,4.0,88.0,40.0,64.0,0.3110388849945179,39.622787897390815,0.0,Steel,2.2,0,192.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22843_cb38a007/assembly.json,True,Untitled,64,88,40,64,4,4,167.0761041672824,39.622787897390815,0.00785,0.3110388849945179,ParametricDesignType,0,0,393
21121_1e9e7540,high_complexity_rotor,1,9.0,1975.0,728.0,1294.0,0.1260040043327426,16.051465520094595,0.0,Steel,2.712912087912088,1,3997.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21121_1e9e7540/assembly.json,True,Untitled,1294,1975,728,769,9,9,331.95003898962875,16.051465520094595,0.007850000000000003,0.12600400433274261,ParametricDesignType,1,1,776
21182_a480d230,high_complexity_rotor,4,8.0,2882.0,1031.0,1930.0,1.7413578482399794,221.82902525350056,0.0,Steel,2.795344325897187,1,5843.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21182_a480d230/assembly.json,True,Untitled,1930,2882,1031,1134,8,8,1006.2707765310878,221.82902525350056,0.00785,1.7413578482399794,ParametricDesignType,0,0,198
22418_2722dfe8,medium_rotor,1,6.0,897.0,364.0,540.0,0.0013832045776341,0.4909229950908317,0.0,"Steel, Mild, Acetal Resin, Black, Brass, Soft Yellow",2.4642857142857144,0,1801.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22418_2722dfe8/assembly.json,True,Untitled,540,897,364,381,6,6,15.552237423009457,0.4909229950908317,0.0028175591517732683,0.0013832045776341162,ParametricDesignType,9,1,1717
21357_9edfc0a0,simple_rotor,2,4.0,92.0,40.0,53.0,144.4457056452218,18400.72683378622,0.0,Steel,2.3,0,185.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21357_9edfc0a0/assembly.json,True,Untitled,53,92,40,40,4,4,46410.03119439774,18400.72683378622,0.00785,144.4457056452218,ParametricDesignType,0,0,377
21185_ac5324ba,medium_rotor,13,12.0,223.0,162.0,172.0,5.208559028503287,663.5107042679347,0.0,Steel,1.376543209876543,0,557.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21185_ac5324ba/assembly.json,True,Untitled,172,223,162,261,12,12,839.5660181986542,663.5107042679347,0.00785,5.208559028503287,ParametricDesignType,0,0,227
23156_7788f78a,high_complexity_rotor,1,114.0,1386.0,726.0,1023.0,20.943828008843823,2668.0035680055803,0.0,Steel,1.9090909090909092,0,3135.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23156_7788f78a/assembly.json,True,Untitled,1023,1386,726,1035,114,114,4739.271334958709,2668.0035680055803,0.007850000000000006,20.943828008843823,ParametricDesignType,0,0,456
23162_7e2f3d77,complex_assembly,23,67.0,1672.0,784.0,1158.0,5.770389660306916,735.0814853894165,0.0,Steel,2.13265306122449,0,3614.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23162_7e2f3d77/assembly.json,True,Untitled,1158,1672,784,1082,67,67,2581.405804498291,735.0814853894165,0.007849999999999996,5.770389660306916,ParametricDesignType,0,0,367
21838_5bc448b4,high_complexity_rotor,2,3.0,1905.0,666.0,1251.0,0.0159322317006097,2.02958365612863,0.0,Steel,2.86036036036036,1,3822.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21838_5bc448b4/assembly.json,True,Untitled,1251,1905,666,716,3,3,29.26510147073948,2.02958365612863,0.00785,0.015932231700609742,ParametricDesignType,0,0,414
20688_955aae0c,medium_rotor,14,16.0,586.0,266.0,409.0,83.56694006154531,10645.470071534435,0.0,"Steel, Mild, Steel",2.2030075187969924,0,1261.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20688_955aae0c/assembly.json,True,Untitled,409,586,266,365,16,16,5912.367894248749,10645.470071534435,0.00785,83.56694006154531,ParametricDesignType,1,0,472
20419_8ce893b6,symmetric_rotor,2,3.0,702.0,176.0,496.0,727.5535654078503,91480.269153857,0.0,"Steel, Mild, Copper",3.988636363636364,1,1374.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20419_8ce893b6/assembly.json,True,Untitled,496,702,176,204,3,3,26881.910477340585,91480.269153857,0.007953120078650042,727.5535654078503,ParametricDesignType,0,0,518
23495_6366269c,high_complexity_rotor,2,105.0,1996.0,980.0,1388.0,40.925094111470486,5213.387784900702,0.0,Steel,2.036734693877551,0,4364.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23495_6366269c/assembly.json,True,Untitled,1388,1996,980,1148,105,105,13069.753539714335,5213.387784900702,0.007849999999999994,40.925094111470486,ParametricDesignType,0,0,186
22334_677d00e0,medium_rotor,2,64.0,960.0,468.0,560.0,1.5566270499787964,216.20702534438567,0.0,"Aluminum 6061, Steel, Glass",2.051282051282051,0,1988.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22334_677d00e0/assembly.json,True,Untitled,560,960,468,522,64,64,2282.2505547684186,216.20702534438567,0.007199706149692966,1.5566270499787964,ParametricDesignType,0,0,222
20643_71ad3d26,high_complexity_rotor,2,1.0,1983.0,762.0,1221.0,0.4948035380648096,63.03229784265091,0.0,Steel,2.6023622047244093,1,3966.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20643_71ad3d26/assembly.json,True,Untitled,1221,1983,762,778,1,1,314.00069376977683,63.03229784265091,0.00785,0.49480353806480964,ParametricDesignType,4,4,927
22839_113f2990,simple_rotor,1,2.0,42.0,19.0,27.0,0.6649931249999989,84.71249999999986,0.0,Steel,2.210526315789474,0,88.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22839_113f2990/assembly.json,True,Untitled,27,42,19,19,2,2,1491.7049999999997,84.71249999999986,0.00785,0.6649931249999989,ParametricDesignType,0,0,489
20804_0dcacc66,simple_rotor,1,2.0,28.0,16.0,20.0,2.1682176172804297,276.2060658955961,0.0,Steel,1.75,0,64.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20804_0dcacc66/assembly.json,True,Untitled,20,28,16,20,2,2,280.32511747684526,276.2060658955961,0.007850000000000001,2.1682176172804297,ParametricDesignType,1,0,311
21353_4686c90c,simple_rotor,1,9.0,183.0,104.0,121.0,4.096185335963922,521.8070491673786,0.0,Steel,1.7596153846153846,0,408.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21353_4686c90c/assembly.json,True,Untitled,121,183,104,128,9,9,698.9977064102692,521.8070491673786,0.00785,4.096185335963922,ParametricDesignType,3,2,878
23236_d5867507,simple_rotor,11,12.0,194.0,98.0,141.0,0.4774033580342133,837.1718738779311,0.0,Wood,1.979591836734694,0,433.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23236_d5867507/assembly.json,True,Untitled,141,194,98,138,12,12,1391.8283341979115,837.1718738779311,0.0005702572828,0.47740335803421335,ParametricDesignType,1,0,696
22070_fd1b8e5e,high_complexity_rotor,3,11.0,1972.0,694.0,1323.0,0.0676250875112782,8.614660829462192,0.0,Steel,2.84149855907781,1,3989.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22070_fd1b8e5e/assembly.json,True,Untitled,1323,1972,694,749,11,11,148.01103286998816,8.614660829462192,0.00785,0.0676250875112782,ParametricDesignType,1,0,716
20899_a8d7c6d5,medium_rotor,21,24.0,1213.0,573.0,847.0,36.76511809166028,4683.4545339694605,0.0,"Steel, Mild",2.1169284467713787,0,2633.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20899_a8d7c6d5/assembly.json,True,Untitled,847,1213,573,790,24,24,6703.40608773268,4683.4545339694605,0.007850000000000003,36.76511809166028,ParametricDesignType,0,0,569
22415_658c81dd,complex_assembly,39,158.0,21537.0,8428.0,14234.0,0.0579557139730182,12.19816829151234,0.0,"Phenolic Resin, Steel",2.555410536307546,1,44199.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22415_658c81dd/assembly.json,True,Untitled,14234,21537,8428,9523,158,158,216.42339688966032,12.198168291512339,0.004751181701054633,0.057955713973018276,ParametricDesignType,0,0,129
20551_ff28a959,simple_rotor,1,1.0,50.0,12.0,30.0,42.16887207524886,5371.830837611321,0.0,Steel,4.166666666666667,1,92.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20551_ff28a959/assembly.json,True,Untitled,30,50,12,20,1,1,21344.492231219425,5371.830837611321,0.00785,42.16887207524886,ParametricDesignType,2,1,1231
23434_6635ed57,medium_rotor,1,13.0,439.0,187.0,282.0,4.513455387308238,574.9624697207947,0.0,Steel,2.3475935828877006,0,908.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23434_6635ed57/assembly.json,True,Untitled,282,439,187,201,13,13,2509.5219101472985,574.9624697207947,0.00785,4.513455387308238,ParametricDesignType,1,0,415
23320_e0711ae9,symmetric_rotor,5,4.0,581.0,230.0,420.0,1.2384082998306716,157.75901908670977,0.0,Steel,2.526086956521739,1,1231.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23320_e0711ae9/assembly.json,True,Untitled,420,581,230,325,4,4,1452.199649113002,157.75901908670977,0.00785,1.2384082998306716,ParametricDesignType,8,1,1399
20892_b1f89c8d,medium_rotor,6,7.0,493.0,220.0,295.0,0.8646732341268233,110.1494565766654,0.0,Steel,2.2409090909090907,0,1008.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20892_b1f89c8d/assembly.json,True,Untitled,295,493,220,251,7,7,4005.129576711354,110.14945657666539,0.00785,0.8646732341268233,ParametricDesignType,14,0,2239
21761_fdb5f86d,simple_rotor,1,2.0,146.0,60.0,102.0,0.8830465139201251,112.49000177326435,0.0,Steel,2.433333333333333,0,308.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21761_fdb5f86d/assembly.json,True,Untitled,102,146,60,88,2,2,522.5241013213684,112.49000177326435,0.00785,0.8830465139201251,ParametricDesignType,0,0,419
22778_7d85debd,medium_rotor,11,15.0,540.0,277.0,390.0,6.457604231812467,867.8519729984542,0.0,"Steel, Iron, Cast",1.9494584837545128,0,1207.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22778_7d85debd/assembly.json,True,Untitled,390,540,277,402,15,15,1785.1327040338388,867.8519729984542,0.007440905169001637,6.457604231812467,ParametricDesignType,0,0,1155
20958_94222947,simple_rotor,1,4.0,116.0,67.0,86.0,0.8482776252258011,314.1768982317782,0.0,Aluminum,1.7313432835820894,0,269.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20958_94222947/assembly.json,True,Untitled,86,116,67,98,4,4,583.5432714792471,314.1768982317782,0.0027,0.8482776252258011,ParametricDesignType,0,0,179
23006_92c5b990,simple_rotor,1,3.0,21.0,16.0,19.0,0.1654031098015547,21.07045984733182,0.0,Steel,1.3125,0,56.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23006_92c5b990/assembly.json,True,Untitled,19,21,16,34,3,3,179.09515725334091,21.07045984733182,0.00785,0.16540310980155476,ParametricDesignType,0,0,377
20705_ac2a0325,simple_rotor,1,3.0,14.0,9.0,10.0,1.2061160129014223,153.64535196196462,0.0,Steel,1.5555555555555556,0,33.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20705_ac2a0325/assembly.json,True,Untitled,10,14,9,10,3,3,1618.4420692501067,153.64535196196462,0.007850000000000001,1.2061160129014223,ParametricDesignType,0,0,365
22919_3ee91d1a,medium_rotor,24,35.0,471.0,287.0,353.0,0.0463741445836901,6.883158893300764,0.0,"Nylon 6/6, Steel, Aluminum",1.6411149825783973,0,1111.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22919_3ee91d1a/assembly.json,True,Untitled,353,471,287,456,35,35,95.83079006961526,6.883158893300764,0.006737334602114895,0.0463741445836901,ParametricDesignType,0,0,451
23342_7193a931,simple_rotor,8,9.0,178.0,93.0,133.0,1.0777088188717885,132.284256116638,0.0,"Steel, Stainless Steel, Brass",1.913978494623656,0,404.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23342_7193a931/assembly.json,True,Untitled,133,178,93,135,9,9,943.1311880865176,132.284256116638,0.008146916726972772,1.0777088188717885,ParametricDesignType,0,0,480
21563_c72d37a2,medium_rotor,1,6.0,494.0,205.0,307.0,20.49544698952444,2610.8849668184,0.0,Steel,2.4097560975609755,0,1006.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21563_c72d37a2/assembly.json,True,Untitled,307,494,205,216,6,6,4911.906145972242,2610.8849668184002,0.00785,20.495446989524442,ParametricDesignType,0,0,442
23214_0c411aa1,medium_rotor,1,9.0,483.0,210.0,294.0,37.94208537192349,4833.386671582609,0.0,Steel,2.3,0,987.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23214_0c411aa1/assembly.json,True,Untitled,294,483,210,213,9,9,5821.375670080375,4833.386671582609,0.007850000000000003,37.94208537192349,ParametricDesignType,1,0,532
21619_19435db0,simple_rotor,1,2.0,91.0,55.0,65.0,1.539517025551666,196.1168185416135,0.0,Steel,1.6545454545454543,0,211.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21619_19435db0/assembly.json,True,Untitled,65,91,55,81,2,2,823.7474022083179,196.1168185416135,0.00785,1.539517025551666,ParametricDesignType,2,0,1961
22900_09de4c7a,high_complexity_rotor,1,6.0,1579.0,679.0,886.0,0.7406845126919246,94.35471499260184,0.0,Steel,2.325478645066274,0,3144.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22900_09de4c7a/assembly.json,True,Untitled,886,1579,679,731,6,6,430.4695060949171,94.35471499260184,0.007850000000000001,0.7406845126919246,ParametricDesignType,0,0,513
21570_9cb1d1c4,simple_rotor,1,10.0,20.0,18.0,16.0,77.91836706237474,5638.6677039926,0.0,"Bronze, Gold, Brass",1.1111111111111112,0,54.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21570_9cb1d1c4/assembly.json,True,Untitled,16,20,18,20,10,10,3579.7473452808786,5638.6677039926,0.013818577570585104,77.91836706237474,ParametricDesignType,0,0,300
21051_5d118b91,simple_rotor,1,2.0,201.0,94.0,116.0,0.677172514004242,86.26401452283339,0.0,Steel,2.1382978723404253,0,411.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21051_5d118b91/assembly.json,True,Untitled,116,201,94,103,2,2,1025.851202718847,86.26401452283339,0.00785,0.677172514004242,ParametricDesignType,0,0,809
21614_5d6afa62,simple_rotor,1,2.0,93.0,55.0,67.0,1.7918996722444884,228.26747417127245,0.0,Steel,1.690909090909091,0,215.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21614_5d6afa62/assembly.json,True,Untitled,67,93,55,81,2,2,818.2373149707491,228.26747417127243,0.00785,1.7918996722444884,ParametricDesignType,0,0,142
21974_1997ebc3,medium_rotor,1,2.0,812.0,336.0,504.0,0.3102099246772102,39.51718785696946,0.0,Steel,2.4166666666666665,0,1652.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21974_1997ebc3/assembly.json,True,Untitled,504,812,336,408,2,2,286.69588012102474,39.51718785696946,0.00785,0.3102099246772102,ParametricDesignType,2,1,1436
22652_dc7405ef,high_complexity_rotor,18,20.0,1594.0,602.0,1093.0,3.2969009614158855,422.5250959147694,0.0,"Steel, ABS Plastic, Brass",2.647840531561462,1,3289.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22652_dc7405ef/assembly.json,True,Untitled,1093,1594,602,719,23,20,5299.897990502061,422.5250959147694,0.007802852406383282,3.2969009614158855,ParametricDesignType,0,0,489
20341_6a1588fb,simple_rotor,3,2.0,87.0,39.0,56.0,0.5093351290821112,189.64881425122124,0.0,"Aluminum, Anodized Red, Rubber, Silicone",2.230769230769231,0,182.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20341_6a1588fb/assembly.json,True,Untitled,56,87,39,43,2,2,229.91964587599116,189.64881425122124,0.002685675262948982,0.5093351290821112,ParametricDesignType,2,1,386
21426_51651a10,simple_rotor,1,3.0,37.0,21.0,22.0,30355.007107237736,3866879.886272323,0.0,Steel,1.761904761904762,0,80.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21426_51651a10/assembly.json,True,Untitled,22,37,21,21,3,3,156713.18993354964,3866879.886272323,0.007850000000000001,30355.007107237736,ParametricDesignType,5,1,1239
22298_51433023,complex_assembly,39,52.0,3108.0,1273.0,2109.0,5.318609620839944,677.5298880050882,0.0,Steel,2.4414768263943443,0,6490.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22298_51433023/assembly.json,True,Untitled,2109,3108,1273,1543,54,52,2189.837397043348,677.5298880050882,0.007850000000000003,5.318609620839944,ParametricDesignType,2,0,676
22491_a33562ad,complex_assembly,26,26.0,1820.0,741.0,1357.0,23.56072238167195,3001.36590849324,0.0,Steel,2.456140350877193,0,3918.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22491_a33562ad/assembly.json,True,Untitled,1357,1820,741,1319,26,26,7180.0416438953225,3001.36590849324,0.007850000000000005,23.56072238167195,ParametricDesignType,0,0,262
20421_0fd51709,high_complexity_rotor,1,3.0,2028.0,798.0,1310.0,5.599446615038395,5599.446615038394,0.0,Generic,2.5413533834586466,1,4136.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20421_0fd51709/assembly.json,True,Untitled,1310,2028,798,950,3,3,12930.98638938655,5599.446615038394,0.001,5.599446615038395,ParametricDesignType,24,6,3244
23136_2b469508,simple_rotor,9,22.0,148.0,111.0,119.0,0.8958506794233753,321.76524704818917,0.0,"Acrylic, Clear, Steel, Aluminum",1.3333333333333333,0,378.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23136_2b469508/assembly.json,True,Untitled,119,148,111,164,22,22,987.543992598708,321.76524704818917,0.0027841747598341725,0.8958506794233753,ParametricDesignType,1,0,855
23168_7fdf5427,high_complexity_rotor,1,41.0,1955.0,770.0,1262.0,37.64945957144709,4796.109499547403,0.0,Steel,2.538961038961039,1,3987.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23168_7fdf5427/assembly.json,True,Untitled,1262,1955,770,798,41,41,8207.765432478154,4796.109499547403,0.007849999999999994,37.64945957144709,ParametricDesignType,0,0,183
20841_1620ae7d,simple_rotor,6,16.0,12.0,26.0,12.0,0.1176405452069783,14.986056714264762,0.0,Steel,0.4615384615384615,0,50.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20841_1620ae7d/assembly.json,True,Untitled,12,12,26,24,16,16,124.98851558364275,14.986056714264762,0.007850000000000001,0.11764054520697839,ParametricDesignType,0,0,722
20216_89b90993,simple_rotor,1,2.0,130.0,48.0,88.0,0.0003421098676046,0.043580874854098,0.0,"Steel, Mild",2.7083333333333335,1,266.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20216_89b90993/assembly.json,True,Untitled,88,130,48,54,2,2,1.744356576041199,0.04358087485409808,0.00785,0.0003421098676046699,ParametricDesignType,0,0,511
20157_db99ab88,medium_rotor,7,22.0,299.0,175.0,198.0,351.2748928612268,44748.393995060695,0.0,"Steel, Mild",1.7085714285714286,0,672.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20157_db99ab88/assembly.json,True,Untitled,198,299,175,211,22,22,18452.181375299726,44748.393995060695,0.007850000000000008,351.2748928612268,ParametricDesignType,6,4,2119
21329_1bfecd1d,high_complexity_rotor,2,2.0,3742.0,1482.0,2266.0,0.0803941281497192,29.775603018414536,0.0,Aluminum,2.524966261808367,1,7490.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21329_1bfecd1d/assembly.json,True,Untitled,2266,3742,1482,1508,2,2,193.69308179576115,29.775603018414536,0.0026999999999999997,0.08039412814971923,ParametricDesignType,8,4,1723
23403_e539620b,simple_rotor,1,2.0,18.0,15.0,15.0,4.660225180797988,593.6592587003806,0.0,Steel,1.2,0,48.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23403_e539620b/assembly.json,True,Untitled,15,18,15,25,2,2,1088.536410795837,593.6592587003806,0.00785,4.660225180797988,ParametricDesignType,0,0,208
22074_c0265b0d,medium_rotor,1,6.0,234.0,108.0,165.0,1.2896658917793358,164.2886486343103,0.0,Steel,2.1666666666666665,0,507.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22074_c0265b0d/assembly.json,True,Untitled,165,234,108,135,6,6,360.26115910619524,164.2886486343103,0.00785,1.2896658917793358,ParametricDesignType,0,0,468
21281_6e562106,medium_rotor,1,16.0,547.0,282.0,321.0,3009.1454008735263,383330.6243150989,0.0,Steel,1.9397163120567376,0,1150.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21281_6e562106/assembly.json,True,Untitled,321,547,282,306,16,16,136276.56105815555,383330.6243150989,0.00785,3009.1454008735263,ParametricDesignType,0,1,600
21793_4ad5e2c0,simple_rotor,1,6.0,163.0,75.0,108.0,0.0588653257142086,7.498767606905558,0.0,Steel,2.1733333333333333,0,346.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21793_4ad5e2c0/assembly.json,True,Untitled,108,163,75,89,6,6,64.88129628438612,7.498767606905558,0.007849999999999998,0.05886532571420861,ParametricDesignType,1,0,449
20319_9f53cd7c,medium_rotor,19,29.0,1357.0,565.0,849.0,120.49164199097213,941231.9605183796,0.0,"Steel, Mild, Leather, Dark Brown, Rubber, Nitrile",2.4017699115044246,0,2771.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20319_9f53cd7c/assembly.json,True,Untitled,849,1357,565,585,29,29,173891.62677094803,941231.9605183797,0.00012801482211102547,120.49164199097211,ParametricDesignType,11,3,1196
23387_c4aa9424,simple_rotor,1,15.0,219.0,103.0,134.0,0.7478412169463505,95.26639706322942,0.0,Steel,2.1262135922330097,0,456.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23387_c4aa9424/assembly.json,True,Untitled,134,219,103,94,15,15,162.15423360138726,95.26639706322942,0.007849999999999996,0.7478412169463505,ParametricDesignType,1,0,552
22892_68138f24,symmetric_rotor,1,3.0,406.0,136.0,278.0,0.2994880618724295,38.151345461456,0.0,Steel,2.985294117647059,1,820.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22892_68138f24/assembly.json,True,Untitled,278,406,136,141,3,3,100.29535463484093,38.151345461455996,0.007849999999999998,0.2994880618724295,ParametricDesignType,0,0,636
21300_ec7da33e,high_complexity_rotor,1,47.0,2723.0,1080.0,1820.0,0.5422647399240333,69.0783108183482,0.0,Steel,2.5212962962962964,1,5623.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21300_ec7da33e/assembly.json,True,Untitled,1820,2723,1080,1193,48,47,1493.0600202386627,69.0783108183482,0.00785,0.5422647399240333,ParametricDesignType,2,0,1294
21805_2ba39d00,high_complexity_rotor,9,9.0,4169.0,1525.0,2726.0,1.330241264668278,169.45748594500358,0.0,Steel,2.733770491803279,1,8420.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21805_2ba39d00/assembly.json,True,Untitled,2726,4169,1525,1632,9,9,688.1913741952311,169.45748594500358,0.00785,1.330241264668278,ParametricDesignType,2,0,390
22442_7d5c5d5f,high_complexity_rotor,2,13.0,3462.0,2209.0,1286.0,1.4165192802118138,180.44831595054953,0.0,Steel,1.567224988682662,0,6957.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22442_7d5c5d5f/assembly.json,True,Untitled,1286,3462,2209,2229,13,13,1792.617526284931,180.44831595054953,0.007850000000000001,1.4165192802118138,ParametricDesignType,0,0,546
