Subject,Predicate,Object
22045_ead71aca,rdf:type,MediumRotor
22045_ead71aca,hasMaterial,Steel
22045_ead71aca,belongsToFamily,medium_rotor
22045_ead71aca,hasComplexityLevel,Medium
22045_ead71aca,hasTopology,Moderate
22045_ead71aca,hasStructure,Asymmetric
22045_ead71aca,hasMassCategory,HeavyWeight
22045_ead71aca,hasVolumeCategory,MediumVolume
23339_87a4d11f,rdf:type,SimpleRotor
23339_87a4d11f,hasMaterial,Steel
23339_87a4d11f,belongsToFamily,simple_rotor
23339_87a4d11f,hasComplexityLevel,Low
23339_87a4d11f,hasTopology,Sparse
23339_87a4d11f,hasStructure,Asymmetric
23339_87a4d11f,hasMassCategory,HeavyWeight
23339_87a4d11f,hasVolumeCategory,LargeVolume
22095_af226cbc,rdf:type,SymmetricRotor
22095_af226cbc,hasMaterial,Steel
22095_af226cbc,belongsToFamily,symmetric_rotor
22095_af226cbc,hasComplexityLevel,Medium
22095_af226cbc,hasTopology,Moderate
22095_af226cbc,hasStructure,Symmetric
22095_af226cbc,hasMassCategory,MediumWeight
22095_af226cbc,hasVolumeCategory,MediumVolume
23442_28996649,rdf:type,SimpleRotor
23442_28996649,hasMaterial,Steel
23442_28996649,belongsToFamily,simple_rotor
23442_28996649,hasComplexityLevel,Low
23442_28996649,hasTopology,Sparse
23442_28996649,hasStructure,Asymmetric
23442_28996649,hasMassCategory,LightWeight
23442_28996649,hasVolumeCategory,SmallVolume
23028_2ca87745,rdf:type,MediumRotor
23028_2ca87745,hasMaterial,Steel
23028_2ca87745,belongsToFamily,medium_rotor
23028_2ca87745,hasComplexityLevel,Medium
23028_2ca87745,hasTopology,Moderate
23028_2ca87745,hasStructure,Asymmetric
23028_2ca87745,hasMassCategory,LightWeight
23028_2ca87745,hasVolumeCategory,SmallVolume
21573_31a18ad0,rdf:type,SimpleRotor
21573_31a18ad0,hasMaterial,Steel
21573_31a18ad0,belongsToFamily,simple_rotor
21573_31a18ad0,hasComplexityLevel,Low
21573_31a18ad0,hasTopology,Sparse
21573_31a18ad0,hasStructure,Asymmetric
21573_31a18ad0,hasMassCategory,MediumWeight
21573_31a18ad0,hasVolumeCategory,MediumVolume
20592_573e41b2,rdf:type,MediumRotor
20592_573e41b2,hasMaterial,Steel
20592_573e41b2,belongsToFamily,medium_rotor
20592_573e41b2,hasComplexityLevel,Medium
20592_573e41b2,hasTopology,Moderate
20592_573e41b2,hasStructure,Asymmetric
20592_573e41b2,hasMassCategory,HeavyWeight
20592_573e41b2,hasVolumeCategory,LargeVolume
22899_5b97e4f5,rdf:type,SimpleRotor
22899_5b97e4f5,hasMaterial,Steel
22899_5b97e4f5,belongsToFamily,simple_rotor
22899_5b97e4f5,hasComplexityLevel,Low
22899_5b97e4f5,hasTopology,Sparse
22899_5b97e4f5,hasStructure,Asymmetric
22899_5b97e4f5,hasMassCategory,LightWeight
22899_5b97e4f5,hasVolumeCategory,SmallVolume
22062_2d6b3b72,rdf:type,MediumRotor
22062_2d6b3b72,hasMaterial,Steel
22062_2d6b3b72,belongsToFamily,medium_rotor
22062_2d6b3b72,hasComplexityLevel,Medium
22062_2d6b3b72,hasTopology,Sparse
22062_2d6b3b72,hasStructure,Asymmetric
22062_2d6b3b72,hasMassCategory,MediumWeight
22062_2d6b3b72,hasVolumeCategory,MediumVolume
22040_6461a147,rdf:type,MediumRotor
22040_6461a147,hasMaterial,Steel
22040_6461a147,belongsToFamily,medium_rotor
22040_6461a147,hasComplexityLevel,Medium
22040_6461a147,hasTopology,Moderate
22040_6461a147,hasStructure,Asymmetric
22040_6461a147,hasMassCategory,MediumWeight
22040_6461a147,hasVolumeCategory,MediumVolume
20293_a1999339,rdf:type,HighComplexityRotor
20293_a1999339,hasMaterial,Steel
20293_a1999339,belongsToFamily,high_complexity_rotor
20293_a1999339,hasComplexityLevel,High
20293_a1999339,hasTopology,Dense
20293_a1999339,hasStructure,Asymmetric
20293_a1999339,hasMassCategory,MediumWeight
20293_a1999339,hasVolumeCategory,MediumVolume
22910_97f0cc18,rdf:type,HighComplexityRotor
22910_97f0cc18,hasMaterial,Steel
22910_97f0cc18,belongsToFamily,high_complexity_rotor
22910_97f0cc18,hasComplexityLevel,High
22910_97f0cc18,hasTopology,Dense
22910_97f0cc18,hasStructure,Asymmetric
22910_97f0cc18,hasMassCategory,HeavyWeight
22910_97f0cc18,hasVolumeCategory,LargeVolume
20934_fe7fbd78,rdf:type,SimpleRotor
20934_fe7fbd78,hasMaterial,Steel
20934_fe7fbd78,belongsToFamily,simple_rotor
20934_fe7fbd78,hasComplexityLevel,Low
20934_fe7fbd78,hasTopology,Sparse
20934_fe7fbd78,hasStructure,Asymmetric
20934_fe7fbd78,hasMassCategory,LightWeight
20934_fe7fbd78,hasVolumeCategory,SmallVolume
23379_636204a6,rdf:type,MediumRotor
23379_636204a6,hasMaterial,Steel
23379_636204a6,belongsToFamily,medium_rotor
23379_636204a6,hasComplexityLevel,Medium
23379_636204a6,hasTopology,Moderate
23379_636204a6,hasStructure,Asymmetric
23379_636204a6,hasMassCategory,MediumWeight
23379_636204a6,hasVolumeCategory,MediumVolume
20803_473c87ac,rdf:type,SimpleRotor
20803_473c87ac,hasMaterial,Steel
20803_473c87ac,belongsToFamily,simple_rotor
20803_473c87ac,hasComplexityLevel,Low
20803_473c87ac,hasTopology,Sparse
20803_473c87ac,hasStructure,Asymmetric
20803_473c87ac,hasMassCategory,LightWeight
20803_473c87ac,hasVolumeCategory,MediumVolume
22323_aa6edb8b,rdf:type,MediumRotor
22323_aa6edb8b,hasMaterial,Steel
22323_aa6edb8b,belongsToFamily,medium_rotor
22323_aa6edb8b,hasComplexityLevel,Medium
22323_aa6edb8b,hasTopology,Moderate
22323_aa6edb8b,hasStructure,Asymmetric
22323_aa6edb8b,hasMassCategory,HeavyWeight
22323_aa6edb8b,hasVolumeCategory,MediumVolume
22242_4ceddc2b,rdf:type,ComplexAssembly
22242_4ceddc2b,hasMaterial,Steel
22242_4ceddc2b,belongsToFamily,complex_assembly
22242_4ceddc2b,hasComplexityLevel,High
22242_4ceddc2b,hasTopology,Moderate
22242_4ceddc2b,hasStructure,Asymmetric
22242_4ceddc2b,hasMassCategory,MediumWeight
22242_4ceddc2b,hasVolumeCategory,MediumVolume
23271_f833d903,rdf:type,ComplexAssembly
23271_f833d903,hasMaterial,Steel
23271_f833d903,belongsToFamily,complex_assembly
23271_f833d903,hasComplexityLevel,High
23271_f833d903,hasTopology,Dense
23271_f833d903,hasStructure,Asymmetric
23271_f833d903,hasMassCategory,MediumWeight
23271_f833d903,hasVolumeCategory,MediumVolume
23121_cbdf3ebc,rdf:type,MediumRotor
23121_cbdf3ebc,hasMaterial,Steel
23121_cbdf3ebc,belongsToFamily,medium_rotor
23121_cbdf3ebc,hasComplexityLevel,Medium
23121_cbdf3ebc,hasTopology,Moderate
23121_cbdf3ebc,hasStructure,Asymmetric
23121_cbdf3ebc,hasMassCategory,HeavyWeight
23121_cbdf3ebc,hasVolumeCategory,MediumVolume
21519_3e869afd,rdf:type,HighComplexityRotor
21519_3e869afd,hasMaterial,Steel
21519_3e869afd,belongsToFamily,high_complexity_rotor
21519_3e869afd,hasComplexityLevel,High
21519_3e869afd,hasTopology,Dense
21519_3e869afd,hasStructure,Asymmetric
21519_3e869afd,hasMassCategory,MediumWeight
21519_3e869afd,hasVolumeCategory,MediumVolume
23008_3d1bb7b2,rdf:type,MediumRotor
23008_3d1bb7b2,hasMaterial,Steel
23008_3d1bb7b2,belongsToFamily,medium_rotor
23008_3d1bb7b2,hasComplexityLevel,Medium
23008_3d1bb7b2,hasTopology,Moderate
23008_3d1bb7b2,hasStructure,Asymmetric
23008_3d1bb7b2,hasMassCategory,MediumWeight
23008_3d1bb7b2,hasVolumeCategory,MediumVolume
20500_e88d8065,rdf:type,HighComplexityRotor
20500_e88d8065,hasMaterial,Steel
20500_e88d8065,belongsToFamily,high_complexity_rotor
20500_e88d8065,hasComplexityLevel,High
20500_e88d8065,hasTopology,Dense
20500_e88d8065,hasStructure,Asymmetric
20500_e88d8065,hasMassCategory,MediumWeight
20500_e88d8065,hasVolumeCategory,MediumVolume
22155_ab18f2b6,rdf:type,SymmetricRotor
22155_ab18f2b6,hasMaterial,Steel
22155_ab18f2b6,belongsToFamily,symmetric_rotor
22155_ab18f2b6,hasComplexityLevel,Medium
22155_ab18f2b6,hasTopology,Moderate
22155_ab18f2b6,hasStructure,Symmetric
22155_ab18f2b6,hasMassCategory,LightWeight
22155_ab18f2b6,hasVolumeCategory,SmallVolume
20430_975b8dcf,rdf:type,HighComplexityRotor
20430_975b8dcf,hasMaterial,Steel
20430_975b8dcf,belongsToFamily,high_complexity_rotor
20430_975b8dcf,hasComplexityLevel,High
20430_975b8dcf,hasTopology,Dense
20430_975b8dcf,hasStructure,Asymmetric
20430_975b8dcf,hasMassCategory,MediumWeight
20430_975b8dcf,hasVolumeCategory,MediumVolume
20647_cea2e07c,rdf:type,SimpleRotor
20647_cea2e07c,hasMaterial,Steel
20647_cea2e07c,belongsToFamily,simple_rotor
20647_cea2e07c,hasComplexityLevel,Low
20647_cea2e07c,hasTopology,Sparse
20647_cea2e07c,hasStructure,Asymmetric
20647_cea2e07c,hasMassCategory,LightWeight
20647_cea2e07c,hasVolumeCategory,SmallVolume
22894_5f7c276d,rdf:type,HighComplexityRotor
22894_5f7c276d,hasMaterial,Steel
22894_5f7c276d,belongsToFamily,high_complexity_rotor
22894_5f7c276d,hasComplexityLevel,High
22894_5f7c276d,hasTopology,Dense
22894_5f7c276d,hasStructure,Symmetric
22894_5f7c276d,hasMassCategory,LightWeight
22894_5f7c276d,hasVolumeCategory,SmallVolume
23440_5956321f,rdf:type,SimpleRotor
23440_5956321f,hasMaterial,Steel
23440_5956321f,belongsToFamily,simple_rotor
23440_5956321f,hasComplexityLevel,Low
23440_5956321f,hasTopology,Sparse
23440_5956321f,hasStructure,Asymmetric
23440_5956321f,hasMassCategory,LightWeight
23440_5956321f,hasVolumeCategory,SmallVolume
22508_6bb410af,rdf:type,SimpleRotor
22508_6bb410af,hasMaterial,Steel
22508_6bb410af,belongsToFamily,simple_rotor
22508_6bb410af,hasComplexityLevel,Low
22508_6bb410af,hasTopology,Sparse
22508_6bb410af,hasStructure,Symmetric
22508_6bb410af,hasMassCategory,HeavyWeight
22508_6bb410af,hasVolumeCategory,LargeVolume
21549_18160a0a,rdf:type,MediumRotor
21549_18160a0a,hasMaterial,Steel
21549_18160a0a,belongsToFamily,medium_rotor
21549_18160a0a,hasComplexityLevel,Medium
21549_18160a0a,hasTopology,Moderate
21549_18160a0a,hasStructure,Asymmetric
21549_18160a0a,hasMassCategory,LightWeight
21549_18160a0a,hasVolumeCategory,SmallVolume
21941_1a683ec2,rdf:type,ComplexAssembly
21941_1a683ec2,hasMaterial,Wood
21941_1a683ec2,belongsToFamily,complex_assembly
21941_1a683ec2,hasComplexityLevel,High
21941_1a683ec2,hasTopology,Moderate
21941_1a683ec2,hasStructure,Asymmetric
21941_1a683ec2,hasMassCategory,HeavyWeight
21941_1a683ec2,hasVolumeCategory,LargeVolume
22761_ca309655,rdf:type,SymmetricRotor
22761_ca309655,hasMaterial,Steel
22761_ca309655,belongsToFamily,symmetric_rotor
22761_ca309655,hasComplexityLevel,Medium
22761_ca309655,hasTopology,Moderate
22761_ca309655,hasStructure,Symmetric
22761_ca309655,hasMassCategory,HeavyWeight
22761_ca309655,hasVolumeCategory,LargeVolume
23221_42f37ae3,rdf:type,SymmetricRotor
23221_42f37ae3,hasMaterial,Steel
23221_42f37ae3,belongsToFamily,symmetric_rotor
23221_42f37ae3,hasComplexityLevel,Medium
23221_42f37ae3,hasTopology,Moderate
23221_42f37ae3,hasStructure,Symmetric
23221_42f37ae3,hasMassCategory,LightWeight
23221_42f37ae3,hasVolumeCategory,SmallVolume
22360_42cd6a21,rdf:type,HighComplexityRotor
22360_42cd6a21,hasMaterial,Steel
22360_42cd6a21,belongsToFamily,high_complexity_rotor
22360_42cd6a21,hasComplexityLevel,High
22360_42cd6a21,hasTopology,Dense
22360_42cd6a21,hasStructure,Symmetric
22360_42cd6a21,hasMassCategory,LightWeight
22360_42cd6a21,hasVolumeCategory,SmallVolume
21140_8d150c65,rdf:type,SimpleRotor
21140_8d150c65,hasMaterial,Steel
21140_8d150c65,belongsToFamily,simple_rotor
21140_8d150c65,hasComplexityLevel,Low
21140_8d150c65,hasTopology,Sparse
21140_8d150c65,hasStructure,Asymmetric
21140_8d150c65,hasMassCategory,LightWeight
21140_8d150c65,hasVolumeCategory,SmallVolume
22232_cb53774e,rdf:type,MediumRotor
22232_cb53774e,hasMaterial,OtherEngineeringMaterial
22232_cb53774e,belongsToFamily,medium_rotor
22232_cb53774e,hasComplexityLevel,Medium
22232_cb53774e,hasTopology,Moderate
22232_cb53774e,hasStructure,Asymmetric
22232_cb53774e,hasMassCategory,MediumWeight
22232_cb53774e,hasVolumeCategory,MediumVolume
23331_192866b6,rdf:type,MediumRotor
23331_192866b6,hasMaterial,Steel
23331_192866b6,belongsToFamily,medium_rotor
23331_192866b6,hasComplexityLevel,Medium
23331_192866b6,hasTopology,Moderate
23331_192866b6,hasStructure,Asymmetric
23331_192866b6,hasMassCategory,HeavyWeight
23331_192866b6,hasVolumeCategory,LargeVolume
23378_8d6426ae,rdf:type,HighComplexityRotor
23378_8d6426ae,hasMaterial,Steel
23378_8d6426ae,belongsToFamily,high_complexity_rotor
23378_8d6426ae,hasComplexityLevel,High
23378_8d6426ae,hasTopology,Dense
23378_8d6426ae,hasStructure,Symmetric
23378_8d6426ae,hasMassCategory,LightWeight
23378_8d6426ae,hasVolumeCategory,SmallVolume
23505_161e8ec5,rdf:type,MediumRotor
23505_161e8ec5,hasMaterial,Steel
23505_161e8ec5,belongsToFamily,medium_rotor
23505_161e8ec5,hasComplexityLevel,Medium
23505_161e8ec5,hasTopology,Moderate
23505_161e8ec5,hasStructure,Asymmetric
23505_161e8ec5,hasMassCategory,HeavyWeight
23505_161e8ec5,hasVolumeCategory,LargeVolume
23239_ba13cf5e,rdf:type,SimpleRotor
23239_ba13cf5e,hasMaterial,Steel
23239_ba13cf5e,belongsToFamily,simple_rotor
23239_ba13cf5e,hasComplexityLevel,Low
23239_ba13cf5e,hasTopology,Sparse
23239_ba13cf5e,hasStructure,Asymmetric
23239_ba13cf5e,hasMassCategory,MediumWeight
23239_ba13cf5e,hasVolumeCategory,MediumVolume
23251_3eb3d2e6,rdf:type,HighComplexityRotor
23251_3eb3d2e6,hasMaterial,Steel
23251_3eb3d2e6,belongsToFamily,high_complexity_rotor
23251_3eb3d2e6,hasComplexityLevel,High
23251_3eb3d2e6,hasTopology,Dense
23251_3eb3d2e6,hasStructure,Asymmetric
23251_3eb3d2e6,hasMassCategory,MediumWeight
23251_3eb3d2e6,hasVolumeCategory,MediumVolume
21133_f9a1614e,rdf:type,SymmetricRotor
21133_f9a1614e,hasMaterial,Steel
21133_f9a1614e,belongsToFamily,symmetric_rotor
21133_f9a1614e,hasComplexityLevel,Medium
21133_f9a1614e,hasTopology,Moderate
21133_f9a1614e,hasStructure,Symmetric
21133_f9a1614e,hasMassCategory,LightWeight
21133_f9a1614e,hasVolumeCategory,SmallVolume
22081_ab3124af,rdf:type,HighComplexityRotor
22081_ab3124af,hasMaterial,Steel
22081_ab3124af,belongsToFamily,high_complexity_rotor
22081_ab3124af,hasComplexityLevel,High
22081_ab3124af,hasTopology,Dense
22081_ab3124af,hasStructure,Asymmetric
22081_ab3124af,hasMassCategory,MediumWeight
22081_ab3124af,hasVolumeCategory,MediumVolume
21275_c8049742,rdf:type,MediumRotor
21275_c8049742,hasMaterial,Steel
21275_c8049742,belongsToFamily,medium_rotor
21275_c8049742,hasComplexityLevel,Medium
21275_c8049742,hasTopology,Moderate
21275_c8049742,hasStructure,Asymmetric
21275_c8049742,hasMassCategory,MediumWeight
21275_c8049742,hasVolumeCategory,MediumVolume
21961_1a090a8b,rdf:type,SymmetricRotor
21961_1a090a8b,hasMaterial,Steel
21961_1a090a8b,belongsToFamily,symmetric_rotor
21961_1a090a8b,hasComplexityLevel,Medium
21961_1a090a8b,hasTopology,Moderate
21961_1a090a8b,hasStructure,Symmetric
21961_1a090a8b,hasMassCategory,MediumWeight
21961_1a090a8b,hasVolumeCategory,MediumVolume
22056_79373464,rdf:type,ComplexAssembly
22056_79373464,hasMaterial,Steel
22056_79373464,belongsToFamily,complex_assembly
22056_79373464,hasComplexityLevel,High
22056_79373464,hasTopology,Dense
22056_79373464,hasStructure,Asymmetric
22056_79373464,hasMassCategory,HeavyWeight
22056_79373464,hasVolumeCategory,LargeVolume
22843_cb38a007,rdf:type,SimpleRotor
22843_cb38a007,hasMaterial,Steel
22843_cb38a007,belongsToFamily,simple_rotor
22843_cb38a007,hasComplexityLevel,Low
22843_cb38a007,hasTopology,Sparse
22843_cb38a007,hasStructure,Asymmetric
22843_cb38a007,hasMassCategory,LightWeight
22843_cb38a007,hasVolumeCategory,SmallVolume
21121_1e9e7540,rdf:type,HighComplexityRotor
21121_1e9e7540,hasMaterial,Steel
21121_1e9e7540,belongsToFamily,high_complexity_rotor
21121_1e9e7540,hasComplexityLevel,High
21121_1e9e7540,hasTopology,Dense
21121_1e9e7540,hasStructure,Symmetric
21121_1e9e7540,hasMassCategory,LightWeight
21121_1e9e7540,hasVolumeCategory,SmallVolume
21182_a480d230,rdf:type,HighComplexityRotor
21182_a480d230,hasMaterial,Steel
21182_a480d230,belongsToFamily,high_complexity_rotor
21182_a480d230,hasComplexityLevel,High
21182_a480d230,hasTopology,Dense
21182_a480d230,hasStructure,Symmetric
21182_a480d230,hasMassCategory,MediumWeight
21182_a480d230,hasVolumeCategory,MediumVolume
22418_2722dfe8,rdf:type,MediumRotor
22418_2722dfe8,hasMaterial,Steel
22418_2722dfe8,belongsToFamily,medium_rotor
22418_2722dfe8,hasComplexityLevel,Medium
22418_2722dfe8,hasTopology,Moderate
22418_2722dfe8,hasStructure,Asymmetric
22418_2722dfe8,hasMassCategory,LightWeight
22418_2722dfe8,hasVolumeCategory,SmallVolume
21357_9edfc0a0,rdf:type,SimpleRotor
21357_9edfc0a0,hasMaterial,Steel
21357_9edfc0a0,belongsToFamily,simple_rotor
21357_9edfc0a0,hasComplexityLevel,Low
21357_9edfc0a0,hasTopology,Sparse
21357_9edfc0a0,hasStructure,Asymmetric
21357_9edfc0a0,hasMassCategory,HeavyWeight
21357_9edfc0a0,hasVolumeCategory,LargeVolume
21185_ac5324ba,rdf:type,MediumRotor
21185_ac5324ba,hasMaterial,Steel
21185_ac5324ba,belongsToFamily,medium_rotor
21185_ac5324ba,hasComplexityLevel,Medium
21185_ac5324ba,hasTopology,Sparse
21185_ac5324ba,hasStructure,Asymmetric
21185_ac5324ba,hasMassCategory,MediumWeight
21185_ac5324ba,hasVolumeCategory,MediumVolume
23156_7788f78a,rdf:type,HighComplexityRotor
23156_7788f78a,hasMaterial,Steel
23156_7788f78a,belongsToFamily,high_complexity_rotor
23156_7788f78a,hasComplexityLevel,High
23156_7788f78a,hasTopology,Moderate
23156_7788f78a,hasStructure,Asymmetric
23156_7788f78a,hasMassCategory,HeavyWeight
23156_7788f78a,hasVolumeCategory,MediumVolume
23162_7e2f3d77,rdf:type,ComplexAssembly
23162_7e2f3d77,hasMaterial,Steel
23162_7e2f3d77,belongsToFamily,complex_assembly
23162_7e2f3d77,hasComplexityLevel,High
23162_7e2f3d77,hasTopology,Dense
23162_7e2f3d77,hasStructure,Asymmetric
23162_7e2f3d77,hasMassCategory,MediumWeight
23162_7e2f3d77,hasVolumeCategory,MediumVolume
21838_5bc448b4,rdf:type,HighComplexityRotor
21838_5bc448b4,hasMaterial,Steel
21838_5bc448b4,belongsToFamily,high_complexity_rotor
21838_5bc448b4,hasComplexityLevel,High
21838_5bc448b4,hasTopology,Dense
21838_5bc448b4,hasStructure,Symmetric
21838_5bc448b4,hasMassCategory,LightWeight
21838_5bc448b4,hasVolumeCategory,SmallVolume
20688_955aae0c,rdf:type,MediumRotor
20688_955aae0c,hasMaterial,Steel
20688_955aae0c,belongsToFamily,medium_rotor
20688_955aae0c,hasComplexityLevel,Medium
20688_955aae0c,hasTopology,Moderate
20688_955aae0c,hasStructure,Asymmetric
20688_955aae0c,hasMassCategory,HeavyWeight
20688_955aae0c,hasVolumeCategory,LargeVolume
20419_8ce893b6,rdf:type,SymmetricRotor
20419_8ce893b6,hasMaterial,Steel
20419_8ce893b6,belongsToFamily,symmetric_rotor
20419_8ce893b6,hasComplexityLevel,Medium
20419_8ce893b6,hasTopology,Moderate
20419_8ce893b6,hasStructure,Symmetric
20419_8ce893b6,hasMassCategory,HeavyWeight
20419_8ce893b6,hasVolumeCategory,LargeVolume
23495_6366269c,rdf:type,HighComplexityRotor
23495_6366269c,hasMaterial,Steel
23495_6366269c,belongsToFamily,high_complexity_rotor
23495_6366269c,hasComplexityLevel,High
23495_6366269c,hasTopology,Dense
23495_6366269c,hasStructure,Asymmetric
23495_6366269c,hasMassCategory,HeavyWeight
23495_6366269c,hasVolumeCategory,LargeVolume
22334_677d00e0,rdf:type,MediumRotor
22334_677d00e0,hasMaterial,Steel
22334_677d00e0,belongsToFamily,medium_rotor
22334_677d00e0,hasComplexityLevel,Medium
22334_677d00e0,hasTopology,Moderate
22334_677d00e0,hasStructure,Asymmetric
22334_677d00e0,hasMassCategory,MediumWeight
22334_677d00e0,hasVolumeCategory,MediumVolume
20643_71ad3d26,rdf:type,HighComplexityRotor
20643_71ad3d26,hasMaterial,Steel
20643_71ad3d26,belongsToFamily,high_complexity_rotor
20643_71ad3d26,hasComplexityLevel,High
20643_71ad3d26,hasTopology,Dense
20643_71ad3d26,hasStructure,Symmetric
20643_71ad3d26,hasMassCategory,LightWeight
20643_71ad3d26,hasVolumeCategory,SmallVolume
22839_113f2990,rdf:type,SimpleRotor
22839_113f2990,hasMaterial,Steel
22839_113f2990,belongsToFamily,simple_rotor
22839_113f2990,hasComplexityLevel,Low
22839_113f2990,hasTopology,Sparse
22839_113f2990,hasStructure,Asymmetric
22839_113f2990,hasMassCategory,LightWeight
22839_113f2990,hasVolumeCategory,SmallVolume
20804_0dcacc66,rdf:type,SimpleRotor
20804_0dcacc66,hasMaterial,Steel
20804_0dcacc66,belongsToFamily,simple_rotor
20804_0dcacc66,hasComplexityLevel,Low
20804_0dcacc66,hasTopology,Sparse
20804_0dcacc66,hasStructure,Asymmetric
20804_0dcacc66,hasMassCategory,MediumWeight
20804_0dcacc66,hasVolumeCategory,MediumVolume
21353_4686c90c,rdf:type,SimpleRotor
21353_4686c90c,hasMaterial,Steel
21353_4686c90c,belongsToFamily,simple_rotor
21353_4686c90c,hasComplexityLevel,Low
21353_4686c90c,hasTopology,Sparse
21353_4686c90c,hasStructure,Asymmetric
21353_4686c90c,hasMassCategory,MediumWeight
21353_4686c90c,hasVolumeCategory,MediumVolume
23236_d5867507,rdf:type,SimpleRotor
23236_d5867507,hasMaterial,Wood
23236_d5867507,belongsToFamily,simple_rotor
23236_d5867507,hasComplexityLevel,Low
23236_d5867507,hasTopology,Sparse
23236_d5867507,hasStructure,Asymmetric
23236_d5867507,hasMassCategory,LightWeight
23236_d5867507,hasVolumeCategory,MediumVolume
22070_fd1b8e5e,rdf:type,HighComplexityRotor
22070_fd1b8e5e,hasMaterial,Steel
22070_fd1b8e5e,belongsToFamily,high_complexity_rotor
22070_fd1b8e5e,hasComplexityLevel,High
22070_fd1b8e5e,hasTopology,Dense
22070_fd1b8e5e,hasStructure,Symmetric
22070_fd1b8e5e,hasMassCategory,LightWeight
22070_fd1b8e5e,hasVolumeCategory,SmallVolume
20899_a8d7c6d5,rdf:type,MediumRotor
20899_a8d7c6d5,hasMaterial,Steel
20899_a8d7c6d5,belongsToFamily,medium_rotor
20899_a8d7c6d5,hasComplexityLevel,Medium
20899_a8d7c6d5,hasTopology,Moderate
20899_a8d7c6d5,hasStructure,Asymmetric
20899_a8d7c6d5,hasMassCategory,HeavyWeight
20899_a8d7c6d5,hasVolumeCategory,MediumVolume
22415_658c81dd,rdf:type,ComplexAssembly
22415_658c81dd,hasMaterial,Steel
22415_658c81dd,belongsToFamily,complex_assembly
22415_658c81dd,hasComplexityLevel,High
22415_658c81dd,hasTopology,Dense
22415_658c81dd,hasStructure,Symmetric
22415_658c81dd,hasMassCategory,LightWeight
22415_658c81dd,hasVolumeCategory,SmallVolume
20551_ff28a959,rdf:type,SimpleRotor
20551_ff28a959,hasMaterial,Steel
20551_ff28a959,belongsToFamily,simple_rotor
20551_ff28a959,hasComplexityLevel,Low
20551_ff28a959,hasTopology,Sparse
20551_ff28a959,hasStructure,Symmetric
20551_ff28a959,hasMassCategory,HeavyWeight
20551_ff28a959,hasVolumeCategory,LargeVolume
23434_6635ed57,rdf:type,MediumRotor
23434_6635ed57,hasMaterial,Steel
23434_6635ed57,belongsToFamily,medium_rotor
23434_6635ed57,hasComplexityLevel,Medium
23434_6635ed57,hasTopology,Moderate
23434_6635ed57,hasStructure,Asymmetric
23434_6635ed57,hasMassCategory,MediumWeight
23434_6635ed57,hasVolumeCategory,MediumVolume
23320_e0711ae9,rdf:type,SymmetricRotor
23320_e0711ae9,hasMaterial,Steel
23320_e0711ae9,belongsToFamily,symmetric_rotor
23320_e0711ae9,hasComplexityLevel,Medium
23320_e0711ae9,hasTopology,Moderate
23320_e0711ae9,hasStructure,Symmetric
23320_e0711ae9,hasMassCategory,MediumWeight
23320_e0711ae9,hasVolumeCategory,MediumVolume
20892_b1f89c8d,rdf:type,MediumRotor
20892_b1f89c8d,hasMaterial,Steel
20892_b1f89c8d,belongsToFamily,medium_rotor
20892_b1f89c8d,hasComplexityLevel,Medium
20892_b1f89c8d,hasTopology,Moderate
20892_b1f89c8d,hasStructure,Asymmetric
20892_b1f89c8d,hasMassCategory,LightWeight
20892_b1f89c8d,hasVolumeCategory,MediumVolume
21761_fdb5f86d,rdf:type,SimpleRotor
21761_fdb5f86d,hasMaterial,Steel
21761_fdb5f86d,belongsToFamily,simple_rotor
21761_fdb5f86d,hasComplexityLevel,Low
21761_fdb5f86d,hasTopology,Sparse
21761_fdb5f86d,hasStructure,Asymmetric
21761_fdb5f86d,hasMassCategory,LightWeight
21761_fdb5f86d,hasVolumeCategory,MediumVolume
22778_7d85debd,rdf:type,MediumRotor
22778_7d85debd,hasMaterial,Steel
22778_7d85debd,belongsToFamily,medium_rotor
22778_7d85debd,hasComplexityLevel,Medium
22778_7d85debd,hasTopology,Moderate
22778_7d85debd,hasStructure,Asymmetric
22778_7d85debd,hasMassCategory,MediumWeight
22778_7d85debd,hasVolumeCategory,MediumVolume
20958_94222947,rdf:type,SimpleRotor
20958_94222947,hasMaterial,Aluminum
20958_94222947,belongsToFamily,simple_rotor
20958_94222947,hasComplexityLevel,Low
20958_94222947,hasTopology,Sparse
20958_94222947,hasStructure,Asymmetric
20958_94222947,hasMassCategory,LightWeight
20958_94222947,hasVolumeCategory,MediumVolume
23006_92c5b990,rdf:type,SimpleRotor
23006_92c5b990,hasMaterial,Steel
23006_92c5b990,belongsToFamily,simple_rotor
23006_92c5b990,hasComplexityLevel,Low
23006_92c5b990,hasTopology,Sparse
23006_92c5b990,hasStructure,Asymmetric
23006_92c5b990,hasMassCategory,LightWeight
23006_92c5b990,hasVolumeCategory,SmallVolume
20705_ac2a0325,rdf:type,SimpleRotor
20705_ac2a0325,hasMaterial,Steel
20705_ac2a0325,belongsToFamily,simple_rotor
20705_ac2a0325,hasComplexityLevel,Low
20705_ac2a0325,hasTopology,Sparse
20705_ac2a0325,hasStructure,Asymmetric
20705_ac2a0325,hasMassCategory,MediumWeight
20705_ac2a0325,hasVolumeCategory,MediumVolume
