Subject,Predicate,Object
21529_93e51dd9,hasMaterial,Stainless Steel
21529_93e51dd9,belongsToFamily,medium_rotor
21529_93e51dd9,hasComplexityLevel,Medium
21529_93e51dd9,hasTopology,Moderate
21529_93e51dd9,hasStructure,Asymmetric
20429_419c4cdd,hasMaterial,"Steel, Mild"
20429_419c4cdd,belongsToFamily,simple_rotor
20429_419c4cdd,hasComplexityLevel,Low
20429_419c4cdd,hasTopology,Sparse
20429_419c4cdd,hasStructure,Symmetric
20241_8c0d3f83,hasMaterial,"Steel, Mild"
20241_8c0d3f83,belongsToFamily,simple_rotor
20241_8c0d3f83,hasComplexityLevel,Low
20241_8c0d3f83,hasTopology,Sparse
20241_8c0d3f83,hasStructure,Asymmetric
20440_27177360,hasMaterial,Wood
20440_27177360,belongsToFamily,medium_rotor
20440_27177360,hasComplexityLevel,Medium
20440_27177360,hasTopology,Moderate
20440_27177360,hasStructure,Asymmetric
20554_abcb705e,hasMaterial,"Steel, Aluminum"
20554_abcb705e,belongsToFamily,medium_rotor
20554_abcb705e,hasComplexityLevel,Medium
20554_abcb705e,hasTopology,Moderate
20554_abcb705e,hasStructure,Asymmetric
22135_2aa77ff2,hasMaterial,Steel
22135_2aa77ff2,belongsToFamily,simple_rotor
22135_2aa77ff2,hasComplexityLevel,Low
22135_2aa77ff2,hasTopology,Sparse
22135_2aa77ff2,hasStructure,Asymmetric
21204_96d26a7f,hasMaterial,Steel
21204_96d26a7f,belongsToFamily,high_complexity_rotor
21204_96d26a7f,hasComplexityLevel,High
21204_96d26a7f,hasTopology,Dense
21204_96d26a7f,hasStructure,Symmetric
22259_613f9d44,hasMaterial,Steel
22259_613f9d44,belongsToFamily,symmetric_rotor
22259_613f9d44,hasComplexityLevel,Medium
22259_613f9d44,hasTopology,Moderate
22259_613f9d44,hasStructure,Symmetric
20520_7e357152,hasMaterial,Generic
20520_7e357152,belongsToFamily,medium_rotor
20520_7e357152,hasComplexityLevel,Medium
20520_7e357152,hasTopology,Moderate
20520_7e357152,hasStructure,Asymmetric
20802_802b7d69,hasMaterial,"Steel, Rubber, Natural"
20802_802b7d69,belongsToFamily,simple_rotor
20802_802b7d69,hasComplexityLevel,Low
20802_802b7d69,hasTopology,Sparse
20802_802b7d69,hasStructure,Asymmetric
20392_8b23d193,hasMaterial,"Steel, Mild"
20392_8b23d193,belongsToFamily,simple_rotor
20392_8b23d193,hasComplexityLevel,Low
20392_8b23d193,hasTopology,Sparse
20392_8b23d193,hasStructure,Asymmetric
22178_976d2411,hasMaterial,Steel
22178_976d2411,belongsToFamily,simple_rotor
22178_976d2411,hasComplexityLevel,Low
22178_976d2411,hasTopology,Sparse
22178_976d2411,hasStructure,Asymmetric
22710_77324fc2,hasMaterial,Steel
22710_77324fc2,belongsToFamily,medium_rotor
22710_77324fc2,hasComplexityLevel,Medium
22710_77324fc2,hasTopology,Moderate
22710_77324fc2,hasStructure,Asymmetric
20245_f1b25d43,hasMaterial,"Steel, Mild"
20245_f1b25d43,belongsToFamily,high_complexity_rotor
20245_f1b25d43,hasComplexityLevel,High
20245_f1b25d43,hasTopology,Dense
20245_f1b25d43,hasStructure,Symmetric
22617_a286f13c,hasMaterial,Steel
22617_a286f13c,belongsToFamily,medium_rotor
22617_a286f13c,hasComplexityLevel,Medium
22617_a286f13c,hasTopology,Moderate
22617_a286f13c,hasStructure,Asymmetric
23233_ac09e2e5,hasMaterial,Steel
23233_ac09e2e5,belongsToFamily,high_complexity_rotor
23233_ac09e2e5,hasComplexityLevel,High
23233_ac09e2e5,hasTopology,Dense
23233_ac09e2e5,hasStructure,Symmetric
21469_abec26c4,hasMaterial,"Steel, Brass"
21469_abec26c4,belongsToFamily,simple_rotor
21469_abec26c4,hasComplexityLevel,Low
21469_abec26c4,hasTopology,Sparse
21469_abec26c4,hasStructure,Asymmetric
22413_901f5867,hasMaterial,Steel
22413_901f5867,belongsToFamily,complex_assembly
22413_901f5867,hasComplexityLevel,High
22413_901f5867,hasTopology,Dense
22413_901f5867,hasStructure,Asymmetric
22061_b50b6b66,hasMaterial,"Steel, Iron, Cast"
22061_b50b6b66,belongsToFamily,medium_rotor
22061_b50b6b66,hasComplexityLevel,Medium
22061_b50b6b66,hasTopology,Sparse
22061_b50b6b66,hasStructure,Asymmetric
23475_b14d1dc8,hasMaterial,Steel
23475_b14d1dc8,belongsToFamily,medium_rotor
23475_b14d1dc8,hasComplexityLevel,Medium
23475_b14d1dc8,hasTopology,Moderate
23475_b14d1dc8,hasStructure,Asymmetric
20787_ed64ff5e,hasMaterial,"Steel, Mild, Steel, Paint Finish, Ivory, Glossy, Generic"
20787_ed64ff5e,belongsToFamily,complex_assembly
20787_ed64ff5e,hasComplexityLevel,High
20787_ed64ff5e,hasTopology,Dense
20787_ed64ff5e,hasStructure,Asymmetric
20746_57a7b346,hasMaterial,Steel
20746_57a7b346,belongsToFamily,high_complexity_rotor
20746_57a7b346,hasComplexityLevel,High
20746_57a7b346,hasTopology,Dense
20746_57a7b346,hasStructure,Asymmetric
23219_40625e2c,hasMaterial,Wood
23219_40625e2c,belongsToFamily,simple_rotor
23219_40625e2c,hasComplexityLevel,Low
23219_40625e2c,hasTopology,Sparse
23219_40625e2c,hasStructure,Asymmetric
22311_553b3456,hasMaterial,Steel
22311_553b3456,belongsToFamily,symmetric_rotor
22311_553b3456,hasComplexityLevel,Medium
22311_553b3456,hasTopology,Moderate
22311_553b3456,hasStructure,Symmetric
22017_6d3be48d,hasMaterial,Steel
22017_6d3be48d,belongsToFamily,medium_rotor
22017_6d3be48d,hasComplexityLevel,Medium
22017_6d3be48d,hasTopology,Moderate
22017_6d3be48d,hasStructure,Asymmetric
21091_bbf490e7,hasMaterial,Steel
21091_bbf490e7,belongsToFamily,medium_rotor
21091_bbf490e7,hasComplexityLevel,Medium
21091_bbf490e7,hasTopology,Moderate
21091_bbf490e7,hasStructure,Asymmetric
23480_3f7a8d50,hasMaterial,Steel
23480_3f7a8d50,belongsToFamily,medium_rotor
23480_3f7a8d50,hasComplexityLevel,Medium
23480_3f7a8d50,hasTopology,Moderate
23480_3f7a8d50,hasStructure,Asymmetric
20814_5a2be0fb,hasMaterial,"Acrylic, Clear, Bamboo"
20814_5a2be0fb,belongsToFamily,simple_rotor
20814_5a2be0fb,hasComplexityLevel,Low
20814_5a2be0fb,hasTopology,Sparse
20814_5a2be0fb,hasStructure,Asymmetric
22654_4c426b0f,hasMaterial,"Acetal Resin, White, Steel, ABS Plastic"
22654_4c426b0f,belongsToFamily,symmetric_rotor
22654_4c426b0f,hasComplexityLevel,Medium
22654_4c426b0f,hasTopology,Moderate
22654_4c426b0f,hasStructure,Symmetric
21594_428d32af,hasMaterial,"Steel, Bamboo, Glass, Cast, Clear"
21594_428d32af,belongsToFamily,medium_rotor
21594_428d32af,hasComplexityLevel,Medium
21594_428d32af,hasTopology,Moderate
21594_428d32af,hasStructure,Asymmetric
22270_c6999138,hasMaterial,Steel
22270_c6999138,belongsToFamily,simple_rotor
22270_c6999138,hasComplexityLevel,Low
22270_c6999138,hasTopology,Sparse
22270_c6999138,hasStructure,Asymmetric
21062_c4ed6d45,hasMaterial,Steel
21062_c4ed6d45,belongsToFamily,simple_rotor
21062_c4ed6d45,hasComplexityLevel,Low
21062_c4ed6d45,hasTopology,Sparse
21062_c4ed6d45,hasStructure,Asymmetric
21816_3891a442,hasMaterial,Steel
21816_3891a442,belongsToFamily,medium_rotor
21816_3891a442,hasComplexityLevel,Medium
21816_3891a442,hasTopology,Moderate
21816_3891a442,hasStructure,Asymmetric
21912_3f74887c,hasMaterial,"Steel, Phenolic Resin, Wood"
21912_3f74887c,belongsToFamily,medium_rotor
21912_3f74887c,hasComplexityLevel,Medium
21912_3f74887c,hasTopology,Moderate
21912_3f74887c,hasStructure,Asymmetric
22577_cd96733e,hasMaterial,Steel
22577_cd96733e,belongsToFamily,medium_rotor
22577_cd96733e,hasComplexityLevel,Medium
22577_cd96733e,hasTopology,Moderate
22577_cd96733e,hasStructure,Asymmetric
21590_7d092186,hasMaterial,"Steel, Stainless Steel, Wood"
21590_7d092186,belongsToFamily,medium_rotor
21590_7d092186,hasComplexityLevel,Medium
21590_7d092186,hasTopology,Moderate
21590_7d092186,hasStructure,Asymmetric
21647_6b6cca6f,hasMaterial,"Steel, Paper"
21647_6b6cca6f,belongsToFamily,complex_assembly
21647_6b6cca6f,hasComplexityLevel,High
21647_6b6cca6f,hasTopology,Dense
21647_6b6cca6f,hasStructure,Symmetric
20342_c140780b,hasMaterial,"Steel, Mild"
20342_c140780b,belongsToFamily,simple_rotor
20342_c140780b,hasComplexityLevel,Low
20342_c140780b,hasTopology,Sparse
20342_c140780b,hasStructure,Asymmetric
21982_bdafa78d,hasMaterial,Steel
21982_bdafa78d,belongsToFamily,symmetric_rotor
21982_bdafa78d,hasComplexityLevel,Medium
21982_bdafa78d,hasTopology,Moderate
21982_bdafa78d,hasStructure,Symmetric
20232_e5b060d9,hasMaterial,"Steel, Mild, Stainless Steel, 440C, Acetal Resin, Black"
20232_e5b060d9,belongsToFamily,simple_rotor
20232_e5b060d9,hasComplexityLevel,Low
20232_e5b060d9,hasTopology,Sparse
20232_e5b060d9,hasStructure,Asymmetric
22852_dc1dbed6,hasMaterial,Steel
22852_dc1dbed6,belongsToFamily,medium_rotor
22852_dc1dbed6,hasComplexityLevel,Medium
22852_dc1dbed6,hasTopology,Moderate
22852_dc1dbed6,hasStructure,Asymmetric
22666_bdaa1303,hasMaterial,"Bronze, Steel, Aluminum"
22666_bdaa1303,belongsToFamily,medium_rotor
22666_bdaa1303,hasComplexityLevel,Medium
22666_bdaa1303,hasTopology,Moderate
22666_bdaa1303,hasStructure,Asymmetric
21977_ce9f4e71,hasMaterial,Steel
21977_ce9f4e71,belongsToFamily,high_complexity_rotor
21977_ce9f4e71,hasComplexityLevel,High
21977_ce9f4e71,hasTopology,Dense
21977_ce9f4e71,hasStructure,Symmetric
22404_66db7dd7,hasMaterial,"Steel, ABS Plastic, Brass"
22404_66db7dd7,belongsToFamily,complex_assembly
22404_66db7dd7,hasComplexityLevel,High
22404_66db7dd7,hasTopology,Dense
22404_66db7dd7,hasStructure,Asymmetric
22374_aa5bb54d,hasMaterial,Steel
22374_aa5bb54d,belongsToFamily,simple_rotor
22374_aa5bb54d,hasComplexityLevel,Low
22374_aa5bb54d,hasTopology,Sparse
22374_aa5bb54d,hasStructure,Asymmetric
22907_ff18dbd5,hasMaterial,Steel
22907_ff18dbd5,belongsToFamily,simple_rotor
22907_ff18dbd5,hasComplexityLevel,Low
22907_ff18dbd5,hasTopology,Sparse
22907_ff18dbd5,hasStructure,Asymmetric
20801_0796e2ee,hasMaterial,Steel
20801_0796e2ee,belongsToFamily,simple_rotor
20801_0796e2ee,hasComplexityLevel,Low
20801_0796e2ee,hasTopology,Sparse
20801_0796e2ee,hasStructure,Asymmetric
22045_ead71aca,hasMaterial,Steel
22045_ead71aca,belongsToFamily,medium_rotor
22045_ead71aca,hasComplexityLevel,Medium
22045_ead71aca,hasTopology,Moderate
22045_ead71aca,hasStructure,Asymmetric
23339_87a4d11f,hasMaterial,Steel
23339_87a4d11f,belongsToFamily,simple_rotor
23339_87a4d11f,hasComplexityLevel,Low
23339_87a4d11f,hasTopology,Sparse
23339_87a4d11f,hasStructure,Asymmetric
22095_af226cbc,hasMaterial,Steel
22095_af226cbc,belongsToFamily,symmetric_rotor
22095_af226cbc,hasComplexityLevel,Medium
22095_af226cbc,hasTopology,Moderate
22095_af226cbc,hasStructure,Symmetric
23442_28996649,hasMaterial,Steel
23442_28996649,belongsToFamily,simple_rotor
23442_28996649,hasComplexityLevel,Low
23442_28996649,hasTopology,Sparse
23442_28996649,hasStructure,Asymmetric
23028_2ca87745,hasMaterial,Steel
23028_2ca87745,belongsToFamily,medium_rotor
23028_2ca87745,hasComplexityLevel,Medium
23028_2ca87745,hasTopology,Moderate
23028_2ca87745,hasStructure,Asymmetric
21573_31a18ad0,hasMaterial,Steel
21573_31a18ad0,belongsToFamily,simple_rotor
21573_31a18ad0,hasComplexityLevel,Low
21573_31a18ad0,hasTopology,Sparse
21573_31a18ad0,hasStructure,Asymmetric
20592_573e41b2,hasMaterial,Steel
20592_573e41b2,belongsToFamily,medium_rotor
20592_573e41b2,hasComplexityLevel,Medium
20592_573e41b2,hasTopology,Moderate
20592_573e41b2,hasStructure,Asymmetric
22899_5b97e4f5,hasMaterial,Steel
22899_5b97e4f5,belongsToFamily,simple_rotor
22899_5b97e4f5,hasComplexityLevel,Low
22899_5b97e4f5,hasTopology,Sparse
22899_5b97e4f5,hasStructure,Asymmetric
22062_2d6b3b72,hasMaterial,Steel
22062_2d6b3b72,belongsToFamily,medium_rotor
22062_2d6b3b72,hasComplexityLevel,Medium
22062_2d6b3b72,hasTopology,Sparse
22062_2d6b3b72,hasStructure,Asymmetric
22040_6461a147,hasMaterial,"Steel, Iron, Cast"
22040_6461a147,belongsToFamily,medium_rotor
22040_6461a147,hasComplexityLevel,Medium
22040_6461a147,hasTopology,Moderate
22040_6461a147,hasStructure,Asymmetric
20293_a1999339,hasMaterial,"Steel, Mild"
20293_a1999339,belongsToFamily,high_complexity_rotor
20293_a1999339,hasComplexityLevel,High
20293_a1999339,hasTopology,Dense
20293_a1999339,hasStructure,Asymmetric
22910_97f0cc18,hasMaterial,Steel
22910_97f0cc18,belongsToFamily,high_complexity_rotor
22910_97f0cc18,hasComplexityLevel,High
22910_97f0cc18,hasTopology,Dense
22910_97f0cc18,hasStructure,Asymmetric
20934_fe7fbd78,hasMaterial,"Titanium, Steel"
20934_fe7fbd78,belongsToFamily,simple_rotor
20934_fe7fbd78,hasComplexityLevel,Low
20934_fe7fbd78,hasTopology,Sparse
20934_fe7fbd78,hasStructure,Asymmetric
23379_636204a6,hasMaterial,Steel
23379_636204a6,belongsToFamily,medium_rotor
23379_636204a6,hasComplexityLevel,Medium
23379_636204a6,hasTopology,Moderate
23379_636204a6,hasStructure,Asymmetric
20803_473c87ac,hasMaterial,Steel
20803_473c87ac,belongsToFamily,simple_rotor
20803_473c87ac,hasComplexityLevel,Low
20803_473c87ac,hasTopology,Sparse
20803_473c87ac,hasStructure,Asymmetric
22323_aa6edb8b,hasMaterial,"Steel, Stainless Steel, Iron, Cast"
22323_aa6edb8b,belongsToFamily,medium_rotor
22323_aa6edb8b,hasComplexityLevel,Medium
22323_aa6edb8b,hasTopology,Moderate
22323_aa6edb8b,hasStructure,Asymmetric
22242_4ceddc2b,hasMaterial,Steel
22242_4ceddc2b,belongsToFamily,complex_assembly
22242_4ceddc2b,hasComplexityLevel,High
22242_4ceddc2b,hasTopology,Moderate
22242_4ceddc2b,hasStructure,Asymmetric
23271_f833d903,hasMaterial,Steel
23271_f833d903,belongsToFamily,complex_assembly
23271_f833d903,hasComplexityLevel,High
23271_f833d903,hasTopology,Dense
23271_f833d903,hasStructure,Asymmetric
23121_cbdf3ebc,hasMaterial,Steel
23121_cbdf3ebc,belongsToFamily,medium_rotor
23121_cbdf3ebc,hasComplexityLevel,Medium
23121_cbdf3ebc,hasTopology,Moderate
23121_cbdf3ebc,hasStructure,Asymmetric
21519_3e869afd,hasMaterial,"Steel, Mild, Brass"
21519_3e869afd,belongsToFamily,high_complexity_rotor
21519_3e869afd,hasComplexityLevel,High
21519_3e869afd,hasTopology,Dense
21519_3e869afd,hasStructure,Asymmetric
23008_3d1bb7b2,hasMaterial,Steel
23008_3d1bb7b2,belongsToFamily,medium_rotor
23008_3d1bb7b2,hasComplexityLevel,Medium
23008_3d1bb7b2,hasTopology,Moderate
23008_3d1bb7b2,hasStructure,Asymmetric
20500_e88d8065,hasMaterial,"Steel, Mild"
20500_e88d8065,belongsToFamily,high_complexity_rotor
20500_e88d8065,hasComplexityLevel,High
20500_e88d8065,hasTopology,Dense
20500_e88d8065,hasStructure,Asymmetric
22155_ab18f2b6,hasMaterial,Steel
22155_ab18f2b6,belongsToFamily,symmetric_rotor
22155_ab18f2b6,hasComplexityLevel,Medium
22155_ab18f2b6,hasTopology,Moderate
22155_ab18f2b6,hasStructure,Symmetric
20430_975b8dcf,hasMaterial,"Steel, Mild, Copper, Generic"
20430_975b8dcf,belongsToFamily,high_complexity_rotor
20430_975b8dcf,hasComplexityLevel,High
20430_975b8dcf,hasTopology,Dense
20430_975b8dcf,hasStructure,Asymmetric
20647_cea2e07c,hasMaterial,Steel
20647_cea2e07c,belongsToFamily,simple_rotor
20647_cea2e07c,hasComplexityLevel,Low
20647_cea2e07c,hasTopology,Sparse
20647_cea2e07c,hasStructure,Asymmetric
22894_5f7c276d,hasMaterial,Steel
22894_5f7c276d,belongsToFamily,high_complexity_rotor
22894_5f7c276d,hasComplexityLevel,High
22894_5f7c276d,hasTopology,Dense
22894_5f7c276d,hasStructure,Symmetric
23440_5956321f,hasMaterial,Steel
23440_5956321f,belongsToFamily,simple_rotor
23440_5956321f,hasComplexityLevel,Low
23440_5956321f,hasTopology,Sparse
23440_5956321f,hasStructure,Asymmetric
22508_6bb410af,hasMaterial,Steel
22508_6bb410af,belongsToFamily,simple_rotor
22508_6bb410af,hasComplexityLevel,Low
22508_6bb410af,hasTopology,Sparse
22508_6bb410af,hasStructure,Symmetric
21549_18160a0a,hasMaterial,Steel
21549_18160a0a,belongsToFamily,medium_rotor
21549_18160a0a,hasComplexityLevel,Medium
21549_18160a0a,hasTopology,Moderate
21549_18160a0a,hasStructure,Asymmetric
21941_1a683ec2,hasMaterial,"Copper, Bronze, Wood"
21941_1a683ec2,belongsToFamily,complex_assembly
21941_1a683ec2,hasComplexityLevel,High
21941_1a683ec2,hasTopology,Moderate
21941_1a683ec2,hasStructure,Asymmetric
22761_ca309655,hasMaterial,Steel
22761_ca309655,belongsToFamily,symmetric_rotor
22761_ca309655,hasComplexityLevel,Medium
22761_ca309655,hasTopology,Moderate
22761_ca309655,hasStructure,Symmetric
23221_42f37ae3,hasMaterial,Steel
23221_42f37ae3,belongsToFamily,symmetric_rotor
23221_42f37ae3,hasComplexityLevel,Medium
23221_42f37ae3,hasTopology,Moderate
23221_42f37ae3,hasStructure,Symmetric
22360_42cd6a21,hasMaterial,Steel
22360_42cd6a21,belongsToFamily,high_complexity_rotor
22360_42cd6a21,hasComplexityLevel,High
22360_42cd6a21,hasTopology,Dense
22360_42cd6a21,hasStructure,Symmetric
21140_8d150c65,hasMaterial,Steel
21140_8d150c65,belongsToFamily,simple_rotor
21140_8d150c65,hasComplexityLevel,Low
21140_8d150c65,hasTopology,Sparse
21140_8d150c65,hasStructure,Asymmetric
22232_cb53774e,hasMaterial,"Titanium, Rubber, Natural, Rubber, Silicone"
22232_cb53774e,belongsToFamily,medium_rotor
22232_cb53774e,hasComplexityLevel,Medium
22232_cb53774e,hasTopology,Moderate
22232_cb53774e,hasStructure,Asymmetric
23331_192866b6,hasMaterial,Steel
23331_192866b6,belongsToFamily,medium_rotor
23331_192866b6,hasComplexityLevel,Medium
23331_192866b6,hasTopology,Moderate
23331_192866b6,hasStructure,Asymmetric
23378_8d6426ae,hasMaterial,Steel
23378_8d6426ae,belongsToFamily,high_complexity_rotor
23378_8d6426ae,hasComplexityLevel,High
23378_8d6426ae,hasTopology,Dense
23378_8d6426ae,hasStructure,Symmetric
23505_161e8ec5,hasMaterial,Steel
23505_161e8ec5,belongsToFamily,medium_rotor
23505_161e8ec5,hasComplexityLevel,Medium
23505_161e8ec5,hasTopology,Moderate
23505_161e8ec5,hasStructure,Asymmetric
23239_ba13cf5e,hasMaterial,Steel
23239_ba13cf5e,belongsToFamily,simple_rotor
23239_ba13cf5e,hasComplexityLevel,Low
23239_ba13cf5e,hasTopology,Sparse
23239_ba13cf5e,hasStructure,Asymmetric
23251_3eb3d2e6,hasMaterial,Steel
23251_3eb3d2e6,belongsToFamily,high_complexity_rotor
23251_3eb3d2e6,hasComplexityLevel,High
23251_3eb3d2e6,hasTopology,Dense
23251_3eb3d2e6,hasStructure,Asymmetric
21133_f9a1614e,hasMaterial,Steel
21133_f9a1614e,belongsToFamily,symmetric_rotor
21133_f9a1614e,hasComplexityLevel,Medium
21133_f9a1614e,hasTopology,Moderate
21133_f9a1614e,hasStructure,Symmetric
22081_ab3124af,hasMaterial,Steel
22081_ab3124af,belongsToFamily,high_complexity_rotor
22081_ab3124af,hasComplexityLevel,High
22081_ab3124af,hasTopology,Dense
22081_ab3124af,hasStructure,Asymmetric
21275_c8049742,hasMaterial,Steel
21275_c8049742,belongsToFamily,medium_rotor
21275_c8049742,hasComplexityLevel,Medium
21275_c8049742,hasTopology,Moderate
21275_c8049742,hasStructure,Asymmetric
21961_1a090a8b,hasMaterial,Steel
21961_1a090a8b,belongsToFamily,symmetric_rotor
21961_1a090a8b,hasComplexityLevel,Medium
21961_1a090a8b,hasTopology,Moderate
21961_1a090a8b,hasStructure,Symmetric
22056_79373464,hasMaterial,Steel
22056_79373464,belongsToFamily,complex_assembly
22056_79373464,hasComplexityLevel,High
22056_79373464,hasTopology,Dense
22056_79373464,hasStructure,Asymmetric
22843_cb38a007,hasMaterial,Steel
22843_cb38a007,belongsToFamily,simple_rotor
22843_cb38a007,hasComplexityLevel,Low
22843_cb38a007,hasTopology,Sparse
22843_cb38a007,hasStructure,Asymmetric
21121_1e9e7540,hasMaterial,Steel
21121_1e9e7540,belongsToFamily,high_complexity_rotor
21121_1e9e7540,hasComplexityLevel,High
21121_1e9e7540,hasTopology,Dense
21121_1e9e7540,hasStructure,Symmetric
21182_a480d230,hasMaterial,Steel
21182_a480d230,belongsToFamily,high_complexity_rotor
21182_a480d230,hasComplexityLevel,High
21182_a480d230,hasTopology,Dense
21182_a480d230,hasStructure,Symmetric
22418_2722dfe8,hasMaterial,"Steel, Mild, Acetal Resin, Black, Brass, Soft Yellow"
22418_2722dfe8,belongsToFamily,medium_rotor
22418_2722dfe8,hasComplexityLevel,Medium
22418_2722dfe8,hasTopology,Moderate
22418_2722dfe8,hasStructure,Asymmetric
21357_9edfc0a0,hasMaterial,Steel
21357_9edfc0a0,belongsToFamily,simple_rotor
21357_9edfc0a0,hasComplexityLevel,Low
21357_9edfc0a0,hasTopology,Sparse
21357_9edfc0a0,hasStructure,Asymmetric
21185_ac5324ba,hasMaterial,Steel
21185_ac5324ba,belongsToFamily,medium_rotor
21185_ac5324ba,hasComplexityLevel,Medium
21185_ac5324ba,hasTopology,Sparse
21185_ac5324ba,hasStructure,Asymmetric
23156_7788f78a,hasMaterial,Steel
23156_7788f78a,belongsToFamily,high_complexity_rotor
23156_7788f78a,hasComplexityLevel,High
23156_7788f78a,hasTopology,Moderate
23156_7788f78a,hasStructure,Asymmetric
23162_7e2f3d77,hasMaterial,Steel
23162_7e2f3d77,belongsToFamily,complex_assembly
23162_7e2f3d77,hasComplexityLevel,High
23162_7e2f3d77,hasTopology,Dense
23162_7e2f3d77,hasStructure,Asymmetric
21838_5bc448b4,hasMaterial,Steel
21838_5bc448b4,belongsToFamily,high_complexity_rotor
21838_5bc448b4,hasComplexityLevel,High
21838_5bc448b4,hasTopology,Dense
21838_5bc448b4,hasStructure,Symmetric
20688_955aae0c,hasMaterial,"Steel, Mild, Steel"
20688_955aae0c,belongsToFamily,medium_rotor
20688_955aae0c,hasComplexityLevel,Medium
20688_955aae0c,hasTopology,Moderate
20688_955aae0c,hasStructure,Asymmetric
20419_8ce893b6,hasMaterial,"Steel, Mild, Copper"
20419_8ce893b6,belongsToFamily,symmetric_rotor
20419_8ce893b6,hasComplexityLevel,Medium
20419_8ce893b6,hasTopology,Moderate
20419_8ce893b6,hasStructure,Symmetric
23495_6366269c,hasMaterial,Steel
23495_6366269c,belongsToFamily,high_complexity_rotor
23495_6366269c,hasComplexityLevel,High
23495_6366269c,hasTopology,Dense
23495_6366269c,hasStructure,Asymmetric
22334_677d00e0,hasMaterial,"Aluminum 6061, Steel, Glass"
22334_677d00e0,belongsToFamily,medium_rotor
22334_677d00e0,hasComplexityLevel,Medium
22334_677d00e0,hasTopology,Moderate
22334_677d00e0,hasStructure,Asymmetric
20643_71ad3d26,hasMaterial,Steel
20643_71ad3d26,belongsToFamily,high_complexity_rotor
20643_71ad3d26,hasComplexityLevel,High
20643_71ad3d26,hasTopology,Dense
20643_71ad3d26,hasStructure,Symmetric
22839_113f2990,hasMaterial,Steel
22839_113f2990,belongsToFamily,simple_rotor
22839_113f2990,hasComplexityLevel,Low
22839_113f2990,hasTopology,Sparse
22839_113f2990,hasStructure,Asymmetric
20804_0dcacc66,hasMaterial,Steel
20804_0dcacc66,belongsToFamily,simple_rotor
20804_0dcacc66,hasComplexityLevel,Low
20804_0dcacc66,hasTopology,Sparse
20804_0dcacc66,hasStructure,Asymmetric
21353_4686c90c,hasMaterial,Steel
21353_4686c90c,belongsToFamily,simple_rotor
21353_4686c90c,hasComplexityLevel,Low
21353_4686c90c,hasTopology,Sparse
21353_4686c90c,hasStructure,Asymmetric
23236_d5867507,hasMaterial,Wood
23236_d5867507,belongsToFamily,simple_rotor
23236_d5867507,hasComplexityLevel,Low
23236_d5867507,hasTopology,Sparse
23236_d5867507,hasStructure,Asymmetric
22070_fd1b8e5e,hasMaterial,Steel
22070_fd1b8e5e,belongsToFamily,high_complexity_rotor
22070_fd1b8e5e,hasComplexityLevel,High
22070_fd1b8e5e,hasTopology,Dense
22070_fd1b8e5e,hasStructure,Symmetric
20899_a8d7c6d5,hasMaterial,"Steel, Mild"
20899_a8d7c6d5,belongsToFamily,medium_rotor
20899_a8d7c6d5,hasComplexityLevel,Medium
20899_a8d7c6d5,hasTopology,Moderate
20899_a8d7c6d5,hasStructure,Asymmetric
22415_658c81dd,hasMaterial,"Phenolic Resin, Steel"
22415_658c81dd,belongsToFamily,complex_assembly
22415_658c81dd,hasComplexityLevel,High
22415_658c81dd,hasTopology,Dense
22415_658c81dd,hasStructure,Symmetric
20551_ff28a959,hasMaterial,Steel
20551_ff28a959,belongsToFamily,simple_rotor
20551_ff28a959,hasComplexityLevel,Low
20551_ff28a959,hasTopology,Sparse
20551_ff28a959,hasStructure,Symmetric
23434_6635ed57,hasMaterial,Steel
23434_6635ed57,belongsToFamily,medium_rotor
23434_6635ed57,hasComplexityLevel,Medium
23434_6635ed57,hasTopology,Moderate
23434_6635ed57,hasStructure,Asymmetric
23320_e0711ae9,hasMaterial,Steel
23320_e0711ae9,belongsToFamily,symmetric_rotor
23320_e0711ae9,hasComplexityLevel,Medium
23320_e0711ae9,hasTopology,Moderate
23320_e0711ae9,hasStructure,Symmetric
20892_b1f89c8d,hasMaterial,Steel
20892_b1f89c8d,belongsToFamily,medium_rotor
20892_b1f89c8d,hasComplexityLevel,Medium
20892_b1f89c8d,hasTopology,Moderate
20892_b1f89c8d,hasStructure,Asymmetric
21761_fdb5f86d,hasMaterial,Steel
21761_fdb5f86d,belongsToFamily,simple_rotor
21761_fdb5f86d,hasComplexityLevel,Low
21761_fdb5f86d,hasTopology,Sparse
21761_fdb5f86d,hasStructure,Asymmetric
22778_7d85debd,hasMaterial,"Steel, Iron, Cast"
22778_7d85debd,belongsToFamily,medium_rotor
22778_7d85debd,hasComplexityLevel,Medium
22778_7d85debd,hasTopology,Moderate
22778_7d85debd,hasStructure,Asymmetric
20958_94222947,hasMaterial,Aluminum
20958_94222947,belongsToFamily,simple_rotor
20958_94222947,hasComplexityLevel,Low
20958_94222947,hasTopology,Sparse
20958_94222947,hasStructure,Asymmetric
23006_92c5b990,hasMaterial,Steel
23006_92c5b990,belongsToFamily,simple_rotor
23006_92c5b990,hasComplexityLevel,Low
23006_92c5b990,hasTopology,Sparse
23006_92c5b990,hasStructure,Asymmetric
20705_ac2a0325,hasMaterial,Steel
20705_ac2a0325,belongsToFamily,simple_rotor
20705_ac2a0325,hasComplexityLevel,Low
