query_assembly,query_family,rank,retrieved_assembly,retrieved_family,similarity,correct
20765_99d0665e,topo_complex,10,22056_79373464,topo_complex,0.999418,True
23422_f214bd4d,topo_complex,1,22430_c6f08b03,topo_complex,0.999605,True
23422_f214bd4d,topo_complex,2,21656_964b0c84,topo_complex,0.999434,True
23422_f214bd4d,topo_complex,3,22533_e7298b05,topo_complex,0.999396,True
23422_f214bd4d,topo_complex,4,20533_0a3e112b,topo_connected,0.999292,False
23422_f214bd4d,topo_complex,5,21244_d67bbabc,topo_complex,0.999015,True
23422_f214bd4d,topo_complex,6,22413_901f5867,topo_complex,0.998985,True
23422_f214bd4d,topo_complex,7,22079_31335df2,topo_connected,0.998681,False
23422_f214bd4d,topo_complex,8,21069_508a9947,topo_complex,0.998237,True
23422_f214bd4d,topo_complex,9,21421_fb12b69b,topo_complex,0.997952,True
23422_f214bd4d,topo_complex,10,22492_047b125b,topo_connected,0.99779,False
23343_f000bdae,topo_isolated,1,21451_fea6f0d1,topo_isolated,1.0,True
23343_f000bdae,topo_isolated,2,20436_41b730a3,topo_isolated,1.0,True
23343_f000bdae,topo_isolated,3,21911_429c1a72,topo_isolated,1.0,True
23343_f000bdae,topo_isolated,4,20927_826f4b56,topo_isolated,1.0,True
23343_f000bdae,topo_isolated,5,20705_ac2a0325,topo_isolated,1.0,True
23343_f000bdae,topo_isolated,6,20469_b6211bfd,topo_minimal,1.0,False
23343_f000bdae,topo_isolated,7,20426_79358492,topo_isolated,1.0,True
23343_f000bdae,topo_isolated,8,20672_0bc07cce,topo_minimal,0.999999,False
23343_f000bdae,topo_isolated,9,20376_eefa9511,topo_isolated,0.999999,True
23343_f000bdae,topo_isolated,10,21267_35a558cc,topo_isolated,0.999999,True
23161_e7f63a9f,topo_isolated,1,22242_4ceddc2b,topo_complex,0.999913,False
23161_e7f63a9f,topo_isolated,2,23156_7788f78a,topo_complex,0.999785,False
23161_e7f63a9f,topo_isolated,3,21941_1a683ec2,topo_complex,0.974953,False
23161_e7f63a9f,topo_isolated,4,22081_ab3124af,topo_complex,0.974893,False
23161_e7f63a9f,topo_isolated,5,21351_675c66b1,topo_moderate,0.974884,False
23161_e7f63a9f,topo_isolated,6,21986_67c5509a,topo_complex,0.974873,False
23161_e7f63a9f,topo_isolated,7,20787_ed64ff5e,topo_moderate,0.974831,False
23161_e7f63a9f,topo_isolated,8,22535_0ba01cc9,topo_complex,0.97483,False
23161_e7f63a9f,topo_isolated,9,23123_f35404c4,topo_complex,0.974791,False
23161_e7f63a9f,topo_isolated,10,23226_8d1b5098,topo_connected,0.974765,False
22011_0832eefe,topo_connected,1,21092_32622a83,topo_connected,0.999994,True
22011_0832eefe,topo_connected,2,22035_101c7ab4,topo_connected,0.999987,True
22011_0832eefe,topo_connected,3,23045_a8c4e4bc,topo_complex,0.999986,False
22011_0832eefe,topo_connected,4,22334_677d00e0,topo_isolated,0.999964,False
22011_0832eefe,topo_connected,5,21621_711e1918,topo_complex,0.999957,False
22011_0832eefe,topo_connected,6,22046_fe3bae6e,topo_complex,0.999955,False
22011_0832eefe,topo_connected,7,21539_cfe1f7fd,topo_connected,0.999945,True
22011_0832eefe,topo_connected,8,21719_d60b8a4a,topo_minimal,0.999932,False
22011_0832eefe,topo_connected,9,22228_1c82530b,topo_connected,0.99993,True
22011_0832eefe,topo_connected,10,23176_1bf2a2d5,topo_complex,0.999926,False
22214_b098105d,topo_minimal,1,23369_447545f6,topo_moderate,1.0,False
22214_b098105d,topo_minimal,2,21994_357aac6f,topo_connected,0.999999,False
22214_b098105d,topo_minimal,3,23342_7193a931,topo_moderate,0.999999,False
22214_b098105d,topo_minimal,4,23158_c7e753c2,topo_moderate,0.999999,False
22214_b098105d,topo_minimal,5,23387_c4aa9424,topo_minimal,0.999999,True
22214_b098105d,topo_minimal,6,20495_e8e7e80c,topo_moderate,0.999998,False
22214_b098105d,topo_minimal,7,23339_87a4d11f,topo_isolated,0.999998,False
22214_b098105d,topo_minimal,8,22891_b8c84495,topo_moderate,0.999997,False
22214_b098105d,topo_minimal,9,20813_726b2714,topo_minimal,0.999996,True
22214_b098105d,topo_minimal,10,20647_cea2e07c,topo_moderate,0.999996,False
22046_fe3bae6e,topo_complex,1,23176_1bf2a2d5,topo_complex,0.999993,True
22046_fe3bae6e,topo_complex,2,22228_1c82530b,topo_connected,0.999991,False
22046_fe3bae6e,topo_complex,3,23045_a8c4e4bc,topo_complex,0.999989,True
22046_fe3bae6e,topo_complex,4,21719_d60b8a4a,topo_minimal,0.999971,False
22046_fe3bae6e,topo_complex,5,23475_b14d1dc8,topo_connected,0.999967,False
22046_fe3bae6e,topo_complex,6,21626_b34008e6,topo_connected,0.99996,False
22046_fe3bae6e,topo_complex,7,23044_9a964a68,topo_complex,0.999957,True
22046_fe3bae6e,topo_complex,8,22011_0832eefe,topo_connected,0.999955,False
22046_fe3bae6e,topo_complex,9,21590_7d092186,topo_complex,0.999953,True
22046_fe3bae6e,topo_complex,10,21092_32622a83,topo_connected,0.999953,False
23204_ff1672a9,topo_complex,1,23053_139f2009,topo_complex,0.999966,True
23204_ff1672a9,topo_complex,2,21580_b8b2571b,topo_connected,0.99984,False
23204_ff1672a9,topo_complex,3,21991_ab98f156,topo_complex,0.999665,True
23204_ff1672a9,topo_complex,4,21762_90d34d16,topo_moderate,0.999506,False
23204_ff1672a9,topo_complex,5,22076_20e8a107,topo_complex,0.999502,True
23204_ff1672a9,topo_complex,6,23144_88ca00a5,topo_connected,0.999473,False
23204_ff1672a9,topo_complex,7,23235_f9ccb8b0,topo_connected,0.999398,False
23204_ff1672a9,topo_complex,8,7778_3a9748b3,topo_complex,0.999209,True
23204_ff1672a9,topo_complex,9,22357_e2f7b060,topo_complex,0.999109,True
23204_ff1672a9,topo_complex,10,23195_2629864e,topo_connected,0.999031,False
21529_93e51dd9,topo_connected,1,20431_0088a0dd,topo_moderate,0.999999,False
21529_93e51dd9,topo_connected,2,20554_abcb705e,topo_moderate,0.999999,False
21529_93e51dd9,topo_connected,3,23035_6087bb57,topo_connected,0.999997,True
21529_93e51dd9,topo_connected,4,21358_a69a36f3,topo_moderate,0.999996,False
21529_93e51dd9,topo_connected,5,23434_6635ed57,topo_connected,0.999996,True
21529_93e51dd9,topo_connected,6,20229_d1ae2ae3,topo_connected,0.999995,True
21529_93e51dd9,topo_connected,7,22092_897b0ffa,topo_moderate,0.999995,False
21529_93e51dd9,topo_connected,8,21202_e452c491,topo_isolated,0.999995,False
21529_93e51dd9,topo_connected,9,21817_945cd3c9,topo_connected,0.999993,True
21529_93e51dd9,topo_connected,10,23308_245d257c,topo_moderate,0.999992,False
20429_419c4cdd,topo_isolated,1,20551_ff28a959,topo_isolated,1.0,True
20429_419c4cdd,topo_isolated,2,20946_6573271d,topo_isolated,0.999999,True
20429_419c4cdd,topo_isolated,3,21257_770fee9a,topo_isolated,0.999997,True
20429_419c4cdd,topo_isolated,4,22154_24342da4,topo_isolated,0.999996,True
20429_419c4cdd,topo_isolated,5,20451_557fe5cd,topo_minimal,0.999995,False
20429_419c4cdd,topo_isolated,6,20451_84d8b290,topo_minimal,0.999994,False
20429_419c4cdd,topo_isolated,7,20429_9dd95c38,topo_isolated,0.999991,True
20429_419c4cdd,topo_isolated,8,22136_a539c50b,topo_isolated,0.999991,True
20429_419c4cdd,topo_isolated,9,21862_ec534e16,topo_minimal,0.999988,False
20429_419c4cdd,topo_isolated,10,20806_ca60b7ae,topo_minimal,0.999988,False
20241_8c0d3f83,topo_isolated,1,20241_ccb70dc8,topo_isolated,1.0,True
20241_8c0d3f83,topo_isolated,2,22839_113f2990,topo_minimal,1.0,False
20241_8c0d3f83,topo_isolated,3,20332_0c2a24aa,topo_minimal,1.0,False
20241_8c0d3f83,topo_isolated,4,21139_cd619b26,topo_minimal,1.0,False
20241_8c0d3f83,topo_isolated,5,23199_75dc1efd,topo_minimal,1.0,False
20241_8c0d3f83,topo_isolated,6,21119_4f5c95a6,topo_minimal,1.0,False
20241_8c0d3f83,topo_isolated,7,20429_4c909f3f,topo_isolated,1.0,True
20241_8c0d3f83,topo_isolated,8,20804_0dcacc66,topo_minimal,1.0,False
20241_8c0d3f83,topo_isolated,9,20392_8b23d193,topo_minimal,1.0,False
20241_8c0d3f83,topo_isolated,10,22142_7891a26a,topo_minimal,1.0,False
20440_27177360,topo_complex,1,20176_a02bde39,topo_complex,0.999933,True
20440_27177360,topo_complex,2,22727_c514268a,topo_moderate,0.998797,False
20440_27177360,topo_complex,3,20688_955aae0c,topo_connected,0.975,False
20440_27177360,topo_complex,4,23413_6702ec7f,topo_minimal,0.974996,False
20440_27177360,topo_complex,5,23331_192866b6,topo_connected,0.974996,False
20440_27177360,topo_complex,6,21549_18160a0a,topo_moderate,0.974995,False
20440_27177360,topo_complex,7,21008_a3fec63b,topo_connected,0.974994,False
20440_27177360,topo_complex,8,20215_e2eb3082,topo_connected,0.974992,False
20440_27177360,topo_complex,9,21794_4d137e7d,topo_isolated,0.974991,False
20440_27177360,topo_complex,10,23213_3df3cb34,topo_complex,0.974991,True
20554_abcb705e,topo_moderate,1,20431_0088a0dd,topo_moderate,0.999999,True
20554_abcb705e,topo_moderate,2,21529_93e51dd9,topo_connected,0.999999,False
20554_abcb705e,topo_moderate,3,20229_d1ae2ae3,topo_connected,0.999996,False
20554_abcb705e,topo_moderate,4,23035_6087bb57,topo_connected,0.999996,False
20554_abcb705e,topo_moderate,5,22092_897b0ffa,topo_moderate,0.999996,True
20554_abcb705e,topo_moderate,6,21202_e452c491,topo_isolated,0.999995,False
20554_abcb705e,topo_moderate,7,21358_a69a36f3,topo_moderate,0.999995,True
20554_abcb705e,topo_moderate,8,23363_60e39812,topo_complex,0.999995,False
20554_abcb705e,topo_moderate,9,20408_b4fda9eb,topo_moderate,0.999994,True
20554_abcb705e,topo_moderate,10,23434_6635ed57,topo_connected,0.999992,False
22135_2aa77ff2,topo_isolated,1,21976_807c9b26,topo_minimal,1.0,False
22135_2aa77ff2,topo_isolated,2,20803_473c87ac,topo_isolated,1.0,True
22135_2aa77ff2,topo_isolated,3,22746_920025a0,topo_moderate,1.0,False
22135_2aa77ff2,topo_isolated,4,20741_c337946f,topo_minimal,0.999999,False
22135_2aa77ff2,topo_isolated,5,21140_8d150c65,topo_minimal,0.999999,False
22135_2aa77ff2,topo_isolated,6,20468_1c33550a,topo_minimal,0.999999,False
22135_2aa77ff2,topo_isolated,7,20674_2fb6cabd,topo_isolated,0.999999,True
22135_2aa77ff2,topo_isolated,8,23239_ba13cf5e,topo_moderate,0.999999,False
22135_2aa77ff2,topo_isolated,9,22053_de30641b,topo_minimal,0.999999,False
22135_2aa77ff2,topo_isolated,10,21274_2fb8c3f5,topo_isolated,0.999999,True
21204_96d26a7f,topo_complex,1,21492_8bd34fc1,topo_complex,0.999642,True
21204_96d26a7f,topo_complex,2,20245_f1b25d43,topo_complex,0.998982,True
21204_96d26a7f,topo_complex,3,21316_69ed56f5,topo_complex,0.998002,True
21204_96d26a7f,topo_complex,4,22428_c1ffa51a,topo_minimal,0.997908,False
21204_96d26a7f,topo_complex,5,21924_bbd9f7a9,topo_connected,0.997794,False
21204_96d26a7f,topo_complex,6,23310_7daded69,topo_complex,0.995901,True
21204_96d26a7f,topo_complex,7,20279_aed6b3b3,topo_complex,0.995142,True
21204_96d26a7f,topo_complex,8,23378_8d6426ae,topo_moderate,0.99249,False
21204_96d26a7f,topo_complex,9,20818_098cad7c,topo_complex,0.991302,True
21204_96d26a7f,topo_complex,10,23273_8f301ce3,topo_moderate,0.991286,False
22259_613f9d44,topo_moderate,1,23102_211ad1db,topo_isolated,0.999997,False
22259_613f9d44,topo_moderate,2,22155_ab18f2b6,topo_isolated,0.999997,False
22259_613f9d44,topo_moderate,3,21478_8fbd4409,topo_moderate,0.999995,True
22259_613f9d44,topo_moderate,4,22983_0ab3faaf,topo_minimal,0.999995,False
22259_613f9d44,topo_moderate,5,22762_dcbdd14d,topo_minimal,0.999994,False
22259_613f9d44,topo_moderate,6,20609_69f28932,topo_moderate,0.999991,True
22259_613f9d44,topo_moderate,7,21692_777db9e2,topo_complex,0.999988,False
22259_613f9d44,topo_moderate,8,21497_9833a679,topo_moderate,0.999986,True
22259_613f9d44,topo_moderate,9,22886_a6331748,topo_minimal,0.999979,False
22259_613f9d44,topo_moderate,10,20585_09b72895,topo_moderate,0.99997,True
20520_7e357152,topo_isolated,1,22232_cb53774e,topo_connected,0.999956,False
20520_7e357152,topo_isolated,2,20421_49bd1188,topo_connected,0.99928,False
20520_7e357152,topo_isolated,3,22266_078a1f68,topo_complex,0.996221,False
20520_7e357152,topo_isolated,4,20421_38b63ca5,topo_complex,0.995919,False
20520_7e357152,topo_isolated,5,20389_c835706f,topo_moderate,0.995316,False
20520_7e357152,topo_isolated,6,21164_de08f61e,topo_connected,0.988132,False
20520_7e357152,topo_isolated,7,21358_a69a36f3,topo_moderate,0.975,False
20520_7e357152,topo_isolated,8,21202_e452c491,topo_isolated,0.974999,True
20520_7e357152,topo_isolated,9,20431_0088a0dd,topo_moderate,0.974998,False
20520_7e357152,topo_isolated,10,23434_6635ed57,topo_connected,0.974998,False
20802_802b7d69,topo_isolated,1,22257_6fb4c50c,topo_minimal,1.0,False
20802_802b7d69,topo_isolated,2,21357_9edfc0a0,topo_isolated,1.0,True
20802_802b7d69,topo_isolated,3,22058_71feafda,topo_isolated,1.0,True
20802_802b7d69,topo_isolated,4,22902_83870421,topo_minimal,1.0,False
20802_802b7d69,topo_isolated,5,22668_9c30f6c0,topo_minimal,1.0,False
20802_802b7d69,topo_isolated,6,21630_316322ff,topo_isolated,0.999999,True
20802_802b7d69,topo_isolated,7,23215_08a54de0,topo_moderate,0.999999,False
20802_802b7d69,topo_isolated,8,20801_0796e2ee,topo_isolated,0.999999,True
20802_802b7d69,topo_isolated,9,21015_10304cb9,topo_isolated,0.999999,True
20802_802b7d69,topo_isolated,10,21781_5985da6d,topo_isolated,0.999999,True
20392_8b23d193,topo_minimal,1,23006_92c5b990,topo_moderate,1.0,False
20392_8b23d193,topo_minimal,2,23403_e539620b,topo_minimal,1.0,True
20392_8b23d193,topo_minimal,3,22142_7891a26a,topo_minimal,1.0,True
20392_8b23d193,topo_minimal,4,22862_f5406bb0,topo_isolated,1.0,False
20392_8b23d193,topo_minimal,5,20241_8c0d3f83,topo_isolated,1.0,False
20392_8b23d193,topo_minimal,6,20241_ccb70dc8,topo_isolated,1.0,False
20392_8b23d193,topo_minimal,7,22839_113f2990,topo_minimal,1.0,True
20392_8b23d193,topo_minimal,8,23199_75dc1efd,topo_minimal,1.0,True
20392_8b23d193,topo_minimal,9,20804_0dcacc66,topo_minimal,1.0,True
20392_8b23d193,topo_minimal,10,21139_cd619b26,topo_minimal,1.0,True
22178_976d2411,topo_minimal,1,20342_c140780b,topo_isolated,1.0,False
22178_976d2411,topo_minimal,2,23199_75dc1efd,topo_minimal,1.0,True
22178_976d2411,topo_minimal,3,20994_9c88b1ba,topo_minimal,1.0,True
22178_976d2411,topo_minimal,4,16550_e88d6986,topo_minimal,0.999999,True
22178_976d2411,topo_minimal,5,23351_6104d55d,topo_moderate,0.999999,False
22178_976d2411,topo_minimal,6,20241_ccb70dc8,topo_isolated,0.999999,False
22178_976d2411,topo_minimal,7,20241_8c0d3f83,topo_isolated,0.999999,False
22178_976d2411,topo_minimal,8,20392_8b23d193,topo_minimal,0.999999,True
22178_976d2411,topo_minimal,9,22839_113f2990,topo_minimal,0.999999,True
22178_976d2411,topo_minimal,10,23163_7b143a6f,topo_moderate,0.999999,False
22710_77324fc2,topo_moderate,1,23008_3d1bb7b2,topo_minimal,0.999997,False
22710_77324fc2,topo_moderate,2,22059_b7d76712,topo_connected,0.999996,False
22710_77324fc2,topo_moderate,3,21566_ff590631,topo_moderate,0.999994,True
22710_77324fc2,topo_moderate,4,20239_49b65a55,topo_complex,0.999992,False
22710_77324fc2,topo_moderate,5,20322_daa5c577,topo_moderate,0.999991,True
22710_77324fc2,topo_moderate,6,23501_6c48b3c1,topo_complex,0.999991,False
22710_77324fc2,topo_moderate,7,22784_bcace961,topo_isolated,0.999991,False
22710_77324fc2,topo_moderate,8,20925_dc64a33a,topo_moderate,0.99999,True
22710_77324fc2,topo_moderate,9,20892_b1f89c8d,topo_minimal,0.999984,False
22710_77324fc2,topo_moderate,10,21513_50fb4d62,topo_connected,0.999984,False
20245_f1b25d43,topo_complex,1,21492_8bd34fc1,topo_complex,0.999805,True
20245_f1b25d43,topo_complex,2,21924_bbd9f7a9,topo_connected,0.99967,False
20245_f1b25d43,topo_complex,3,22428_c1ffa51a,topo_minimal,0.999654,False
20245_f1b25d43,topo_complex,4,21204_96d26a7f,topo_complex,0.998982,True
20245_f1b25d43,topo_complex,5,20279_aed6b3b3,topo_complex,0.998178,True
20245_f1b25d43,topo_complex,6,23378_8d6426ae,topo_moderate,0.996389,False
20245_f1b25d43,topo_complex,7,20818_098cad7c,topo_complex,0.995523,True
20245_f1b25d43,topo_complex,8,23273_8f301ce3,topo_moderate,0.995463,False
20245_f1b25d43,topo_complex,9,21316_69ed56f5,topo_complex,0.994798,True
20245_f1b25d43,topo_complex,10,21805_2ba39d00,topo_complex,0.994514,True
22617_a286f13c,topo_complex,1,22612_28fe0ac2,topo_connected,0.99999,False
22617_a286f13c,topo_complex,2,21858_f1409ea2,topo_complex,0.999989,True
22617_a286f13c,topo_complex,3,21365_ab403591,topo_connected,0.999987,False
22617_a286f13c,topo_complex,4,22418_2722dfe8,topo_connected,0.999985,False
22617_a286f13c,topo_complex,5,20628_e0551f7c,topo_connected,0.999981,False
22617_a286f13c,topo_complex,6,21974_1997ebc3,topo_moderate,0.999979,False
22617_a286f13c,topo_complex,7,20182_71b9e491,topo_connected,0.999977,False
22617_a286f13c,topo_complex,8,23132_1847c4ef,topo_complex,0.999976,True
22617_a286f13c,topo_complex,9,23451_14c8d09e,topo_connected,0.999971,False
22617_a286f13c,topo_complex,10,23043_c0827516,topo_moderate,0.999969,False
23233_ac09e2e5,topo_complex,1,22070_fd1b8e5e,topo_connected,0.99999,False
23233_ac09e2e5,topo_complex,2,21849_a5f563a6,topo_complex,0.999989,True
23233_ac09e2e5,topo_complex,3,21845_dff8b3a1,topo_complex,0.999981,True
23233_ac09e2e5,topo_complex,4,22360_42cd6a21,topo_moderate,0.999977,False
23233_ac09e2e5,topo_complex,5,21709_4dd88551,topo_connected,0.999968,False
23233_ac09e2e5,topo_complex,6,21121_1e9e7540,topo_complex,0.999966,True
23233_ac09e2e5,topo_complex,7,22028_776fbf0d,topo_complex,0.999961,True
23233_ac09e2e5,topo_complex,8,21352_c1101acb,topo_moderate,0.999959,False
23233_ac09e2e5,topo_complex,9,21697_06656699,topo_connected,0.999942,False
23233_ac09e2e5,topo_complex,10,23467_9f431540,topo_moderate,0.999937,False
21469_abec26c4,topo_moderate,1,21391_78fc6345,topo_moderate,1.0,True
21469_abec26c4,topo_moderate,2,23341_d5ead6d2,topo_moderate,1.0,True
21469_abec26c4,topo_moderate,3,20646_4cd14a72,topo_moderate,0.999998,True
21469_abec26c4,topo_moderate,4,22377_d490f505,topo_moderate,0.999998,True
21469_abec26c4,topo_moderate,5,23103_66470b7e,topo_moderate,0.999998,True
21469_abec26c4,topo_moderate,6,21588_0c48dc5f,topo_moderate,0.999998,True
21469_abec26c4,topo_moderate,7,22589_2c8f7c0b,topo_minimal,0.999998,False
21469_abec26c4,topo_moderate,8,20647_cea2e07c,topo_moderate,0.999998,True
21469_abec26c4,topo_moderate,9,22895_4533b542,topo_moderate,0.999997,True
21469_abec26c4,topo_moderate,10,21573_31a18ad0,topo_moderate,0.999997,True
22413_901f5867,topo_complex,1,22533_e7298b05,topo_complex,0.999897,True
22413_901f5867,topo_complex,2,21656_964b0c84,topo_complex,0.999766,True
22413_901f5867,topo_complex,3,22492_047b125b,topo_connected,0.999428,False
22413_901f5867,topo_complex,4,23271_f833d903,topo_connected,0.999211,False
22413_901f5867,topo_complex,5,23422_f214bd4d,topo_complex,0.998985,True
22413_901f5867,topo_complex,6,23195_2629864e,topo_connected,0.998645,False
22413_901f5867,topo_complex,7,21069_508a9947,topo_complex,0.998584,True
22413_901f5867,topo_complex,8,20260_4a01a99d,topo_minimal,0.998445,False
22413_901f5867,topo_complex,9,22430_c6f08b03,topo_complex,0.998154,True
22413_901f5867,topo_complex,10,23235_f9ccb8b0,topo_connected,0.998098,False
22061_b50b6b66,topo_isolated,1,23366_cc0bc28e,topo_minimal,0.999998,False
22061_b50b6b66,topo_isolated,2,22224_1e749c32,topo_moderate,0.999997,False
22061_b50b6b66,topo_isolated,3,22062_2d6b3b72,topo_minimal,0.999996,False
22061_b50b6b66,topo_isolated,4,22074_c0265b0d,topo_moderate,0.999996,False
22061_b50b6b66,topo_isolated,5,21625_d5d4c9a7,topo_moderate,0.999996,False
22061_b50b6b66,topo_isolated,6,20285_b64b1a7e,topo_minimal,0.999991,False
22061_b50b6b66,topo_isolated,7,23238_3c864758,topo_moderate,0.999987,False
22061_b50b6b66,topo_isolated,8,21048_75cc125c,topo_complex,0.999984,False
22061_b50b6b66,topo_isolated,9,21715_53df62c9,topo_minimal,0.999984,False
22061_b50b6b66,topo_isolated,10,20421_83f66ddc,topo_minimal,0.999979,False
23475_b14d1dc8,topo_connected,1,23044_9a964a68,topo_complex,0.999996,False
23475_b14d1dc8,topo_connected,2,21626_b34008e6,topo_connected,0.999993,True
23475_b14d1dc8,topo_connected,3,22474_b10fea1a,topo_complex,0.999982,False
23475_b14d1dc8,topo_connected,4,23176_1bf2a2d5,topo_complex,0.999973,False
23475_b14d1dc8,topo_connected,5,22046_fe3bae6e,topo_complex,0.999967,False
23475_b14d1dc8,topo_connected,6,22228_1c82530b,topo_connected,0.999954,True
23475_b14d1dc8,topo_connected,7,20779_fc5a7c3d,topo_connected,0.999954,True
23475_b14d1dc8,topo_connected,8,21590_7d092186,topo_complex,0.999951,False
23475_b14d1dc8,topo_connected,9,21816_3891a442,topo_complex,0.999942,False
23475_b14d1dc8,topo_connected,10,21745_56cbe841,topo_complex,0.999937,False
20787_ed64ff5e,topo_moderate,1,23226_8d1b5098,topo_connected,0.999979,False
20787_ed64ff5e,topo_moderate,2,22535_0ba01cc9,topo_complex,0.999972,False
20787_ed64ff5e,topo_moderate,3,22056_79373464,topo_complex,0.999947,False
20787_ed64ff5e,topo_moderate,4,20500_e88d8065,topo_connected,0.999928,False
20787_ed64ff5e,topo_moderate,5,22081_ab3124af,topo_complex,0.999915,False
20787_ed64ff5e,topo_moderate,6,21351_675c66b1,topo_moderate,0.999909,True
20787_ed64ff5e,topo_moderate,7,20622_38dd90d0,topo_complex,0.999907,False
20787_ed64ff5e,topo_moderate,8,22890_4ecfa491,topo_connected,0.999884,False
20787_ed64ff5e,topo_moderate,9,21024_9be3d461,topo_moderate,0.999854,True
20787_ed64ff5e,topo_moderate,10,21986_67c5509a,topo_complex,0.999844,False
20746_57a7b346,topo_complex,1,21236_b696e901,topo_complex,0.999901,True
20746_57a7b346,topo_complex,2,20246_40be7668,topo_moderate,0.999791,False
20746_57a7b346,topo_complex,3,20870_dedaef5b,topo_complex,0.998596,True
20746_57a7b346,topo_complex,4,21718_1551037b,topo_moderate,0.998321,False
20746_57a7b346,topo_complex,5,20952_b8a54213,topo_complex,0.996221,True
20746_57a7b346,topo_complex,6,20351_dc6e4e1e,topo_connected,0.99316,False
20746_57a7b346,topo_complex,7,23376_9b48819a,topo_minimal,0.992645,False
20746_57a7b346,topo_complex,8,21352_d60bc953,topo_minimal,0.988677,False
20746_57a7b346,topo_complex,9,21450_ea24ffcc,topo_connected,0.988422,False
20746_57a7b346,topo_complex,10,21926_b4c7068b,topo_complex,0.985602,True
23219_40625e2c,topo_moderate,1,23236_d5867507,topo_connected,0.999999,False
23219_40625e2c,topo_moderate,2,23209_1592b0a4,topo_moderate,0.999998,True
23219_40625e2c,topo_moderate,3,23210_f535bfd2,topo_moderate,0.999998,True
23219_40625e2c,topo_moderate,4,23211_3aac9c7e,topo_connected,0.999993,False
23219_40625e2c,topo_moderate,5,23218_02d26ab4,topo_moderate,0.999992,True
23219_40625e2c,topo_moderate,6,23244_34b5f55e,topo_connected,0.999991,False
23219_40625e2c,topo_moderate,7,21994_357aac6f,topo_connected,0.974999,False
23219_40625e2c,topo_moderate,8,23342_7193a931,topo_moderate,0.974999,True
23219_40625e2c,topo_moderate,9,23158_c7e753c2,topo_moderate,0.974999,True
23219_40625e2c,topo_moderate,10,22214_b098105d,topo_minimal,0.974999,False
22311_553b3456,topo_complex,1,22638_37f9fe91,topo_connected,0.999998,False
22311_553b3456,topo_complex,2,21386_e234c6b6,topo_moderate,0.999996,False
22311_553b3456,topo_complex,3,21840_6847d36c,topo_isolated,0.999995,False
22311_553b3456,topo_complex,4,21831_54ca67d1,topo_minimal,0.999993,False
22311_553b3456,topo_complex,5,7780_6c885e81,topo_complex,0.999993,True
22311_553b3456,topo_complex,6,22812_cf865ed1,topo_moderate,0.999991,False
22311_553b3456,topo_complex,7,22659_0e686e14,topo_moderate,0.99999,False
22311_553b3456,topo_complex,8,21133_f9a1614e,topo_minimal,0.999989,False
22311_553b3456,topo_complex,9,21958_e48ddf4e,topo_isolated,0.999983,False
22311_553b3456,topo_complex,10,22216_4b032400,topo_minimal,0.999975,False
22017_6d3be48d,topo_complex,1,22443_fa24c6f9,topo_isolated,0.99963,False
22017_6d3be48d,topo_complex,2,20319_9f53cd7c,topo_moderate,0.998043,False
22017_6d3be48d,topo_complex,3,21035_d308c5c4,topo_isolated,0.996387,False
22017_6d3be48d,topo_complex,4,23026_e6f08109,topo_complex,0.996213,True
22017_6d3be48d,topo_complex,5,21282_b2d83538,topo_connected,0.996139,False
22017_6d3be48d,topo_complex,6,22251_88fd728c,topo_complex,0.996137,True
22017_6d3be48d,topo_complex,7,20858_15bdad00,topo_complex,0.996013,True
22017_6d3be48d,topo_complex,8,23283_fadf3820,topo_connected,0.995955,False
22017_6d3be48d,topo_complex,9,20899_a8d7c6d5,topo_complex,0.995905,True
22017_6d3be48d,topo_complex,10,23379_636204a6,topo_connected,0.99589,False
21091_bbf490e7,topo_minimal,1,21429_6d2d3974,topo_complex,0.999848,False
21091_bbf490e7,topo_minimal,2,22334_677d00e0,topo_isolated,0.999844,False
21091_bbf490e7,topo_minimal,3,22082_39503fa6,topo_complex,0.99975,False
21091_bbf490e7,topo_minimal,4,23283_fadf3820,topo_connected,0.99975,False
21091_bbf490e7,topo_minimal,5,22376_3ebc82a2,topo_complex,0.999726,False
21091_bbf490e7,topo_minimal,6,23120_f7c9092f,topo_connected,0.999725,False
21091_bbf490e7,topo_minimal,7,20858_15bdad00,topo_complex,0.999707,False
21091_bbf490e7,topo_minimal,8,22534_e899f645,topo_complex,0.999691,False
21091_bbf490e7,topo_minimal,9,22251_88fd728c,topo_complex,0.99969,False
21091_bbf490e7,topo_minimal,10,21092_32622a83,topo_connected,0.999689,False
23480_3f7a8d50,topo_minimal,1,21816_3891a442,topo_complex,0.999995,False
23480_3f7a8d50,topo_minimal,2,23049_207a41f0,topo_connected,0.99999,False
23480_3f7a8d50,topo_minimal,3,21745_56cbe841,topo_complex,0.99999,False
23480_3f7a8d50,topo_minimal,4,23252_ef165bed,topo_complex,0.999988,False
23480_3f7a8d50,topo_minimal,5,22919_3ee91d1a,topo_moderate,0.999984,False
23480_3f7a8d50,topo_minimal,6,20530_2246503a,topo_moderate,0.99997,False
23480_3f7a8d50,topo_minimal,7,20788_d25efea2,topo_connected,0.99997,False
23480_3f7a8d50,topo_minimal,8,21923_41fa6eda,topo_moderate,0.999969,False
23480_3f7a8d50,topo_minimal,9,23132_1847c4ef,topo_complex,0.999965,False
