assembly_name,neighbor_1,sim_1,neighbor_2,sim_2,neighbor_3,sim_3,neighbor_4,sim_4,neighbor_5,sim_5
22045_ead71aca,21513_50fb4d62,0.999911,23318_65e3a7c9,0.999892,21008_a3fec63b,0.999875,20892_b1f89c8d,0.999786,22059_b7d76712,0.999762
23339_87a4d11f,23387_c4aa9424,0.999995,20406_dacb0300,0.999963,23435_e1c96b4d,0.999942,22064_e1ba20dd,0.999939,21353_4686c90c,0.999932
22095_af226cbc,23127_38d73061,0.999853,23221_42f37ae3,0.999801,21176_b5c72bfb,0.999742,20758_cdccf572,0.99955,20970_d20c6c35,0.999541
23442_28996649,20705_ac2a0325,0.999999,23343_f000bdae,0.999997,22261_6efe61e3,0.999996,23403_e539620b,0.999996,20672_0bc07cce,0.999995
23028_2ca87745,21008_a3fec63b,0.99996,20421_49bd1188,0.999899,22372_e91792a1,0.999772,21513_50fb4d62,0.999769,21503_34f299ca,0.999736
21573_31a18ad0,21882_795be793,0.999996,20812_462bd352,0.999994,21611_1d3ff1b6,0.999992,20910_c64b5d1b,0.999989,21051_5d118b91,0.999988
20592_573e41b2,21592_c5e77a82,0.838071,23305_2662b29a,0.717316,22852_dc1dbed6,0.695488,21423_196855d1,0.674928,21856_f84d9348,0.625105
22899_5b97e4f5,22749_346e10ae,0.999997,20801_0796e2ee,0.999993,23439_18900af2,0.999973,23184_731e5af0,0.999971,22746_920025a0,0.99997
22062_2d6b3b72,21469_abec26c4,0.999929,20186_f66e4ad3,0.999928,23341_d5ead6d2,0.999922,22224_1e749c32,0.99991,21424_9d516e3a,0.999871
22040_6461a147,20215_e2eb3082,0.999828,23322_8f85d82d,0.999571,20755_4b5e61bf,0.999383,20504_c9e14c9d,0.99927,20554_abcb705e,0.99926
20293_a1999339,21024_9be3d461,0.998532,19566_19d85d3b,0.998043,21744_5ae4d9d5,0.997086,21337_062b39fa,0.996554,20668_b2f2633e,0.996167
22910_97f0cc18,20765_99d0665e,0.999047,22827_f33929ec,0.998078,22081_ab3124af,0.997628,23251_3eb3d2e6,0.996866,22193_c8773ded,0.996328
20934_fe7fbd78,21630_316322ff,1.0,20838_86c931be,1.0,22844_9b75b8e0,0.999999,22257_6fb4c50c,0.999998,21495_ebbbd369,0.999998
23379_636204a6,23313_210c6783,0.999889,23283_fadf3820,0.999858,22251_88fd728c,0.999824,23026_e6f08109,0.999773,22334_677d00e0,0.999321
20803_473c87ac,20802_802b7d69,0.999995,20341_6a1588fb,0.999994,20814_5a2be0fb,0.999992,22374_aa5bb54d,0.999992,20756_75f43564,0.999989
22323_aa6edb8b,21745_56cbe841,0.999671,22341_0f9c52ed,0.999498,22776_facf9bcf,0.999381,21816_3891a442,0.99934,22002_315afcfc,0.999337
22242_4ceddc2b,22666_bdaa1303,0.99818,23282_a1b17daa,0.99735,21941_1a683ec2,0.997087,22440_014f1bac,0.995512,20787_ed64ff5e,0.994805
23271_f833d903,23235_f9ccb8b0,0.997388,22413_901f5867,0.997077,22670_9353c710,0.996363,23195_2629864e,0.991517,21582_a3d32115,0.983887
23121_cbdf3ebc,23473_1dfa6e40,0.999957,23475_b14d1dc8,0.99968,23036_7f9d143f,0.999388,20431_27e7f151,0.999375,23501_6c48b3c1,0.999346
21519_3e869afd,23376_9b48819a,0.962428,20870_dedaef5b,0.957524,21352_d60bc953,0.954845,22404_66db7dd7,0.939905,21718_1551037b,0.927197
23008_3d1bb7b2,22710_77324fc2,0.999964,22383_e5f707a7,0.999963,20387_0d507234,0.999941,21563_c72d37a2,0.999937,21566_ff590631,0.999928
20500_e88d8065,21744_5ae4d9d5,0.999538,22890_4ecfa491,0.999331,19566_19d85d3b,0.998499,21425_d0d47a2a,0.997308,23002_4d53fb3f,0.997103
22155_ab18f2b6,22886_a6331748,0.999991,20682_e208cc63,0.999959,22057_4947db57,0.999953,22892_68138f24,0.999945,20585_09b72895,0.999916
20430_975b8dcf,20636_ca9eb29a,0.99841,23162_7e2f3d77,0.995375,22056_79373464,0.994346,21708_e61bd657,0.993235,22630_b6010fff,0.992819
20647_cea2e07c,20646_4cd14a72,0.999995,21326_ab4d6c43,0.999961,21625_d5d4c9a7,0.999961,22981_93f268ae,0.999955,20495_e8e7e80c,0.999883
22894_5f7c276d,21551_c6c2d516,0.999648,23309_76dcf100,0.999609,21182_a480d230,0.999603,23101_6aec02ee,0.999366,22421_19401bdd,0.999307
23440_5956321f,21848_0fff9631,0.999997,23164_659c91ef,0.999992,22671_fdd1b1e6,0.999991,20908_10574fbf,0.999985,22746_920025a0,0.999985
22508_6bb410af,20731_fbdc7731,0.999993,20822_5bb36119,0.999991,20216_89b90993,0.999982,21825_ce32b0a0,0.99996,20989_885bd9b9,0.99995
21549_18160a0a,23213_3df3cb34,0.999987,23172_4ab01e83,0.999945,21837_b67d788c,0.999906,20823_f144e996,0.999905,21794_4d137e7d,0.9999
21941_1a683ec2,23226_8d1b5098,0.997865,22242_4ceddc2b,0.997087,20787_ed64ff5e,0.996442,23123_f35404c4,0.994658,21545_4384f96e,0.994448
22761_ca309655,23259_d655fcc1,0.999915,21840_6847d36c,0.9999,20680_b095cb77,0.99986,22365_a4eb929c,0.999856,21831_54ca67d1,0.999837
23221_42f37ae3,21176_b5c72bfb,0.999949,22259_613f9d44,0.99991,21467_67965037,0.999908,20970_d20c6c35,0.999844,23127_38d73061,0.999843
22360_42cd6a21,21849_a5f563a6,0.999921,22070_fd1b8e5e,0.999914,21838_5bc448b4,0.99973,23155_d7305c5f,0.999628,21174_861bd902,0.999624
21140_8d150c65,20468_1c33550a,0.999998,23406_1d36b046,0.999995,22843_ff77027f,0.999995,21265_7329c813,0.999995,20741_c337946f,0.999994
22232_cb53774e,22461_0ba0e480,0.999774,23245_ccd099b6,0.999714,20232_e5b060d9,0.999674,20688_955aae0c,0.999631,22341_0f9c52ed,0.99952
23331_192866b6,21503_34f299ca,0.999953,22372_e91792a1,0.99991,23413_6702ec7f,0.999898,21365_ab403591,0.999667,20440_27177360,0.999647
23378_8d6426ae,22278_12f1fb79,0.999297,22428_c1ffa51a,0.999227,21924_bbd9f7a9,0.99809,21685_93737a7a,0.997999,23154_7c74d190,0.997743
23505_161e8ec5,20229_d1ae2ae3,0.99998,22345_bc482c26,0.99998,22313_3a8b93dc,0.999975,23238_3c864758,0.99997,20408_b4fda9eb,0.999966
23239_ba13cf5e,22746_920025a0,0.999998,23439_18900af2,0.999998,23164_659c91ef,0.999991,21690_5d1f3475,0.999989,22732_cd2af0ac,0.999988
23251_3eb3d2e6,23495_6366269c,0.99963,23161_e7f63a9f,0.997224,22910_97f0cc18,0.996866,23380_abffc859,0.996813,23156_7788f78a,0.99521
21133_f9a1614e,22311_553b3456,0.999959,22434_2ad62ed6,0.999942,22812_cf865ed1,0.999925,21386_e234c6b6,0.999856,21271_ec7f62b8,0.999823
22081_ab3124af,22528_f3370a64,0.998911,20622_38dd90d0,0.99856,23083_fdb942ac,0.998517,20765_99d0665e,0.998184,22910_97f0cc18,0.997628
21275_c8049742,21424_9d516e3a,0.999975,23374_57cca189,0.999967,23128_cb135b1b,0.999922,21377_19909a40,0.999922,22162_439af02a,0.999918
21961_1a090a8b,20990_0a226634,0.999958,23103_43bde2a6,0.999906,21478_8fbd4409,0.999903,22049_4da0d894,0.999898,21665_2e14b6ff,0.999868
22056_79373464,22535_0ba01cc9,0.999595,21986_67c5509a,0.998657,23162_7e2f3d77,0.997537,22491_a33562ad,0.997027,23226_8d1b5098,0.996044
22843_cb38a007,21781_5985da6d,1.0,22843_ff77027f,0.999999,21581_8f948e0b,0.999999,22075_12b129d5,0.999997,22058_71feafda,0.999996
21121_1e9e7540,21845_dff8b3a1,0.999962,21843_effbd24d,0.999786,23155_d7305c5f,0.999781,20643_71ad3d26,0.999745,22417_4a15d62e,0.999731
21182_a480d230,20477_633cca4f,0.999789,22419_dfeb5d33,0.999743,23101_6aec02ee,0.999654,22894_5f7c276d,0.999603,21839_a8eb6d34,0.999427
22418_2722dfe8,23417_9a9e9937,0.999979,22617_a286f13c,0.99997,22469_9d87f800,0.99995,21974_1997ebc3,0.999924,21390_4d1e2d9c,0.999899
21357_9edfc0a0,20671_33532794,0.999994,22014_5880c417,0.999989,22133_465d7a91,0.999983,20478_c02790cb,0.999978,20188_98b86c0f,0.999958
21185_ac5324ba,21009_907a2a95,0.999893,21528_a5d5490f,0.999747,21912_3f74887c,0.999747,23373_f5dac851,0.99956,22341_0f9c52ed,0.9994
23156_7788f78a,23161_e7f63a9f,0.999539,23414_f7d4a688,0.99909,23120_f7c9092f,0.996807,23495_6366269c,0.996801,23380_abffc859,0.995696
23162_7e2f3d77,21708_e61bd657,0.998844,22630_b6010fff,0.997853,22056_79373464,0.997537,22082_39503fa6,0.996178,22535_0ba01cc9,0.995572
21838_5bc448b4,22893_eb8aa8ac,0.999961,22070_fd1b8e5e,0.999914,21849_a5f563a6,0.999871,22416_4cd31921,0.999761,22360_42cd6a21,0.99973
20688_955aae0c,20505_017d4cc4,0.999819,22612_28fe0ac2,0.999784,22778_7d85debd,0.999735,23049_207a41f0,0.999711,23451_14c8d09e,0.999685
20419_8ce893b6,22147_12995368,0.999641,20384_767d849a,0.999601,21257_770fee9a,0.999483,20946_6573271d,0.999463,20551_ff28a959,0.999303
23495_6366269c,23251_3eb3d2e6,0.99963,23161_e7f63a9f,0.998405,23156_7788f78a,0.996801,23380_abffc859,0.996677,22910_97f0cc18,0.995284
22334_677d00e0,21429_6d2d3974,0.999637,22251_88fd728c,0.999549,23283_fadf3820,0.999475,23379_636204a6,0.999321,23252_ef165bed,0.999247
20643_71ad3d26,20421_0fd51709,0.999907,23329_6939d5d9,0.999874,21081_72fa4ad1,0.999844,22417_4a15d62e,0.999804,20697_d3e106b4,0.999789
22839_113f2990,21139_cd619b26,1.0,21119_4f5c95a6,1.0,23199_75dc1efd,1.0,20804_0dcacc66,1.0,20898_5f5b9bc7,0.999999
20804_0dcacc66,21119_4f5c95a6,1.0,21139_cd619b26,1.0,22142_7891a26a,1.0,21243_3ec5d732,1.0,22839_113f2990,1.0
21353_4686c90c,23435_e1c96b4d,0.999989,20414_a33bd0d7,0.999959,22589_2c8f7c0b,0.999958,22313_3a8b93dc,0.999956,20849_9821b6fe,0.999945
23236_d5867507,22043_041e1b7c,0.999957,23194_b675acc0,0.999922,20940_9777847c,0.999901,23244_34b5f55e,0.999875,23218_02d26ab4,0.999864
22070_fd1b8e5e,21849_a5f563a6,0.999954,21838_5bc448b4,0.999914,22360_42cd6a21,0.999914,22893_eb8aa8ac,0.999838,23155_d7305c5f,0.999782
20899_a8d7c6d5,22199_8ec9eeb2,0.999709,22534_e899f645,0.9995,22491_a33562ad,0.998843,21028_d4d30a2e,0.998457,20319_9f53cd7c,0.998125
22415_658c81dd,21647_6b6cca6f,0.987876,20546_87dbd755,0.987042,22125_e3a4cad4,0.984935,22717_08784417,0.981351,20799_213bf924,0.980162
20551_ff28a959,20384_767d849a,0.999872,21257_770fee9a,0.99979,22147_12995368,0.999526,20946_6573271d,0.999342,20419_8ce893b6,0.999303
23434_6635ed57,20676_9715ec9c,0.99999,20322_5a8c6077,0.999967,22577_cd96733e,0.999965,22826_199df203,0.99995,20329_414757bb,0.999946
23320_e0711ae9,20609_69f28932,0.99994,22678_ff42f120,0.999906,21603_98a15295,0.999851,22561_067b78ae,0.99981,21386_e234c6b6,0.999771
20892_b1f89c8d,22059_b7d76712,0.999956,21513_50fb4d62,0.999883,23318_65e3a7c9,0.999855,22045_ead71aca,0.999786,21224_18ba4aba,0.999762
21761_fdb5f86d,21785_d595ced5,1.0,20810_f6674f2d,0.999999,21265_7329c813,0.999998,22653_58d6287d,0.999998,20910_c64b5d1b,0.999997
22778_7d85debd,20182_71b9e491,0.999949,20505_017d4cc4,0.999888,20688_955aae0c,0.999735,22612_28fe0ac2,0.999659,23049_207a41f0,0.99963
20958_94222947,23103_66470b7e,0.999994,23408_e5fd25ba,0.999992,21793_4ad5e2c0,0.999991,21175_85118898,0.99999,20212_5d1f2de1,0.999986
23006_92c5b990,20291_42287610,0.999995,23442_28996649,0.999994,20705_ac2a0325,0.999993,21459_a9de5e5b,0.999993,22498_b8bdb105,0.999992
20705_ac2a0325,23442_28996649,0.999999,23343_f000bdae,0.999996,20291_42287610,0.999994,23006_92c5b990,0.999993,22261_6efe61e3,0.999992
22919_3ee91d1a,22228_1c82530b,0.998268,22474_b10fea1a,0.997339,22266_078a1f68,0.996745,21539_cfe1f7fd,0.996105,21202_e452c491,0.995785
23342_7193a931,22061_b50b6b66,0.999898,22837_7644c972,0.999863,20421_83f66ddc,0.999776,21976_807c9b26,0.999767,20285_b64b1a7e,0.999731
21563_c72d37a2,22383_e5f707a7,0.999992,20520_7e357152,0.999959,23214_0c411aa1,0.999955,22134_5e72e871,0.99995,21594_428d32af,0.999939
23214_0c411aa1,21594_428d32af,0.999991,20322_5a8c6077,0.999985,22710_77324fc2,0.999969,21563_c72d37a2,0.999955,20408_b4fda9eb,0.999943
21619_19435db0,21614_5d6afa62,1.0,21613_d57e983a,1.0,21617_ddd3657b,1.0,21610_5dcf1187,1.0,21612_e2981dae,1.0
22900_09de4c7a,21425_d0d47a2a,0.99991,23502_5a80f907,0.999839,21035_d308c5c4,0.999713,23130_7417d5b3,0.999289,21153_a2fb81fe,0.999162
21570_9cb1d1c4,21274_2fb8c3f5,0.999945,22472_f65d3470,0.999822,20406_dacb0300,0.999762,23387_c4aa9424,0.999695,23339_87a4d11f,0.999668
21051_5d118b91,20813_726b2714,0.999995,21634_e5e20375,0.999994,22891_b8c84495,0.999993,23096_7da0f913,0.999993,21882_795be793,0.999991
21614_5d6afa62,21619_19435db0,1.0,21617_ddd3657b,1.0,21613_d57e983a,1.0,21612_e2981dae,1.0,21610_5dcf1187,1.0
21974_1997ebc3,22617_a286f13c,0.99996,22418_2722dfe8,0.999924,22197_94c66357,0.999908,23174_8ef93daf,0.999901,22469_9d87f800,0.999885
22652_dc7405ef,21697_06656699,0.999531,21836_5bc91e49,0.999528,22414_14ead4a3,0.999296,20502_58b65de9,0.999284,23233_ac09e2e5,0.999134
20341_6a1588fb,20814_5a2be0fb,0.999999,22374_aa5bb54d,0.999999,20802_802b7d69,0.999998,20803_473c87ac,0.999994,20994_9c88b1ba,0.999993
21426_51651a10,21165_5cb2d287,0.996298,21856_f84d9348,0.992522,21453_679a343c,0.99195,21496_f4025ad5,0.991634,21423_196855d1,0.987153
22298_51433023,20787_ed64ff5e,0.996027,23226_8d1b5098,0.995197,23123_f35404c4,0.993747,21986_67c5509a,0.992879,23195_2629864e,0.992878
22491_a33562ad,22199_8ec9eeb2,0.999532,20899_a8d7c6d5,0.998843,22535_0ba01cc9,0.998311,23466_1cf60d09,0.998024,22534_e899f645,0.997522
20421_0fd51709,23329_6939d5d9,0.999949,20697_d3e106b4,0.999926,20643_71ad3d26,0.999907,21081_72fa4ad1,0.999744,22168_a84560a9,0.99974
23136_2b469508,23245_ccd099b6,0.998866,22232_cb53774e,0.998808,23211_3aac9c7e,0.998735,23209_1592b0a4,0.998506,20232_e5b060d9,0.998358
23168_7fdf5427,23217_7c6062e3,0.999776,22417_4a15d62e,0.999249,20697_d3e106b4,0.999234,19596_fb9531a5,0.999212,23329_6939d5d9,0.999126
20841_1620ae7d,22021_520ec8c3,0.991853,22919_3ee91d1a,0.991447,22474_b10fea1a,0.991112,22082_39503fa6,0.990559,22228_1c82530b,0.989968
20216_89b90993,20731_fbdc7731,0.999995,22508_6bb410af,0.999982,21825_ce32b0a0,0.999982,20989_885bd9b9,0.999981,20822_5bb36119,0.999973
20157_db99ab88,20239_49b65a55,0.999522,21048_75cc125c,0.999327,22987_37973191,0.998979,22837_7644c972,0.998925,22832_731d3b9f,0.998853
21329_1bfecd1d,21977_ce9f4e71,0.999216,22027_11a2e852,0.998927,22278_12f1fb79,0.99877,21839_a8eb6d34,0.998461,21805_2ba39d00,0.998376
23403_e539620b,22142_7891a26a,0.999999,22261_6efe61e3,0.999999,20392_8b23d193,0.999999,20342_c140780b,0.999998,20804_0dcacc66,0.999998
22074_c0265b0d,23369_447545f6,0.999992,22895_4533b542,0.999988,23409_e27e3b8b,0.99998,23238_3c864758,0.999979,21715_53df62c9,0.999963
21281_6e562106,21049_f644930a,0.999714,21549_18160a0a,0.999616,20823_f144e996,0.999587,23213_3df3cb34,0.999562,20628_e0551f7c,0.99954
21793_4ad5e2c0,21175_85118898,0.999999,20958_94222947,0.999991,23103_66470b7e,0.999988,23164_659c91ef,0.999985,22895_4533b542,0.999984
20319_9f53cd7c,21028_d4d30a2e,0.99925,22534_e899f645,0.999,22011_0832eefe,0.99889,23176_1bf2a2d5,0.998774,21626_b34008e6,0.99852
23387_c4aa9424,23339_87a4d11f,0.999995,22064_e1ba20dd,0.999954,20406_dacb0300,0.999953,23435_e1c96b4d,0.999921,21353_4686c90c,0.999903
22892_68138f24,20682_e208cc63,0.999996,22057_4947db57,0.999995,22155_ab18f2b6,0.999945,21810_718ae2fe,0.999913,22886_a6331748,0.999906
21300_ec7da33e,23377_690165aa,0.999801,23217_7c6062e3,0.999571,20991_6795af4f,0.999341,21134_7aa7cd89,0.999121,23168_7fdf5427,0.998939
21805_2ba39d00,22331_152ee5c0,0.999238,20279_aed6b3b3,0.99907,22278_12f1fb79,0.99861,20818_098cad7c,0.9986,21839_a8eb6d34,0.998378
22442_7d5c5d5f,21450_ea24ffcc,0.98259,20287_072b5bf6,0.982206,20260_4a01a99d,0.981723,21005_9feee615,0.980534,21656_964b0c84,0.979279
21009_907a2a95,21185_ac5324ba,0.999893,23373_f5dac851,0.999776,21528_a5d5490f,0.999646,21912_3f74887c,0.999646,22002_315afcfc,0.999591
21806_616e985a,21062_c4ed6d45,1.0,22902_83870421,0.999999,23163_7b143a6f,0.999997,23250_aa321310,0.999997,16550_e88d6986,0.999997
21352_d60bc953,23376_9b48819a,0.992761,20870_dedaef5b,0.985009,21859_35124f79,0.977047,21718_1551037b,0.97393,21926_b4c7068b,0.966858
22886_a6331748,22155_ab18f2b6,0.999991,20682_e208cc63,0.999931,20585_09b72895,0.99993,22057_4947db57,0.999917,22892_68138f24,0.999906
22142_7891a26a,20804_0dcacc66,1.0,20392_8b23d193,1.0,21119_4f5c95a6,0.999999,21139_cd619b26,0.999999,23403_e539620b,0.999999
22331_152ee5c0,21839_a8eb6d34,0.999318,21805_2ba39d00,0.999238,22278_12f1fb79,0.998948,21329_1bfecd1d,0.998359,22419_dfeb5d33,0.997814
23128_cb135b1b,21377_19909a40,0.999998,22162_439af02a,0.999996,20743_c8ea8159,0.999994,21706_adfb2ece,0.99998,23366_cc0bc28e,0.999976
22653_58d6287d,20741_c337946f,1.0,21785_d595ced5,0.999999,21265_7329c813,0.999999,21761_fdb5f86d,0.999998,20810_f6674f2d,0.999997
23368_648717d8,21708_e61bd657,0.993872,23162_7e2f3d77,0.989741,22630_b6010fff,0.989124,22082_39503fa6,0.984945,20430_975b8dcf,0.984891
23501_6c48b3c1,23036_7f9d143f,0.999864,23152_6f2706c9,0.999813,23034_b38134ee,0.999732,21599_80057f94,0.999654,20817_ef63b1a7,0.999646
21024_9be3d461,20293_a1999339,0.998532,21809_8bd6b10e,0.997356,19566_19d85d3b,0.99717,21700_28d193ac,0.996132,19051_26735260,0.996079
19566_19d85d3b,21744_5ae4d9d5,0.99952,22890_4ecfa491,0.998634,20500_e88d8065,0.998499,20293_a1999339,0.998043,20668_b2f2633e,0.997902
22134_5e72e871,20520_7e357152,0.999994,23308_245d257c,0.999982,21563_c72d37a2,0.99995,22383_e5f707a7,0.999941,21377_19909a40,0.999937
22706_58a933f4,21828_21ab2114,0.999918,22399_97987ada,0.999909,22365_a4eb929c,0.999849,20680_b095cb77,0.999843,21840_6847d36c,0.999829
20823_f144e996,23213_3df3cb34,0.999937,21549_18160a0a,0.999905,20530_2246503a,0.999905,21779_b99623fc,0.999873,21794_4d137e7d,0.999843
23406_1d36b046,22210_649a5363,1.0,21616_c6c3347a,0.999996,21140_8d150c65,0.999995,21615_f2ecc6e8,0.999994,21610_5dcf1187,0.999994
22717_08784417,21647_6b6cca6f,0.997374,20546_87dbd755,0.995057,23511_8651ac1f,0.985714,22415_658c81dd,0.981351,20745_3e22ad07,0.971219
23414_f7d4a688,23120_f7c9092f,0.999272,23156_7788f78a,0.99909,23161_e7f63a9f,0.998713,23380_abffc859,0.997419,23495_6366269c,0.995216
21692_777db9e2,22047_5a090f16,0.999614,21037_62248d34,0.999614,22057_4947db57,0.999575,20225_4ce6d59b,0.999554,22155_ab18f2b6,0.999554
20792_d2ea0500,20806_ca60b7ae,0.997278,22154_24342da4,0.997273,22129_48b47c52,0.997171,20451_84d8b290,0.996832,20451_557fe5cd,0.996824
20926_4c0f33f6,22216_4b032400,0.999694,21831_54ca67d1,0.999673,21248_0a862e3e,0.999584,22886_a6331748,0.999546,23259_d655fcc1,0.999536
21248_0a862e3e,22216_4b032400,0.999975,21831_54ca67d1,0.999943,20585_09b72895,0.99993,21840_6847d36c,0.999874,22886_a6331748,0.999837
22365_a4eb929c,20680_b095cb77,0.999984,21828_21ab2114,0.999969,23259_d655fcc1,0.99996,22399_97987ada,0.999899,22761_ca309655,0.999856
22257_6fb4c50c,21630_316322ff,0.999999,22844_9b75b8e0,0.999999,20934_fe7fbd78,0.999998,21781_5985da6d,0.999998,22075_12b129d5,0.999998
20674_2fb6cabd,22825_f4c18d65,0.999742,23034_b38134ee,0.999177,21599_80057f94,0.999043,21570_9cb1d1c4,0.998967,20815_b3d9e6c9,0.998901
22028_776fbf0d,23419_ea47995f,0.995967,22065_0d414124,0.989731,22306_c3dca308,0.988516,20502_58b65de9,0.988275,22652_dc7405ef,0.987606
23036_7f9d143f,23152_6f2706c9,0.999924,23501_6c48b3c1,0.999864,23035_6087bb57,0.99977,20817_ef63b1a7,0.999765,20815_b3d9e6c9,0.999677
20743_c8ea8159,23128_cb135b1b,0.999994,21706_adfb2ece,0.999992,21377_19909a40,0.999989,23366_cc0bc28e,0.999984,22162_439af02a,0.999981
22668_9c30f6c0,22902_83870421,0.999999,21047_60d69af3,0.999999,22907_ff18dbd5,0.999999,20385_f2d30908,0.999999,21616_c6c3347a,0.999998
22266_078a1f68,21539_cfe1f7fd,0.999889,22228_1c82530b,0.999613,22474_b10fea1a,0.999498,23466_1cf60d09,0.9989,20899_a8d7c6d5,0.997612
21882_795be793,21573_31a18ad0,0.999996,21611_1d3ff1b6,0.999994,20910_c64b5d1b,0.999994,21051_5d118b91,0.999991,23096_7da0f913,0.999991
21601_360ce1c7,19810_f77c5501,0.999453,20421_38b63ca5,0.999422,22035_101c7ab4,0.999362,23041_8d3ea25c,0.999106,21700_28d193ac,0.998935
23102_211ad1db,21497_9833a679,0.999967,22762_dcbdd14d,0.999964,21271_ec7f62b8,0.99992,22983_0ab3faaf,0.999912,23178_eb4b4280,0.9999
21092_32622a83,21091_bbf490e7,0.999519,21550_0b16151d,0.999426,21719_d60b8a4a,0.999338,20628_e0551f7c,0.999332,23043_c0827516,0.999124
23039_b3d04774,23265_07de6a0b,0.999975,23341_d5ead6d2,0.999935,21469_abec26c4,0.999925,22377_d490f505,0.999922,21391_78fc6345,0.999919
23132_1847c4ef,21923_41fa6eda,0.999934,22126_e1cca10f,0.999779,21009_907a2a95,0.998987,23373_f5dac851,0.998818,23176_1bf2a2d5,0.998748
19810_f77c5501,23041_8d3ea25c,0.999788,21601_360ce1c7,0.999453,20163_3742f394,0.999276,21621_711e1918,0.99891,23322_8f85d82d,0.998449
20385_f2d30908,21047_60d69af3,1.0,22907_ff18dbd5,0.999999,22668_9c30f6c0,0.999999,22902_83870421,0.999998,20741_c337946f,0.999997
22727_c514268a,20797_78b83489,0.999434,23036_7f9d143f,0.998379,21281_6e562106,0.998376,23501_6c48b3c1,0.998368,23473_1dfa6e40,0.998364
22278_12f1fb79,23378_8d6426ae,0.999297,22331_152ee5c0,0.998948,21329_1bfecd1d,0.99877,21839_a8eb6d34,0.998685,21805_2ba39d00,0.99861
21599_80057f94,20815_b3d9e6c9,0.999829,20817_ef63b1a7,0.999819,23158_c7e753c2,0.999792,23035_6087bb57,0.999756,23152_6f2706c9,0.999707
23226_8d1b5098,21941_1a683ec2,0.997865,20787_ed64ff5e,0.997662,21545_4384f96e,0.997118,21986_67c5509a,0.997117,22581_406c16c4,0.996056
21292_f94bd96b,21737_87d83240,0.999943,20789_1809f41f,0.999935,21224_18ba4aba,0.999923,20421_83f66ddc,0.999868,22073_951645ae,0.999863
23502_5a80f907,22900_09de4c7a,0.999839,21035_d308c5c4,0.999838,21425_d0d47a2a,0.99966,23130_7417d5b3,0.99919,21153_a2fb81fe,0.998943
23144_88ca00a5,22533_e7298b05,0.995922,21580_b8b2571b,0.995353,20636_ca9eb29a,0.992741,20430_975b8dcf,0.990056,23195_2629864e,0.989876
23048_8a1a5553,21063_037107dc,0.997043,23053_139f2009,0.984058,23156_7788f78a,0.980139,23161_e7f63a9f,0.978042,23495_6366269c,0.976214
20278_d442e77d,22085_e039a7d3,0.998369,22046_fe3bae6e,0.996952,23282_a1b17daa,0.994643,22666_bdaa1303,0.99367,22242_4ceddc2b,0.988712
21202_e452c491,23363_60e39812,0.998801,21695_1f33863f,0.998531,22126_e1cca10f,0.997495,22228_1c82530b,0.996934,22474_b10fea1a,0.996805
23026_e6f08109,23379_636204a6,0.999773,23313_210c6783,0.999607,22251_88fd728c,0.999562,23283_fadf3820,0.999437,21429_6d2d3974,0.99943
20822_5bb36119,22508_6bb410af,0.999991,20731_fbdc7731,0.999989,20216_89b90993,0.999973,21825_ce32b0a0,0.999957,23178_eb4b4280,0.999946
22405_20f11d58,22402_a62e84b4,0.999914,20668_b2f2633e,0.998711,21739_57582b8f,0.998096,22764_b884dce6,0.997639,21093_1bda9bbe,0.996678
20188_98b86c0f,20478_c02790cb,0.999981,20436_41b730a3,0.99998,22133_465d7a91,0.999979,20671_33532794,0.999978,20332_0c2a24aa,0.999965
20349_a12428da,21244_d67bbabc,0.972154,21557_53eafe15,0.949138,23044_9a964a68,0.946223,22357_e2f7b060,0.930461,21244_24c3ce72,0.926199
21244_24c3ce72,22430_c6f08b03,0.994722,21421_fb12b69b,0.987628,21244_d67bbabc,0.984512,21236_b696e901,0.981788,21069_508a9947,0.977495
21274_2fb8c3f5,21570_9cb1d1c4,0.999945,20406_dacb0300,0.999935,22472_f65d3470,0.999922,23387_c4aa9424,0.999872,23339_87a4d11f,0.999863
20898_5f5b9bc7,21243_3ec5d732,1.0,21119_4f5c95a6,1.0,21139_cd619b26,1.0,20479_77930584,0.999999,20231_f54462bb,0.999999
22440_014f1bac,23123_f35404c4,0.998163,21590_7d092186,0.997356,22666_bdaa1303,0.997254,22581_406c16c4,0.997015,20787_ed64ff5e,0.996671
22199_8ec9eeb2,20899_a8d7c6d5,0.999709,22491_a33562ad,0.999532,22534_e899f645,0.998904,23466_1cf60d09,0.998362,21028_d4d30a2e,0.997587
22729_232da678,20281_a29f9a18,0.999944,22224_1e749c32,0.999943,22062_2d6b3b72,0.999852,23318_65e3a7c9,0.999831,20431_0088a0dd,0.999809
20636_ca9eb29a,20430_975b8dcf,0.99841,23204_ff1672a9,0.995516,23144_88ca00a5,0.992741,23162_7e2f3d77,0.989336,21708_e61bd657,0.988158
21611_1d3ff1b6,21613_d57e983a,0.999995,21617_ddd3657b,0.999995,20812_462bd352,0.999994,21882_795be793,0.999994,21619_19435db0,0.999994
22125_e3a4cad4,22415_658c81dd,0.984935,21647_6b6cca6f,0.971283,20546_87dbd755,0.961079,22717_08784417,0.95606,20675_66ac9773,0.955548
21979_29f59427,20701_6dcbc975,0.999266,21164_de08f61e,0.998836,21918_976c2754,0.998396,21028_d4d30a2e,0.998235,23493_57512264,0.996961
