assembly_name,neighbor_1,hybrid_sim_1,neighbor_2,hybrid_sim_2,neighbor_3,hybrid_sim_3,neighbor_4,hybrid_sim_4,neighbor_5,hybrid_sim_5
20926_4c0f33f6,22216_4b032400,0.919816,21831_54ca67d1,0.919804,21248_0a862e3e,0.91975,22886_a6331748,0.919728,23259_d655fcc1,0.919721
20927_826f4b56,21267_35a558cc,0.999996,20898_5f5b9bc7,0.999995,21243_3ec5d732,0.999995,20672_0bc07cce,0.999993,22839_113f2990,0.999993
20934_fe7fbd78,21630_316322ff,0.92,20838_86c931be,0.92,22844_9b75b8e0,0.919999,22257_6fb4c50c,0.919999,21495_ebbbd369,0.919999
20940_9777847c,23244_34b5f55e,0.919993,23218_02d26ab4,0.919979,23236_d5867507,0.919941,22043_041e1b7c,0.919934,23211_3aac9c7e,0.919865
20946_6573271d,22147_12995368,0.999984,21257_770fee9a,0.999922,22129_48b47c52,0.99969,20551_ff28a959,0.999605,22154_24342da4,0.999028
20947_115d4058,19518_f220b68a,0.998042,23351_6104d55d,0.92,21495_ebbbd369,0.92,20342_c140780b,0.92,22261_6efe61e3,0.919999
20951_2918f2fa,21451_fea6f0d1,0.999982,20994_9c88b1ba,0.999969,20803_473c87ac,0.999962,22374_aa5bb54d,0.999956,23265_07de6a0b,0.999933
20952_b8a54213,21582_a3d32115,0.902017,21236_b696e901,0.89839,21421_fb12b69b,0.893711,22430_c6f08b03,0.885382,21244_24c3ce72,0.885232
20958_94222947,23096_7da0f913,0.999954,20671_33532794,0.999886,21533_8837772a,0.987304,23103_66470b7e,0.919997,23408_e5fd25ba,0.919995
20959_d4905d19,20818_098cad7c,0.919224,21134_7aa7cd89,0.919144,21797_69df08d5,0.919052,21805_2ba39d00,0.918841,23309_76dcf100,0.918758
20970_d20c6c35,21176_b5c72bfb,0.999839,21467_67965037,0.919919,23221_42f37ae3,0.919906,22259_613f9d44,0.919871,21603_98a15295,0.919801
20989_885bd9b9,20216_89b90993,0.999989,20429_419c4cdd,0.999926,20989_a261efa3,0.99986,20429_9dd95c38,0.999694,20451_557fe5cd,0.997692
20989_a261efa3,20429_419c4cdd,0.999963,20989_885bd9b9,0.99986,20216_89b90993,0.999824,20429_9dd95c38,0.999155,20451_557fe5cd,0.998686
20989_d1b8b0f8,20215_e2eb3082,0.999031,20141_b9376856,0.998847,20239_49b65a55,0.99794,20281_a29f9a18,0.996549,19810_f77c5501,0.996094
20990_0a226634,21478_8fbd4409,0.919946,23438_b1ef78f4,0.919677,20792_d2ea0500,0.914695,22080_594bcb66,0.859315,21961_1a090a8b,0.839975
20991_6795af4f,21300_ec7da33e,0.919604,23377_690165aa,0.919558,23217_7c6062e3,0.919556,22421_19401bdd,0.91936,21134_7aa7cd89,0.919345
20994_9c88b1ba,22374_aa5bb54d,0.999994,20803_473c87ac,0.999985,21451_fea6f0d1,0.999975,23215_08a54de0,0.999972,20951_2918f2fa,0.999969
21005_9feee615,21656_964b0c84,0.917502,20260_4a01a99d,0.916055,20287_072b5bf6,0.915606,21580_b8b2571b,0.91249,20165_2b088be5,0.911321
21008_a3fec63b,20688_955aae0c,0.995085,23028_2ca87745,0.919976,21513_50fb4d62,0.919933,22045_ead71aca,0.919925,20421_49bd1188,0.919884
21009_907a2a95,21528_a5d5490f,0.999788,22002_315afcfc,0.999755,22776_facf9bcf,0.999733,23132_1847c4ef,0.999392,23363_60e39812,0.999172
21015_10304cb9,22377_d490f505,0.999911,20646_4cd14a72,0.999909,20647_cea2e07c,0.999898,22180_ce7c3bd8,0.99989,22378_234fea2c,0.999858
21024_9be3d461,21809_8bd6b10e,0.998413,22890_4ecfa491,0.997186,21918_976c2754,0.99673,20701_6dcbc975,0.996704,21153_a2fb81fe,0.996598
21028_d4d30a2e,20319_9f53cd7c,0.91955,22534_e899f645,0.919355,20899_a8d7c6d5,0.919074,23176_1bf2a2d5,0.919038,23493_57512264,0.918946
21035_d308c5c4,21091_bbf490e7,0.9994,21719_d60b8a4a,0.999208,21531_79015e13,0.999127,21390_4d1e2d9c,0.998857,22448_1f21757a,0.998799
21037_62248d34,22057_4947db57,0.999945,22892_68138f24,0.999937,20682_e208cc63,0.999921,22155_ab18f2b6,0.999881,22886_a6331748,0.999845
21047_60d69af3,22907_ff18dbd5,1.0,22668_9c30f6c0,1.0,22902_83870421,0.999999,20741_c337946f,0.999998,21616_c6c3347a,0.999998
21048_75cc125c,22078_1758e9fc,0.999508,21737_87d83240,0.999311,21625_d5d4c9a7,0.999065,22681_124bf3a9,0.998777,22224_1e749c32,0.998672
21049_f644930a,21549_18160a0a,0.919866,20628_e0551f7c,0.919864,21837_b67d788c,0.919835,21281_6e562106,0.919828,23213_3df3cb34,0.919815
21051_5d118b91,20813_726b2714,0.999997,22891_b8c84495,0.999996,21882_795be793,0.999995,21573_31a18ad0,0.999993,21611_1d3ff1b6,0.999991
21062_c4ed6d45,21806_616e985a,1.0,22902_83870421,0.999999,16550_e88d6986,0.999999,23163_7b143a6f,0.999999,23022_86e6a8a0,0.999999
21063_037107dc,23048_8a1a5553,0.998226,23495_6366269c,0.985976,23053_139f2009,0.9854,23251_3eb3d2e6,0.983374,22076_20e8a107,0.975927
21069_508a9947,22430_c6f08b03,0.90863,21244_24c3ce72,0.906497,22483_f4e4b62a,0.903075,22079_31335df2,0.898544,21351_675c66b1,0.897015
21081_72fa4ad1,21843_effbd24d,0.99993,20643_71ad3d26,0.999906,20697_d3e106b4,0.999818,21352_c1101acb,0.999813,21845_dff8b3a1,0.999779
21091_bbf490e7,21719_d60b8a4a,0.999436,21035_d308c5c4,0.9994,21550_0b16151d,0.999396,22448_1f21757a,0.999185,20788_d25efea2,0.999111
21092_32622a83,21745_56cbe841,0.988277,21091_bbf490e7,0.919711,21550_0b16151d,0.919655,21719_d60b8a4a,0.919603,20628_e0551f7c,0.919599
21093_1bda9bbe,20668_b2f2633e,0.91925,21739_57582b8f,0.919021,19566_19d85d3b,0.918684,22764_b884dce6,0.918461,22193_c8773ded,0.918355
21119_4f5c95a6,21139_cd619b26,1.0,20804_0dcacc66,1.0,22839_113f2990,1.0,21243_3ec5d732,1.0,20898_5f5b9bc7,1.0
21121_1e9e7540,21845_dff8b3a1,0.999977,21843_effbd24d,0.999872,23155_d7305c5f,0.999869,20643_71ad3d26,0.999847,22893_eb8aa8ac,0.999832
21133_f9a1614e,22311_553b3456,0.999975,22434_2ad62ed6,0.999965,21386_e234c6b6,0.999914,21271_ec7f62b8,0.999894,21958_e48ddf4e,0.999887
21134_7aa7cd89,23377_690165aa,0.919712,21300_ec7da33e,0.919472,22894_5f7c276d,0.919345,20991_6795af4f,0.919345,22027_11a2e852,0.919317
21139_cd619b26,21119_4f5c95a6,1.0,20804_0dcacc66,1.0,22839_113f2990,1.0,21243_3ec5d732,1.0,20898_5f5b9bc7,1.0
21140_8d150c65,23406_1d36b046,0.999997,22843_ff77027f,0.999997,21265_7329c813,0.999997,20741_c337946f,0.999996,22210_649a5363,0.999996
21153_a2fb81fe,21425_d0d47a2a,0.999645,22900_09de4c7a,0.999497,23002_4d53fb3f,0.999067,22890_4ecfa491,0.998927,21024_9be3d461,0.996598
21164_de08f61e,22630_b6010fff,0.91873,21028_d4d30a2e,0.918484,22376_3ebc82a2,0.917297,20319_9f53cd7c,0.917165,20163_3742f394,0.917068
21165_5cb2d287,21453_679a343c,0.999414,21426_51651a10,0.997779,21865_c190b734,0.993263,23021_047d1f8a,0.992819,21357_9edfc0a0,0.992816
21174_861bd902,21849_a5f563a6,0.999839,22360_42cd6a21,0.999775,22070_fd1b8e5e,0.999708,21838_5bc448b4,0.999609,22893_eb8aa8ac,0.999489
21175_85118898,21793_4ad5e2c0,0.919999,22895_4533b542,0.919995,20958_94222947,0.919994,23103_66470b7e,0.919993,20908_10574fbf,0.919989
21176_b5c72bfb,20970_d20c6c35,0.999839,23221_42f37ae3,0.919969,22259_613f9d44,0.919955,22050_e8702dd4,0.919947,21467_67965037,0.919934
21182_a480d230,22419_dfeb5d33,0.999846,23101_6aec02ee,0.999792,22894_5f7c276d,0.999762,21839_a8eb6d34,0.999656,23309_76dcf100,0.999629
21184_971559b6,22270_c6999138,0.999552,22053_de30641b,0.998396,22043_041e1b7c,0.997259,22131_6b4b60f8,0.99626,21976_807c9b26,0.995655
21185_ac5324ba,21695_1f33863f,0.999506,21737_87d83240,0.991901,21048_75cc125c,0.991156,21625_d5d4c9a7,0.989511,22078_1758e9fc,0.988583
21186_d1698d8c,22983_0ab3faaf,0.919981,22141_5db99710,0.919966,22762_dcbdd14d,0.919958,23037_d0df320c,0.919952,21497_9833a679,0.919939
21202_e452c491,20141_b9376856,0.994519,20899_a8d7c6d5,0.99438,20989_d1b8b0f8,0.990187,20215_e2eb3082,0.983486,19810_f77c5501,0.981399
21204_96d26a7f,23310_7daded69,0.997985,22428_c1ffa51a,0.99621,21805_2ba39d00,0.996186,20737_5249e274,0.995598,23378_8d6426ae,0.995147
21224_18ba4aba,22072_5163223a,0.999953,20892_b1f89c8d,0.999857,22059_b7d76712,0.99977,22729_232da678,0.999714,21513_50fb4d62,0.999631
21236_b696e901,21421_fb12b69b,0.911202,21244_24c3ce72,0.909073,21244_d67bbabc,0.908184,22430_c6f08b03,0.903267,20952_b8a54213,0.89839
21243_3ec5d732,20898_5f5b9bc7,1.0,21267_35a558cc,1.0,21119_4f5c95a6,1.0,21139_cd619b26,1.0,20804_0dcacc66,1.0
21244_24c3ce72,22430_c6f08b03,0.916833,21421_fb12b69b,0.912577,21244_d67bbabc,0.910707,21236_b696e901,0.909073,21069_508a9947,0.906497
21244_d67bbabc,22430_c6f08b03,0.985343,21557_53eafe15,0.98356,21582_a3d32115,0.9619,23235_f9ccb8b0,0.947805,23271_f833d903,0.936895
21248_0a862e3e,22216_4b032400,0.999985,21831_54ca67d1,0.999966,20585_09b72895,0.999958,21840_6847d36c,0.999924,22886_a6331748,0.999902
21257_770fee9a,22147_12995368,0.999956,20946_6573271d,0.999922,20551_ff28a959,0.999874,22129_48b47c52,0.999303,22154_24342da4,0.998409
21265_7329c813,22653_58d6287d,0.999999,20741_c337946f,0.999999,21761_fdb5f86d,0.999999,21612_e2981dae,0.999998,21614_5d6afa62,0.999998
21267_35a558cc,21243_3ec5d732,1.0,20898_5f5b9bc7,1.0,20672_0bc07cce,1.0,21119_4f5c95a6,0.999999,21139_cd619b26,0.999999
21271_ec7f62b8,22762_dcbdd14d,0.999978,23170_6ea8ded5,0.999978,22434_2ad62ed6,0.999975,21497_9833a679,0.999972,22983_0ab3faaf,0.999969
21274_2fb8c3f5,22472_f65d3470,0.999953,23387_c4aa9424,0.999923,23339_87a4d11f,0.999918,21865_c190b734,0.999892,23184_731e5af0,0.999891
21275_c8049742,21424_9d516e3a,0.999985,23128_cb135b1b,0.999953,21377_19909a40,0.999953,22162_439af02a,0.999951,20743_c8ea8159,0.999949
21281_6e562106,21549_18160a0a,0.99977,20823_f144e996,0.999752,23213_3df3cb34,0.999737,21837_b67d788c,0.999711,20530_2246503a,0.99965
21282_b2d83538,20797_78b83489,0.998015,23480_3f7a8d50,0.997001,23252_ef165bed,0.996736,23045_a8c4e4bc,0.996537,23121_cbdf3ebc,0.996488
21292_f94bd96b,20789_1809f41f,0.919961,21224_18ba4aba,0.919954,22072_5163223a,0.919856,20892_b1f89c8d,0.919831,22059_b7d76712,0.919766
21300_ec7da33e,23377_690165aa,0.999881,23168_7fdf5427,0.999363,22421_19401bdd,0.999305,20697_d3e106b4,0.998859,21977_ce9f4e71,0.998785
21316_69ed56f5,20245_f1b25d43,0.831855,21492_8bd34fc1,0.822112,22306_c3dca308,0.811792,21722_68aeba65,0.811791,22211_b1ee53f0,0.807422
21326_ab4d6c43,20647_cea2e07c,0.999976,20646_4cd14a72,0.999969,22073_951645ae,0.999965,21588_0c48dc5f,0.99987,22747_3f6faf4c,0.999855
21329_1bfecd1d,22331_152ee5c0,0.999015,21977_ce9f4e71,0.91953,22027_11a2e852,0.919356,22278_12f1fb79,0.919262,21839_a8eb6d34,0.919077
21337_062b39fa,22764_b884dce6,0.91881,21739_57582b8f,0.918603,20668_b2f2633e,0.918112,20293_a1999339,0.917933,21093_1bda9bbe,0.917742
21351_675c66b1,23282_a1b17daa,0.90827,23226_8d1b5098,0.907657,20787_ed64ff5e,0.904662,21741_c6faf98e,0.904034,21708_e61bd657,0.903916
21352_c1101acb,21845_dff8b3a1,0.999873,20643_71ad3d26,0.999872,21843_effbd24d,0.999863,21511_d07c59c2,0.999843,21081_72fa4ad1,0.999813
21352_d60bc953,21859_35124f79,0.906228,21718_1551037b,0.904358,22404_66db7dd7,0.894035,20952_b8a54213,0.858812,22533_e7298b05,0.85326
21353_4686c90c,23435_e1c96b4d,0.999993,22589_2c8f7c0b,0.999975,23339_87a4d11f,0.999959,20908_10574fbf,0.999955,23387_c4aa9424,0.999942
21357_9edfc0a0,22014_5880c417,0.999993,22133_465d7a91,0.99999,22135_2aa77ff2,0.999973,22862_f5406bb0,0.999958,21781_5985da6d,0.999954
21358_a69a36f3,21817_945cd3c9,0.999993,23035_6087bb57,0.999981,22826_199df203,0.999918,23434_6635ed57,0.999852,22577_cd96733e,0.999851
21365_ab403591,21858_f1409ea2,0.999924,21503_34f299ca,0.999884,23331_192866b6,0.9998,23028_2ca87745,0.999745,21513_50fb4d62,0.99949
21377_19909a40,23128_cb135b1b,0.999999,22162_439af02a,0.999997,20743_c8ea8159,0.999993,21706_adfb2ece,0.999985,23308_245d257c,0.99998
21384_b9774b93,21448_5646a1b6,0.999989,22236_db209dff,0.999916,21564_fa5b2db7,0.999902,22367_b4a67e61,0.999887,22283_36ba29c9,0.999853
21386_e234c6b6,22659_0e686e14,0.99994,21958_e48ddf4e,0.999939,22434_2ad62ed6,0.999927,21133_f9a1614e,0.999914,21271_ec7f62b8,0.999905
21390_4d1e2d9c,22448_1f21757a,0.999977,20788_d25efea2,0.999969,23417_9a9e9937,0.999955,22469_9d87f800,0.999914,22617_a286f13c,0.9999
21391_78fc6345,23341_d5ead6d2,0.919988,21469_abec26c4,0.919959,23265_07de6a0b,0.919958,23039_b3d04774,0.919952,20186_f66e4ad3,0.919946
21421_fb12b69b,22430_c6f08b03,0.916053,21244_24c3ce72,0.912577,21582_a3d32115,0.912117,21236_b696e901,0.911202,22357_e2f7b060,0.910326
21422_b2a6bf27,20241_8c0d3f83,0.919999,20241_ccb70dc8,0.919999,20332_0c2a24aa,0.919997,20994_9c88b1ba,0.919994,20340_86125547,0.919994
21423_196855d1,21426_51651a10,0.992292,21165_5cb2d287,0.981963,21453_679a343c,0.975495,21865_c190b734,0.954241,23021_047d1f8a,0.952767
21424_9d516e3a,21275_c8049742,0.999985,21706_adfb2ece,0.999957,20743_c8ea8159,0.999957,23409_e27e3b8b,0.999948,23128_cb135b1b,0.999948
21425_d0d47a2a,22900_09de4c7a,0.999946,21153_a2fb81fe,0.999645,22890_4ecfa491,0.998651,23002_4d53fb3f,0.998211,21024_9be3d461,0.995977
21426_51651a10,21165_5cb2d287,0.997779,21453_679a343c,0.99517,21423_196855d1,0.992292,21865_c190b734,0.98366,23021_047d1f8a,0.982889
21429_6d2d3974,22035_101c7ab4,0.990608,22334_677d00e0,0.919782,22251_88fd728c,0.91966,23026_e6f08109,0.919658,23283_fadf3820,0.919551
21448_5646a1b6,21384_b9774b93,0.999989,22367_b4a67e61,0.999939,22236_db209dff,0.999932,21564_fa5b2db7,0.999901,22283_36ba29c9,0.999855
21450_ea24ffcc,22442_7d5c5d5f,0.989554,21656_964b0c84,0.988956,20870_dedaef5b,0.987625,21580_b8b2571b,0.972272,21762_90d34d16,0.967902
21451_fea6f0d1,20951_2918f2fa,0.999982,20994_9c88b1ba,0.999975,22374_aa5bb54d,0.999948,20803_473c87ac,0.999938,23215_08a54de0,0.999912
21453_679a343c,21165_5cb2d287,0.999414,21865_c190b734,0.99632,23021_047d1f8a,0.996037,20812_462bd352,0.99603,21882_795be793,0.99603
21459_a9de5e5b,20467_f1fcc009,0.999987,22075_12b129d5,0.92,21495_ebbbd369,0.919999,22844_9b75b8e0,0.919999,20947_115d4058,0.919998
21467_67965037,22259_613f9d44,0.919988,23221_42f37ae3,0.919945,21176_b5c72bfb,0.919934,20970_d20c6c35,0.919919,22050_e8702dd4,0.919911
21469_abec26c4,23265_07de6a0b,0.919991,23341_d5ead6d2,0.919991,20186_f66e4ad3,0.919965,21391_78fc6345,0.919959,23039_b3d04774,0.919955
21478_8fbd4409,20990_0a226634,0.919946,21961_1a090a8b,0.919942,22049_4da0d894,0.919915,22050_e8702dd4,0.919905,23178_eb4b4280,0.919871
21490_d07ff9f8,22706_58a933f4,0.919746,21831_54ca67d1,0.919706,20926_4c0f33f6,0.9197,22399_97987ada,0.919682,23259_d655fcc1,0.91968
21492_8bd34fc1,21722_68aeba65,0.916667,22028_776fbf0d,0.897979,22306_c3dca308,0.889487,23419_ea47995f,0.887933,23273_8f301ce3,0.887816
21495_ebbbd369,22844_9b75b8e0,1.0,23351_6104d55d,1.0,21630_316322ff,0.999999,22075_12b129d5,0.999999,23022_86e6a8a0,0.999999
21496_f4025ad5,21281_6e562106,0.996398,22345_bc482c26,0.996181,23505_161e8ec5,0.996045,22313_3a8b93dc,0.995835,23409_e27e3b8b,0.995815
21497_9833a679,22762_dcbdd14d,0.999981,23102_211ad1db,0.99998,21271_ec7f62b8,0.999972,22983_0ab3faaf,0.999968,23170_6ea8ded5,0.999958
21503_34f299ca,23331_192866b6,0.999972,21365_ab403591,0.999884,23028_2ca87745,0.999841,21858_f1409ea2,0.99981,21837_b67d788c,0.999698
21511_d07c59c2,21352_c1101acb,0.999843,21843_effbd24d,0.999646,23233_ac09e2e5,0.999623,21081_72fa4ad1,0.999603,21845_dff8b3a1,0.999545
21513_50fb4d62,22059_b7d76712,0.999959,22045_ead71aca,0.999947,20892_b1f89c8d,0.99993,23028_2ca87745,0.999862,22729_232da678,0.999755
21519_3e869afd,23376_9b48819a,0.897457,20870_dedaef5b,0.894514,21450_ea24ffcc,0.874973,21926_b4c7068b,0.873733,22442_7d5c5d5f,0.865386
21528_a5d5490f,21009_907a2a95,0.999788,22002_315afcfc,0.99965,22776_facf9bcf,0.999465,23363_60e39812,0.998928,23132_1847c4ef,0.998529
21529_93e51dd9,20554_abcb705e,0.919987,23372_4cb88567,0.919962,22218_2f85f6ae,0.919889,20215_e2eb3082,0.919652,20989_d1b8b0f8,0.919641
21531_79015e13,22469_9d87f800,0.999866,23417_9a9e9937,0.999767,21390_4d1e2d9c,0.999729,22617_a286f13c,0.999719,21974_1997ebc3,0.999676
21533_8837772a,20671_33532794,0.989017,20958_94222947,0.987304,23096_7da0f913,0.987117,22270_c6999138,0.919841,23219_40625e2c,0.919784
21539_cfe1f7fd,23502_5a80f907,0.970855,22266_078a1f68,0.919934,22228_1c82530b,0.919708,22474_b10fea1a,0.919682,23466_1cf60d09,0.919198
21541_abc67be6,21091_bbf490e7,0.919448,21035_d308c5c4,0.919021,20858_15bdad00,0.919017,20389_c835706f,0.918977,21092_32622a83,0.918967
21545_4384f96e,22581_406c16c4,0.91991,21986_67c5509a,0.919318,23123_f35404c4,0.918722,20787_ed64ff5e,0.918536,23226_8d1b5098,0.918271
21549_18160a0a,23213_3df3cb34,0.999992,23172_4ab01e83,0.999967,21837_b67d788c,0.999943,20823_f144e996,0.999943,21794_4d137e7d,0.99994
21550_0b16151d,22448_1f21757a,0.99995,20788_d25efea2,0.999937,21719_d60b8a4a,0.999895,21390_4d1e2d9c,0.999871,20823_f144e996,0.999846
21551_c6c2d516,22421_19401bdd,0.919847,22894_5f7c276d,0.919789,23101_6aec02ee,0.919753,20421_0fd51709,0.919752,23329_6939d5d9,0.919734
21552_4e9c19b1,21816_3891a442,0.999797,20505_017d4cc4,0.999595,23451_14c8d09e,0.999315,22612_28fe0ac2,0.999273,21621_711e1918,0.99909
21557_53eafe15,22430_c6f08b03,0.983823,21244_d67bbabc,0.98356,23282_a1b17daa,0.976192,23235_f9ccb8b0,0.975732,21582_a3d32115,0.969666
21563_c72d37a2,22383_e5f707a7,0.999995,23214_0c411aa1,0.999973,22134_5e72e871,0.99997,23008_3d1bb7b2,0.999962,23308_245d257c,0.99996
21564_fa5b2db7,22283_36ba29c9,0.999995,22236_db209dff,0.999984,21384_b9774b93,0.999902,21448_5646a1b6,0.999901,20822_5bb36119,0.999883
21566_ff590631,20925_dc64a33a,0.999987,22383_e5f707a7,0.999971,23008_3d1bb7b2,0.999957,22134_5e72e871,0.999956,21563_c72d37a2,0.999955
21570_9cb1d1c4,21274_2fb8c3f5,0.919967,22472_f65d3470,0.919893,20406_dacb0300,0.919857,23387_c4aa9424,0.919817,23339_87a4d11f,0.919801
21573_31a18ad0,21882_795be793,0.999998,20812_462bd352,0.999996,21611_1d3ff1b6,0.999995,21051_5d118b91,0.999993,23103_66470b7e,0.999992
21580_b8b2571b,21762_90d34d16,0.998386,21656_964b0c84,0.9961,21809_8bd6b10e,0.993846,20668_b2f2633e,0.98996,20701_6dcbc975,0.988115
21581_8f948e0b,22843_cb38a007,0.999999,23311_ad36a9ec,0.999999,22058_71feafda,0.999999,22843_ff77027f,0.999999,21781_5985da6d,0.999998
21582_a3d32115,23235_f9ccb8b0,0.990834,22430_c6f08b03,0.990353,23271_f833d903,0.990332,22413_901f5867,0.989878,23195_2629864e,0.977495
21588_0c48dc5f,22378_234fea2c,0.999967,20647_cea2e07c,0.999924,20646_4cd14a72,0.999908,22377_d490f505,0.999904,21326_ab4d6c43,0.99987
21590_7d092186,23043_c0827516,0.932442,20176_a02bde39,0.918869,22440_014f1bac,0.918413,22666_bdaa1303,0.916813,22085_e039a7d3,0.916107
21592_c5e77a82,22852_dc1dbed6,0.984608,23305_2662b29a,0.982098,21856_f84d9348,0.967101,21496_f4025ad5,0.909829,21282_b2d83538,0.908308
21594_428d32af,23214_0c411aa1,0.919994,20322_5a8c6077,0.919989,20408_b4fda9eb,0.919981,20229_d1ae2ae3,0.919977,20676_9715ec9c,0.919967
21599_80057f94,23369_447545f6,0.99896,22746_920025a0,0.998902,22227_aca28ff2,0.998582,21615_f2ecc6e8,0.99832,23343_f000bdae,0.998081
21600_0027c6fc,23238_3c864758,0.999985,22074_c0265b0d,0.99997,23366_cc0bc28e,0.999966,21715_53df62c9,0.999948,22062_2d6b3b72,0.999765
21601_360ce1c7,23041_8d3ea25c,0.999463,21621_711e1918,0.998823,21035_d308c5c4,0.998692,21365_ab403591,0.998545,21858_f1409ea2,0.998483
21603_98a15295,22050_e8702dd4,0.999678,20609_69f28932,0.919984,22678_ff42f120,0.919912,23320_e0711ae9,0.91991,21186_d1698d8c,0.919901
21610_5dcf1187,21612_e2981dae,1.0,21619_19435db0,1.0,21614_5d6afa62,1.0,21613_d57e983a,1.0,21617_ddd3657b,1.0
21611_1d3ff1b6,21613_d57e983a,0.999997,21617_ddd3657b,0.999997,20812_462bd352,0.999997,21882_795be793,0.999996,21619_19435db0,0.999996
21612_e2981dae,21614_5d6afa62,1.0,21610_5dcf1187,1.0,21619_19435db0,1.0,21613_d57e983a,1.0,21617_ddd3657b,1.0
21613_d57e983a,21617_ddd3657b,1.0,21619_19435db0,1.0,21614_5d6afa62,1.0,21610_5dcf1187,1.0,21612_e2981dae,1.0
21614_5d6afa62,21619_19435db0,1.0,21617_ddd3657b,1.0,21613_d57e983a,1.0,21612_e2981dae,1.0,21610_5dcf1187,1.0
21615_f2ecc6e8,23343_f000bdae,0.99993,22746_920025a0,0.999901,23369_447545f6,0.999898,22227_aca28ff2,0.99981,21599_80057f94,0.99832
21616_c6c3347a,22668_9c30f6c0,0.999999,22902_83870421,0.999998,21047_60d69af3,0.999998,22257_6fb4c50c,0.999998,22907_ff18dbd5,0.999998
21617_ddd3657b,21613_d57e983a,1.0,21619_19435db0,1.0,21614_5d6afa62,1.0,21612_e2981dae,1.0,21610_5dcf1187,1.0
21619_19435db0,21614_5d6afa62,1.0,21613_d57e983a,1.0,21617_ddd3657b,1.0,21610_5dcf1187,1.0,21612_e2981dae,1.0
21621_711e1918,22376_3ebc82a2,0.999558,21790_aaf9224a,0.999272,21552_4e9c19b1,0.99909,21601_360ce1c7,0.998823,23041_8d3ea25c,0.998793
21625_d5d4c9a7,22224_1e749c32,0.999878,21737_87d83240,0.999835,22078_1758e9fc,0.999784,22062_2d6b3b72,0.999684,22681_124bf3a9,0.999173
21626_b34008e6,21745_56cbe841,0.919933,22011_0832eefe,0.919844,23176_1bf2a2d5,0.919787,21816_3891a442,0.919701,20141_b9376856,0.919665
21630_316322ff,22844_9b75b8e0,1.0,22257_6fb4c50c,1.0,21495_ebbbd369,0.999999,22075_12b129d5,0.999999,23022_86e6a8a0,0.999998
21634_e5e20375,22891_b8c84495,0.919997,21051_5d118b91,0.919996,20813_726b2714,0.919996,23096_7da0f913,0.919993,21882_795be793,0.919986
21647_6b6cca6f,22717_08784417,0.918425,20546_87dbd755,0.917997,22415_658c81dd,0.912726,22125_e3a4cad4,0.90277,21492_8bd34fc1,0.842363
21656_964b0c84,21580_b8b2571b,0.9961,21762_90d34d16,0.99315,21450_ea24ffcc,0.988956,22442_7d5c5d5f,0.987568,20668_b2f2633e,0.986128
21665_2e14b6ff,20807_88c198d5,0.99999,23103_43bde2a6,0.999989,22304_33009be6,0.999922,21825_ce32b0a0,0.999919,20731_fbdc7731,0.999899
21685_93737a7a,22027_11a2e852,0.995467,20477_633cca4f,0.99348,20421_0fd51709,0.991083,22428_c1ffa51a,0.919306,23378_8d6426ae,0.918799
21690_5d1f3475,23439_18900af2,0.999994,23239_ba13cf5e,0.999994,22349_6f67a96e,0.999992,23021_047d1f8a,0.99999,20801_0796e2ee,0.999987
21692_777db9e2,21037_62248d34,0.919768,22057_4947db57,0.919745,20225_4ce6d59b,0.919732,22155_ab18f2b6,0.919732,22892_68138f24,0.919699
21695_1f33863f,21185_ac5324ba,0.999506,21737_87d83240,0.987781,21048_75cc125c,0.986972,21625_d5d4c9a7,0.984947,22078_1758e9fc,0.983738
21697_06656699,23233_ac09e2e5,0.999903,21511_d07c59c2,0.999496,23309_76dcf100,0.999235,22894_5f7c276d,0.999151,21352_c1101acb,0.999139
21700_28d193ac,21153_a2fb81fe,0.919351,23130_7417d5b3,0.918582,21425_d0d47a2a,0.918501,23002_4d53fb3f,0.918108,22900_09de4c7a,0.918017
21706_adfb2ece,20743_c8ea8159,0.999995,23409_e27e3b8b,0.99999,23128_cb135b1b,0.999988,21377_19909a40,0.999985,22162_439af02a,0.999975
21708_e61bd657,23162_7e2f3d77,0.919306,23226_8d1b5098,0.916359,22056_79373464,0.916117,22535_0ba01cc9,0.914306,21986_67c5509a,0.91423
21709_4dd88551,23233_ac09e2e5,0.919912,21697_06656699,0.919753,23309_76dcf100,0.919574,22652_dc7405ef,0.919282,21511_d07c59c2,0.919256
21715_53df62c9,23366_cc0bc28e,0.999984,22074_c0265b0d,0.999978,21600_0027c6fc,0.999948,23238_3c864758,0.999942,22062_2d6b3b72,0.999766
21718_1551037b,21352_d60bc953,0.904358,22533_e7298b05,0.901104,23144_88ca00a5,0.889149,22079_31335df2,0.886476,23195_2629864e,0.884232
21719_d60b8a4a,22448_1f21757a,0.999912,21550_0b16151d,0.999895,21390_4d1e2d9c,0.999884,20788_d25efea2,0.999883,23417_9a9e9937,0.9998
21722_68aeba65,22028_776fbf0d,0.990255,23419_ea47995f,0.981191,22211_b1ee53f0,0.975873,22065_0d414124,0.97471,21492_8bd34fc1,0.916667
21737_87d83240,21625_d5d4c9a7,0.999835,22078_1758e9fc,0.999596,22224_1e749c32,0.999463,21048_75cc125c,0.999311,22062_2d6b3b72,0.999119
