assembly_name,family,component_count,body_count,edge_count,face_count,vertex_count,mass,volume,surface_area,material,complexity_ratio,rotational_symmetry,geometric_complexity,source_file
23422_f214bd4d,complex_assembly,34,268.0,4773.0,2155.0,3361.0,68.58072126756927,10012.29044115404,0.0,"Wood, Steel, ABS Plastic",2.2148491879350347,0,10289.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23422_f214bd4d/assembly.json
23343_f000bdae,simple_rotor,1,2.0,7.0,6.0,6.0,1.2868925342377258e-05,0.0016393535467996508,0.0,"Steel, Glass, Cast, Clear",1.1666666666666667,0,19.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23343_f000bdae/assembly.json
23161_e7f63a9f,high_complexity_rotor,1,100.0,1398.0,783.0,942.0,19.068035907243768,2429.0491601584076,0.0,Steel,1.78544061302682,0,3123.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23161_e7f63a9f/assembly.json
22011_0832eefe,medium_rotor,18,18.0,1005.0,454.0,644.0,11.145127146855483,1549.421451472751,0.0,"Steel, Iron, Cast",2.2136563876651985,0,2103.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22011_0832eefe/assembly.json
22214_b098105d,simple_rotor,3,10.0,168.0,93.0,115.0,19.646320446105058,2502.7159803955487,0.0,Steel,1.8064516129032258,0,376.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22214_b098105d/assembly.json
22046_fe3bae6e,medium_rotor,57,50.0,794.0,398.0,552.0,0.10638812488552278,97.29148265923277,0.0,"Wood, Steel, ABS Plastic",1.9949748743718594,0,1744.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22046_fe3bae6e/assembly.json
23204_ff1672a9,complex_assembly,22,123.0,3523.0,1565.0,2401.0,11.425101011325083,1455.4268804235774,0.0,Steel,2.2511182108626198,0,7489.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23204_ff1672a9/assembly.json
21529_93e51dd9,medium_rotor,10,9.0,348.0,168.0,251.0,0.7623181738448058,95.28977173060075,0.0,Stainless Steel,2.0714285714285716,0,767.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21529_93e51dd9/assembly.json
20429_419c4cdd,simple_rotor,1,1.0,28.0,10.0,20.0,0.0,0.0,0.0,"Steel, Mild",2.8,1,58.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20429_419c4cdd/assembly.json
20241_8c0d3f83,simple_rotor,3,1.0,42.0,19.0,30.0,1.2222250770622862,155.69746204615112,0.0,"Steel, Mild",2.210526315789474,0,91.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20241_8c0d3f83/assembly.json
20440_27177360,medium_rotor,6,17.0,590.0,268.0,412.0,1.953265792560747,3425.2360488247455,0.0,Wood,2.201492537313433,0,1270.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20440_27177360/assembly.json
20554_abcb705e,medium_rotor,9,9.0,314.0,162.0,224.0,2.0164728529040232,263.4458232373796,0.0,"Steel, Aluminum",1.9382716049382716,0,700.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20554_abcb705e/assembly.json
22135_2aa77ff2,simple_rotor,2,1.0,101.0,50.0,56.0,0.27637626966528495,35.207168110227386,0.0,Steel,2.02,0,207.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22135_2aa77ff2/assembly.json
21204_96d26a7f,high_complexity_rotor,10,10.0,6449.0,2213.0,4397.0,1.7321644956114899,220.65789753012618,0.0,Steel,2.9141436963398104,1,13059.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21204_96d26a7f/assembly.json
22259_613f9d44,symmetric_rotor,6,6.0,518.0,194.0,343.0,0.3142568077208113,40.032714359339025,0.0,Steel,2.670103092783505,1,1055.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22259_613f9d44/assembly.json
20520_7e357152,medium_rotor,1,3.0,382.0,179.0,248.0,0.09261128970239693,92.61128970239693,0.0,Generic,2.1340782122905027,0,809.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20520_7e357152/assembly.json
20802_802b7d69,simple_rotor,3,2.0,83.0,40.0,47.0,0.16602986481462137,172.6013688847118,0.0,"Steel, Rubber, Natural",2.075,0,170.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20802_802b7d69/assembly.json
20392_8b23d193,simple_rotor,1,2.0,29.0,18.0,22.0,0.4939334043576402,62.92145278441277,0.0,"Steel, Mild",1.6111111111111112,0,69.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20392_8b23d193/assembly.json
22178_976d2411,simple_rotor,1,2.0,59.0,24.0,39.0,0.36692119858064753,46.74155395931817,0.0,Steel,2.4583333333333335,0,122.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22178_976d2411/assembly.json
22710_77324fc2,medium_rotor,1,9.0,571.0,233.0,380.0,30.418631167438694,3874.984862094102,0.0,Steel,2.4506437768240343,0,1184.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22710_77324fc2/assembly.json
20245_f1b25d43,high_complexity_rotor,1,110.0,4787.0,1914.0,3402.0,16.344384998953494,2082.087261013184,0.0,"Steel, Mild",2.501044932079415,1,10103.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20245_f1b25d43/assembly.json
22617_a286f13c,medium_rotor,1,4.0,806.0,339.0,565.0,322.37138658606915,41066.418673384615,0.0,Steel,2.377581120943953,0,1710.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22617_a286f13c/assembly.json
23233_ac09e2e5,high_complexity_rotor,12,17.0,1892.0,689.0,1329.0,2.9292532202442825,373.15327646423975,0.0,Steel,2.7460087082728593,1,3910.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23233_ac09e2e5/assembly.json
21469_abec26c4,simple_rotor,4,4.0,210.0,88.0,150.0,0.25906308058456956,30.52956805484918,0.0,"Steel, Brass",2.3863636363636362,0,448.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21469_abec26c4/assembly.json
22413_901f5867,complex_assembly,53,83.0,5095.0,2053.0,3467.0,1.3466608974356933,171.5491589090056,0.0,Steel,2.481734047735022,0,10615.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22413_901f5867/assembly.json
22061_b50b6b66,medium_rotor,8,7.0,249.0,117.0,142.0,7.296473252392294,968.4641521598161,0.0,"Steel, Iron, Cast",2.128205128205128,0,508.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22061_b50b6b66/assembly.json
23475_b14d1dc8,medium_rotor,1,31.0,608.0,354.0,442.0,1.7751936436693965,226.13931766489117,0.0,Steel,1.7175141242937852,0,1404.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23475_b14d1dc8/assembly.json
20787_ed64ff5e,complex_assembly,34,41.0,1827.0,883.0,1187.0,238.55689895987484,98131.18376286275,0.0,"Steel, Mild, Steel, Paint Finish, Ivory, Glossy, Generic",2.069082672706682,0,3897.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20787_ed64ff5e/assembly.json
20746_57a7b346,high_complexity_rotor,4,247.0,9265.0,3931.0,6315.0,6.642745635401791,846.2096350830335,0.0,Steel,2.3569066395319256,0,19511.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20746_57a7b346/assembly.json
23219_40625e2c,simple_rotor,13,11.0,158.0,91.0,123.0,0.22726283220660531,398.52683878183933,0.0,Wood,1.7362637362637363,0,372.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23219_40625e2c/assembly.json
22311_553b3456,symmetric_rotor,1,2.0,930.0,343.0,596.0,6.494477701679042,827.3220002138908,0.0,Steel,2.7113702623906706,1,1869.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22311_553b3456/assembly.json
22017_6d3be48d,medium_rotor,20,58.0,1265.0,567.0,891.0,21477.858145448623,2736032.8847705214,0.0,Steel,2.2310405643738975,0,2723.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22017_6d3be48d/assembly.json
21091_bbf490e7,medium_rotor,1,17.0,964.0,516.0,484.0,2.62514911452279,334.41389993920893,0.0,Steel,1.8682170542635659,0,1964.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21091_bbf490e7/assembly.json
23480_3f7a8d50,medium_rotor,1,38.0,527.0,312.0,378.0,51.99106500793559,6623.065606106443,0.0,Steel,1.689102564102564,0,1217.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23480_3f7a8d50/assembly.json
20814_5a2be0fb,simple_rotor,3,2.0,78.0,36.0,50.0,0.2904630654462869,244.47929200458728,0.0,"Acrylic, Clear, Bamboo",2.1666666666666665,0,164.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20814_5a2be0fb/assembly.json
22654_4c426b0f,symmetric_rotor,11,11.0,1070.0,414.0,701.0,0.41152824764379276,74.87916180667847,0.0,"Acetal Resin, White, Steel, ABS Plastic",2.5845410628019323,1,2185.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22654_4c426b0f/assembly.json
21594_428d32af,medium_rotor,1,9.0,434.0,198.0,250.0,229.92257342348248,38375.35373858625,0.0,"Steel, Bamboo, Glass, Cast, Clear",2.191919191919192,0,882.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21594_428d32af/assembly.json
22270_c6999138,simple_rotor,8,7.0,57.0,58.0,57.0,13.543325598782895,1725.2644074882667,0.0,Steel,0.9827586206896551,0,172.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22270_c6999138/assembly.json
21062_c4ed6d45,simple_rotor,1,2.0,71.0,34.0,43.0,69.96513779152703,8912.756406563954,0.0,Steel,2.088235294117647,0,148.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21062_c4ed6d45/assembly.json
21816_3891a442,medium_rotor,12,20.0,558.0,320.0,412.0,1.7230484724727104,219.49662069716058,0.0,Steel,1.74375,0,1290.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21816_3891a442/assembly.json
21912_3f74887c,medium_rotor,19,18.0,332.0,151.0,232.0,0.05351940524281787,60.64654323567039,0.0,"Steel, Phenolic Resin, Wood",2.198675496688742,0,715.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21912_3f74887c/assembly.json
22577_cd96733e,medium_rotor,1,14.0,380.0,157.0,258.0,0.039667306325483626,5.053160041462884,0.0,Steel,2.4203821656050954,0,795.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22577_cd96733e/assembly.json
21590_7d092186,medium_rotor,31,16.0,583.0,361.0,473.0,1.056699466024974,220.1352878087209,0.0,"Steel, Stainless Steel, Wood",1.6149584487534625,0,1417.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21590_7d092186/assembly.json
21647_6b6cca6f,complex_assembly,40,76.0,17367.0,6063.0,11685.0,242.85312455252165,31963.3730280756,0.0,"Steel, Paper",2.864423552696685,1,35115.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21647_6b6cca6f/assembly.json
20342_c140780b,simple_rotor,1,3.0,60.0,25.0,40.0,0.006971941537642651,0.8881454188079811,0.0,"Steel, Mild",2.4,0,125.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20342_c140780b/assembly.json
21982_bdafa78d,symmetric_rotor,2,189.0,945.0,364.0,687.0,158.96482439167596,20250.296100850435,0.0,Steel,2.5961538461538463,1,1996.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21982_bdafa78d/assembly.json
20232_e5b060d9,simple_rotor,11,12.0,170.0,113.0,129.0,0.03561596353626192,9.66304627855813,0.0,"Steel, Mild, Stainless Steel, 440C, Acetal Resin, Black",1.5044247787610618,0,412.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20232_e5b060d9/assembly.json
22852_dc1dbed6,medium_rotor,1,42.0,741.0,361.0,519.0,66819.2149711045,8512001.907147074,0.0,Steel,2.0526315789473686,0,1621.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22852_dc1dbed6/assembly.json
22666_bdaa1303,medium_rotor,37,36.0,1125.0,642.0,911.0,0.18220789940582494,39.68630428635393,0.0,"Bronze, Steel, Aluminum",1.7523364485981308,0,2678.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22666_bdaa1303/assembly.json
21977_ce9f4e71,high_complexity_rotor,5,4.0,3065.0,1220.0,1877.0,0.7229930822700152,92.10102958853696,0.0,Steel,2.512295081967213,1,6162.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21977_ce9f4e71/assembly.json
22404_66db7dd7,complex_assembly,26,50.0,26275.0,12139.0,14453.0,0.19299375188314935,37.41855167465565,0.0,"Steel, ABS Plastic, Brass",2.1645110799901146,0,52867.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22404_66db7dd7/assembly.json
22374_aa5bb54d,simple_rotor,3,2.0,92.0,39.0,64.0,0.016939199059556886,2.1578597528097943,0.0,Steel,2.358974358974359,0,195.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22374_aa5bb54d/assembly.json
22907_ff18dbd5,simple_rotor,1,2.0,85.0,41.0,63.0,0.16786980762386747,21.38468886928248,0.0,Steel,2.073170731707317,0,189.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22907_ff18dbd5/assembly.json
20801_0796e2ee,simple_rotor,1,7.0,52.0,33.0,38.0,0.8626737941918814,109.89475085246897,0.0,Steel,1.5757575757575757,0,123.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20801_0796e2ee/assembly.json
22045_ead71aca,medium_rotor,4,6.0,444.0,228.0,228.0,32.98075422027485,4201.369964366223,0.0,Steel,1.9473684210526316,0,900.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22045_ead71aca/assembly.json
23339_87a4d11f,simple_rotor,1,14.0,214.0,102.0,132.0,291.2687995906349,37104.30568033566,0.0,Steel,2.0980392156862746,0,448.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23339_87a4d11f/assembly.json
22095_af226cbc,symmetric_rotor,11,7.0,406.0,148.0,296.0,2.9310503429219525,373.3822092894207,0.0,Steel,2.7432432432432434,1,850.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22095_af226cbc/assembly.json
23442_28996649,simple_rotor,1,3.0,21.0,12.0,16.0,0.041716859476124836,5.314249614792973,0.0,Steel,1.75,0,49.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23442_28996649/assembly.json
23028_2ca87745,medium_rotor,4,9.0,690.0,295.0,458.0,0.7041166659814928,89.69639057089083,0.0,Steel,2.3389830508474576,0,1443.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23028_2ca87745/assembly.json
21573_31a18ad0,simple_rotor,1,3.0,193.0,81.0,130.0,11.45527344104895,1459.2705020444523,0.0,Steel,2.382716049382716,0,404.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21573_31a18ad0/assembly.json
20592_573e41b2,medium_rotor,1,19.0,604.0,290.0,338.0,413247.94450952334,52643050.25599022,0.0,Steel,2.0827586206896553,0,1232.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20592_573e41b2/assembly.json
22899_5b97e4f5,simple_rotor,1,4.0,12.0,16.0,12.0,0.09800374124388202,12.48455302469835,0.0,Steel,0.75,0,40.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22899_5b97e4f5/assembly.json
22062_2d6b3b72,medium_rotor,3,4.0,232.0,112.0,164.0,10.255366148493417,1306.416069871773,0.0,Steel,2.0714285714285716,0,508.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22062_2d6b3b72/assembly.json
22040_6461a147,medium_rotor,10,9.0,720.0,302.0,500.0,10.66986578572098,1362.623440078487,0.0,"Steel, Iron, Cast",2.384105960264901,0,1522.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22040_6461a147/assembly.json
20293_a1999339,high_complexity_rotor,6,5.0,2082.0,971.0,1822.0,1.5628557829154885,199.08990865165458,0.0,"Steel, Mild",2.144181256436663,0,4875.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20293_a1999339/assembly.json
22910_97f0cc18,high_complexity_rotor,1,66.0,1800.0,964.0,1276.0,67.66550069290219,8619.809005465237,0.0,Steel,1.8672199170124482,0,4040.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22910_97f0cc18/assembly.json
20934_fe7fbd78,simple_rotor,1,3.0,87.0,37.0,54.0,0.07116201061773905,9.06522428251453,0.0,"Titanium, Steel",2.3513513513513513,0,178.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20934_fe7fbd78/assembly.json
23379_636204a6,medium_rotor,1,66.0,1117.0,549.0,793.0,4.058746815805582,517.0378109306471,0.0,Steel,2.034608378870674,0,2459.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23379_636204a6/assembly.json
20803_473c87ac,simple_rotor,3,2.0,110.0,51.0,64.0,0.8130845960707984,103.57765555042019,0.0,Steel,2.156862745098039,0,225.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20803_473c87ac/assembly.json
22323_aa6edb8b,medium_rotor,14,23.0,455.0,258.0,346.0,32.25607688986541,4447.492331821926,0.0,"Steel, Stainless Steel, Iron, Cast",1.7635658914728682,0,1059.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22323_aa6edb8b/assembly.json
22242_4ceddc2b,complex_assembly,39,58.0,1477.0,767.0,1030.0,5.6774017874348,723.2358964885105,0.0,Steel,1.925684485006519,0,3274.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22242_4ceddc2b/assembly.json
23271_f833d903,complex_assembly,51,50.0,4138.0,1880.0,2680.0,8.122163484831413,1034.6705076218366,0.0,Steel,2.201063829787234,0,8698.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23271_f833d903/assembly.json
23121_cbdf3ebc,medium_rotor,1,32.0,614.0,309.0,426.0,24.26320271304194,3090.853848795153,0.0,Steel,1.9870550161812297,0,1349.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23121_cbdf3ebc/assembly.json
21519_3e869afd,high_complexity_rotor,7,6.0,8132.0,5301.0,2850.0,3.107068596741553,394.3353154317155,0.0,"Steel, Mild, Brass",1.5340501792114696,0,16283.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21519_3e869afd/assembly.json
23008_3d1bb7b2,medium_rotor,1,6.0,601.0,244.0,387.0,7.756851965469462,988.134008340059,0.0,Steel,2.4631147540983607,0,1232.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23008_3d1bb7b2/assembly.json
20500_e88d8065,high_complexity_rotor,1,3.0,2237.0,959.0,1328.0,1.0173602832189934,129.60003607885267,0.0,"Steel, Mild",2.332638164754953,0,4524.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20500_e88d8065/assembly.json
22155_ab18f2b6,symmetric_rotor,1,3.0,608.0,204.0,406.0,0.7287936840838078,92.83995975589909,0.0,Steel,2.980392156862745,1,1218.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22155_ab18f2b6/assembly.json
20430_975b8dcf,high_complexity_rotor,20,67.0,2256.0,1118.0,1520.0,10.344567339434763,1645.0971410169086,0.0,"Steel, Mild, Copper, Generic",2.0178890876565294,0,4894.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20430_975b8dcf/assembly.json
20647_cea2e07c,simple_rotor,6,5.0,192.0,91.0,133.0,0.23665739058222435,30.147438290729223,0.0,Steel,2.10989010989011,0,416.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20647_cea2e07c/assembly.json
22894_5f7c276d,high_complexity_rotor,7,10.0,2629.0,979.0,1698.0,0.16942269521121356,21.582508944103644,0.0,Steel,2.6853932584269664,1,5306.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22894_5f7c276d/assembly.json
23440_5956321f,simple_rotor,1,7.0,124.0,65.0,78.0,0.6123630139310448,78.00802725236241,0.0,Steel,1.9076923076923078,0,267.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23440_5956321f/assembly.json
22508_6bb410af,simple_rotor,1,3.0,99.0,37.0,65.0,72.5279132150592,9239.22461338334,0.0,Steel,2.675675675675676,1,201.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22508_6bb410af/assembly.json
21549_18160a0a,medium_rotor,1,14.0,665.0,283.0,411.0,0.09175200079125394,11.68815296703872,0.0,Steel,2.34982332155477,0,1359.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21549_18160a0a/assembly.json
21941_1a683ec2,complex_assembly,30,60.0,1300.0,739.0,965.0,549.2387416128748,60202.83094236754,0.0,"Copper, Bronze, Wood",1.7591339648173208,0,3004.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21941_1a683ec2/assembly.json
22761_ca309655,symmetric_rotor,2,12.0,1069.0,383.0,714.0,174.06272825433174,22173.59595596583,0.0,Steel,2.7911227154046996,1,2166.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22761_ca309655/assembly.json
23221_42f37ae3,symmetric_rotor,8,3.0,419.0,156.0,281.0,0.13625986974475898,17.35794519041516,0.0,Steel,2.6858974358974357,1,856.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23221_42f37ae3/assembly.json
22360_42cd6a21,high_complexity_rotor,4,18.0,2000.0,692.0,1322.0,0.019699183999306844,2.5094501909945026,0.0,Steel,2.8901734104046244,1,4014.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22360_42cd6a21/assembly.json
21140_8d150c65,simple_rotor,1,3.0,105.0,51.0,68.0,0.057380652314894115,7.30963723756613,0.0,Steel,2.0588235294117645,0,224.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21140_8d150c65/assembly.json
22232_cb53774e,medium_rotor,13,18.0,358.0,192.0,268.0,13.996704806361784,4790.116887430174,0.0,"Titanium, Rubber, Natural, Rubber, Silicone",1.8645833333333333,0,818.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22232_cb53774e/assembly.json
23331_192866b6,medium_rotor,4,18.0,594.0,263.0,402.0,51.879555743167366,6608.86060422514,0.0,Steel,2.258555133079848,0,1259.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23331_192866b6/assembly.json
23378_8d6426ae,high_complexity_rotor,2,55.0,4294.0,1596.0,2867.0,0.009435611142248449,1.2019886805412041,0.0,Steel,2.6904761904761907,1,8757.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23378_8d6426ae/assembly.json
23505_161e8ec5,medium_rotor,1,8.0,341.0,150.0,231.0,567.1280726853232,72245.61435481824,0.0,Steel,2.2733333333333334,0,722.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23505_161e8ec5/assembly.json
23239_ba13cf5e,simple_rotor,1,6.0,67.0,41.0,50.0,3.5614106675337283,453.6828875839144,0.0,Steel,1.6341463414634145,0,158.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23239_ba13cf5e/assembly.json
23251_3eb3d2e6,high_complexity_rotor,1,111.0,2440.0,1058.0,1623.0,2.544169065859799,324.0979701732228,0.0,Steel,2.3062381852551983,0,5121.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23251_3eb3d2e6/assembly.json
21133_f9a1614e,symmetric_rotor,2,2.0,853.0,319.0,572.0,0.2921011827093041,37.21034174640817,0.0,Steel,2.6739811912225706,1,1744.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21133_f9a1614e/assembly.json
22081_ab3124af,high_complexity_rotor,3,54.0,1533.0,799.0,1132.0,2.8568991968154016,363.93620341597466,0.0,Steel,1.918648310387985,0,3464.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22081_ab3124af/assembly.json
21275_c8049742,medium_rotor,2,2.0,328.0,145.0,193.0,1.1931947422967595,151.9993302288866,0.0,Steel,2.2620689655172415,0,666.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21275_c8049742/assembly.json
21961_1a090a8b,symmetric_rotor,1,3.0,406.0,145.0,268.0,3.40066530698487,433.2057715904293,0.0,Steel,2.8,1,819.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21961_1a090a8b/assembly.json
22056_79373464,complex_assembly,25,46.0,1953.0,890.0,1337.0,68.21351881826338,8689.620231625913,0.0,Steel,2.19438202247191,0,4180.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22056_79373464/assembly.json
22843_cb38a007,simple_rotor,1,4.0,88.0,40.0,64.0,0.3110388849945179,39.622787897390815,0.0,Steel,2.2,0,192.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22843_cb38a007/assembly.json
21121_1e9e7540,high_complexity_rotor,1,9.0,1975.0,728.0,1294.0,0.12600400433274261,16.051465520094595,0.0,Steel,2.712912087912088,1,3997.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21121_1e9e7540/assembly.json
21182_a480d230,high_complexity_rotor,4,8.0,2882.0,1031.0,1930.0,1.7413578482399794,221.82902525350056,0.0,Steel,2.795344325897187,1,5843.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21182_a480d230/assembly.json
22418_2722dfe8,medium_rotor,1,6.0,897.0,364.0,540.0,0.0013832045776341162,0.4909229950908317,0.0,"Steel, Mild, Acetal Resin, Black, Brass, Soft Yellow",2.4642857142857144,0,1801.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22418_2722dfe8/assembly.json
21357_9edfc0a0,simple_rotor,2,4.0,92.0,40.0,53.0,144.4457056452218,18400.72683378622,0.0,Steel,2.3,0,185.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21357_9edfc0a0/assembly.json
21185_ac5324ba,medium_rotor,13,12.0,223.0,162.0,172.0,5.208559028503287,663.5107042679347,0.0,Steel,1.376543209876543,0,557.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21185_ac5324ba/assembly.json
23156_7788f78a,high_complexity_rotor,1,114.0,1386.0,726.0,1023.0,20.943828008843823,2668.0035680055803,0.0,Steel,1.9090909090909092,0,3135.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23156_7788f78a/assembly.json
23162_7e2f3d77,complex_assembly,23,67.0,1672.0,784.0,1158.0,5.770389660306916,735.0814853894165,0.0,Steel,2.13265306122449,0,3614.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23162_7e2f3d77/assembly.json
21838_5bc448b4,high_complexity_rotor,2,3.0,1905.0,666.0,1251.0,0.015932231700609742,2.02958365612863,0.0,Steel,2.8603603603603602,1,3822.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/21838_5bc448b4/assembly.json
20688_955aae0c,medium_rotor,14,16.0,586.0,266.0,409.0,83.56694006154531,10645.470071534435,0.0,"Steel, Mild, Steel",2.2030075187969924,0,1261.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20688_955aae0c/assembly.json
20419_8ce893b6,symmetric_rotor,2,3.0,702.0,176.0,496.0,727.5535654078503,91480.269153857,0.0,"Steel, Mild, Copper",3.9886363636363638,1,1374.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20419_8ce893b6/assembly.json
23495_6366269c,high_complexity_rotor,2,105.0,1996.0,980.0,1388.0,40.925094111470486,5213.387784900702,0.0,Steel,2.036734693877551,0,4364.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/23495_6366269c/assembly.json
22334_677d00e0,medium_rotor,2,64.0,960.0,468.0,560.0,1.5566270499787964,216.20702534438567,0.0,"Aluminum 6061, Steel, Glass",2.051282051282051,0,1988.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22334_677d00e0/assembly.json
20643_71ad3d26,high_complexity_rotor,2,1.0,1983.0,762.0,1221.0,0.49480353806480964,63.03229784265091,0.0,Steel,2.6023622047244093,1,3966.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/20643_71ad3d26/assembly.json
22839_113f2990,simple_rotor,1,2.0,42.0,19.0,27.0,0.6649931249999989,84.71249999999986,0.0,Steel,2.210526315789474,0,88.0,/Users/ulukbekrahmanov/Desktop/fusion_subset/22839_113f2990/assembly.json
